Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,46362"
"0,10000";"0,28888";"0,45091"
"0,20000";"0,60515";"0,46866"
"0,30000";"0,90596";"0,45809"
"0,40000";"1,20606";"0,47867"
"0,50000";"1,50627";"0,47497"
"0,60000";"1,80601";"0,44995"
"0,70000";"2,10588";"0,48770"
"0,80000";"2,40597";"0,46314"
"0,90000";"2,70607";"0,47657"
"1,00000";"3,00617";"0,45533"
"1,10000";"3,30626";"0,46875"
"1,20000";"3,60577";"0,46477"
"1,30000";"3,90587";"0,46052"
"1,40000";"4,20608";"0,48117"
"1,50000";"4,50618";"0,45264"
"1,60000";"4,80604";"0,46602"
"1,70000";"5,10602";"0,45757"
"1,80000";"5,40588";"0,47735"
"1,90000";"5,70598";"0,46124"
"2,00000";"6,00596";"0,45922"
"2,10000";"6,30594";"0,47783"
"2,20000";"6,60603";"0,45288"
"2,30000";"6,90613";"0,47041"
"2,40000";"7,20599";"0,45745"
"2,50000";"7,50597";"0,46948"
"2,60000";"7,80619";"0,47126"
"2,70000";"8,10617";"0,46617"
"2,80000";"8,40603";"0,48027"
"2,90000";"8,70589";"0,47086"
"3,00000";"9,00610";"0,46629"
"3,10000";"9,30597";"0,46082"
"3,20000";"9,60606";"0,47061"
"3,30000";"9,90592";"0,45527"
"3,40000";"10,20602";"0,46680"
"3,50000";"10,50612";"0,47711"
"3,60000";"10,80563";"0,45100"
"3,70000";"11,10608";"0,48481"
"3,80000";"11,40582";"0,45633"
"3,90000";"11,70603";"0,46027"
"4,00000";"12,00625";"0,47170"
"4,10000";"12,30587";"0,46706"
"4,20000";"12,60597";"0,46593"
"4,30000";"12,90595";"0,47089"
"4,40000";"13,20593";"0,45463"
"4,50000";"13,50591";"0,46035"
"4,60000";"13,80612";"0,46174"
"4,70000";"14,10563";"0,47248"
"4,80000";"14,40597";"0,48719"
"4,90000";"14,70618";"0,48148"
"5,00000";"15,00604";"0,48169"
"5,10000";"15,30614";"0,47413"
"5,20000";"15,60600";"0,46591"
"5,30000";"15,90586";"0,48001"
"5,40000";"16,20596";"0,47389"
"5,50000";"16,50594";"0,47375"
"5,60000";"16,80603";"0,46791"
"5,70000";"17,10613";"0,47127"
"5,80000";"17,40611";"0,47581"
"5,90000";"17,70597";"0,46348"
"6,00000";"18,00607";"0,47068"
"6,10000";"18,30605";"0,46775"
"6,20000";"18,60603";"0,48405"
"6,30000";"18,90589";"0,47291"
"6,40000";"19,20587";"0,47022"
"6,50000";"19,50585";"0,47246"
"6,60000";"19,80583";"0,47605"
"6,70000";"20,10604";"0,46346"
"6,80000";"20,40590";"0,48503"
"6,90000";"20,70600";"0,46778"
"7,00000";"21,00598";"0,47560"
"7,10000";"21,30596";"0,47619"
"7,20000";"21,60617";"0,45759"
"7,30000";"21,90615";"0,48925"
"7,40000";"22,20590";"0,47005"
"7,50000";"22,50599";"0,47910"
"7,60000";"22,80597";"0,47639"
"7,70000";"23,10607";"0,45952"
"7,80000";"23,40605";"0,46735"
"7,90000";"23,70615";"0,46949"
"8,00000";"24,00601";"0,46589"
"8,10000";"24,30610";"0,47559"
"8,20000";"24,60596";"0,48987"
"8,30000";"24,90594";"0,46884"
"8,40000";"25,20569";"0,48063"
"8,50000";"25,50602";"0,46571"
"8,60000";"25,80600";"0,46628"
"8,70000";"26,10610";"0,45537"
"8,80000";"26,40608";"0,47852"
"8,90000";"26,70617";"0,48113"
"9,00000";"27,00615";"0,48411"
"9,10000";"27,30602";"0,46605"
"9,20000";"27,60623";"0,45905"
"9,30000";"27,90621";"0,46940"
"9,40000";"28,20572";"0,47506"
"9,50000";"28,50593";"0,47917"
"9,60000";"28,80614";"0,47154"
"9,70000";"29,10612";"0,47189"
"9,80000";"29,40587";"0,46778"
"9,90000";"29,70573";"0,45263"
"10,00000";"30,00571";"0,47716"
"10,00200";"30,01173";"0,47479"
"10,10200";"30,11243";"0,46976"
"10,20200";"30,20463";"0,46555"
"10,30200";"30,30392";"0,48455"
"10,40200";"30,40403";"0,46579"
"10,50200";"30,50379";"0,47987"
"10,60200";"30,60390";"0,46310"
"10,70200";"30,70401";"0,48863"
"10,80200";"30,80400";"0,46266"
"10,90200";"30,90423";"0,47982"
"11,00200";"31,00387";"0,46502"
"11,10200";"31,10386";"0,46704"
"11,20200";"31,20397";"0,47343"
"11,30200";"31,30408";"0,48566"
"11,40200";"31,40420";"0,47962"
"11,50200";"31,50407";"0,69387"
"11,60200";"31,60395";"1,05236"
"11,70200";"31,70394";"1,41422"
"11,80200";"31,80393";"1,96786"
"11,90200";"31,90404";"4,10993"
"12,00200";"32,00392";"5,98804"
"12,10200";"32,10426";"6,94496"
"12,20200";"32,20391";"7,41060"
"12,30200";"32,30401";"7,85871"
"12,40200";"32,40413";"8,24370"
"12,50200";"32,50388";"8,37281"
"12,60200";"32,60376";"8,11167"
"12,70200";"32,70399";"7,90138"
"12,80200";"32,80422";"7,75942"
"12,90200";"32,90397";"7,63593"
"13,00200";"33,00373";"7,55795"
"13,10200";"33,10396";"7,47534"
"13,20200";"33,20407";"7,42204"
"13,30200";"33,30395";"7,36427"
"13,40200";"33,40405";"7,34787"
"13,50200";"33,50405";"7,26779"
"13,60200";"33,60380";"7,22498"
"13,70200";"33,70415";"7,16633"
"13,80200";"33,80379";"7,09729"
"13,90200";"33,90390";"7,00829"
