Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,42731"
"0,10000";"0,28865";"0,42922"
"0,20000";"0,60503";"0,43189"
"0,30000";"0,90596";"0,42209"
"0,40000";"1,20606";"0,42452"
"0,50000";"1,50627";"0,43469"
"0,60000";"1,80601";"0,41307"
"0,70000";"2,10599";"0,43976"
"0,80000";"2,40597";"0,41824"
"0,90000";"2,70607";"0,42058"
"1,00000";"3,00617";"0,41859"
"1,10000";"3,30626";"0,41540"
"1,20000";"3,60589";"0,40544"
"1,30000";"3,90587";"0,42328"
"1,40000";"4,20608";"0,42556"
"1,50000";"4,50630";"0,43136"
"1,60000";"4,80604";"0,41482"
"1,70000";"5,10590";"0,41738"
"1,80000";"5,40588";"0,43228"
"1,90000";"5,70598";"0,41911"
"2,00000";"6,00596";"0,42638"
"2,10000";"6,30594";"0,42781"
"2,20000";"6,60603";"0,42543"
"2,30000";"6,90601";"0,43482"
"2,40000";"7,20599";"0,42447"
"2,50000";"7,50597";"0,40134"
"2,60000";"7,80619";"0,41101"
"2,70000";"8,10617";"0,41958"
"2,80000";"8,40591";"0,42315"
"2,90000";"8,70589";"0,42243"
"3,00000";"9,00610";"0,40826"
"3,10000";"9,30597";"0,41900"
"3,20000";"9,60606";"0,42951"
"3,30000";"9,90592";"0,43261"
"3,40000";"10,20602";"0,42572"
"3,50000";"10,50612";"0,41291"
"3,60000";"10,80563";"0,43802"
"3,70000";"11,10619";"0,42127"
"3,80000";"11,40594";"0,43057"
"3,90000";"11,70603";"0,43222"
"4,00000";"12,00613";"0,41312"
"4,10000";"12,30599";"0,42104"
"4,20000";"12,60597";"0,42220"
"4,30000";"12,90595";"0,42237"
"4,40000";"13,20593";"0,41509"
"4,50000";"13,50591";"0,41634"
"4,60000";"13,80601";"0,42546"
"4,70000";"14,10587";"0,42461"
"4,80000";"14,40597";"0,44698"
"4,90000";"14,70606";"0,43182"
"5,00000";"15,00604";"0,43153"
"5,10000";"15,30614";"0,42971"
"5,20000";"15,60612";"0,43315"
"5,30000";"15,90586";"0,42746"
"5,40000";"16,20596";"0,42516"
"5,50000";"16,50594";"0,42346"
"5,60000";"16,80592";"0,43025"
"5,70000";"17,10625";"0,42845"
"5,80000";"17,40623";"0,42455"
"5,90000";"17,70585";"0,42907"
"6,00000";"18,00595";"0,43579"
"6,10000";"18,30617";"0,43430"
"6,20000";"18,60591";"0,42044"
"6,30000";"18,90589";"0,41524"
"6,40000";"19,20587";"0,43992"
"6,50000";"19,50585";"0,42699"
"6,60000";"19,80583";"0,43135"
"6,70000";"20,10604";"0,44034"
"6,80000";"20,40590";"0,43124"
"6,90000";"20,70612";"0,42227"
"7,00000";"21,00610";"0,42787"
"7,10000";"21,30584";"0,42778"
"7,20000";"21,60617";"0,40489"
"7,30000";"21,90615";"0,41720"
"7,40000";"22,20601";"0,42363"
"7,50000";"22,50599";"0,43997"
"7,60000";"22,80597";"0,42401"
"7,70000";"23,10607";"0,42796"
"7,80000";"23,40593";"0,43319"
"7,90000";"23,70615";"0,43358"
"8,00000";"24,00612";"0,44331"
"8,10000";"24,30610";"0,44258"
"8,20000";"24,60585";"0,42259"
"8,30000";"24,90583";"0,42995"
"8,40000";"25,20569";"0,42855"
"8,50000";"25,50602";"0,42294"
