Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,41577"
"0,10000";"0,28876";"0,42574"
"0,20000";"0,60515";"0,42584"
"0,30000";"0,90584";"0,41693"
"0,40000";"1,20606";"0,42758"
"0,50000";"1,50615";"0,40957"
"0,60000";"1,80601";"0,42850"
"0,70000";"2,10599";"0,41596"
"0,80000";"2,40597";"0,41850"
"0,90000";"2,70595";"0,43042"
"1,00000";"3,00617";"0,41994"
"1,10000";"3,30615";"0,42808"
"1,20000";"3,60577";"0,43118"
"1,30000";"3,90575";"0,42011"
"1,40000";"4,20597";"0,43984"
"1,50000";"4,50618";"0,42788"
"1,60000";"4,80616";"0,41951"
"1,70000";"5,10602";"0,42512"
"1,80000";"5,40576";"0,41706"
"1,90000";"5,70586";"0,42265"
"2,00000";"6,00596";"0,42819"
"2,10000";"6,30594";"0,42444"
"2,20000";"6,60603";"0,42533"
"2,30000";"6,90613";"0,41856"
"2,40000";"7,20599";"0,41726"
"2,50000";"7,50597";"0,42979"
"2,60000";"7,80619";"0,43183"
"2,70000";"8,10605";"0,42594"
"2,80000";"8,40603";"0,41832"
"2,90000";"8,70589";"0,42675"
"3,00000";"9,00610";"0,43363"
"3,10000";"9,30597";"0,42728"
"3,20000";"9,60606";"0,43130"
"3,30000";"9,90592";"0,43209"
"3,40000";"10,20602";"0,42120"
"3,50000";"10,50600";"0,44896"
"3,60000";"10,80563";"0,41624"
"3,70000";"11,10608";"0,41553"
"3,80000";"11,40594";"0,42588"
"3,90000";"11,70603";"0,43906"
"4,00000";"12,00625";"0,42202"
"4,10000";"12,30599";"0,43764"
"4,20000";"12,60597";"0,42024"
"4,30000";"12,90595";"0,42637"
"4,40000";"13,20593";"0,45639"
"4,50000";"13,50603";"0,42031"
"4,60000";"13,80601";"0,42519"
"4,70000";"14,10587";"0,43686"
"4,80000";"14,40597";"0,42333"
"4,90000";"14,70606";"0,43443"
"5,00000";"15,00604";"0,42019"
"5,10000";"15,30602";"0,42831"
"5,20000";"15,60612";"0,42034"
"5,30000";"15,90574";"0,42619"
"5,40000";"16,20608";"0,43524"
"5,50000";"16,50594";"0,42802"
"5,60000";"16,80592";"0,42279"
"5,70000";"17,10625";"0,43606"
"5,80000";"17,40611";"0,44655"
"5,90000";"17,70597";"0,43105"
"6,00000";"18,00607";"0,41693"
"6,10000";"18,30617";"0,42664"
"6,20000";"18,60603";"0,43748"
"6,30000";"18,90589";"0,43728"
"6,40000";"19,20587";"0,43895"
"6,50000";"19,50597";"0,41625"
"6,60000";"19,80583";"0,42109"
"6,70000";"20,10604";"0,42889"
"6,80000";"20,40590";"0,43156"
"6,90000";"20,70600";"0,42941"
"7,00000";"21,00610";"0,40759"
"7,10000";"21,30584";"0,42857"
"7,20000";"21,60617";"0,42860"
"7,30000";"21,90615";"0,44210"
"7,40000";"22,20601";"0,42445"
"7,50000";"22,50599";"0,41810"
"7,60000";"22,80597";"0,42626"
"7,70000";"23,10607";"0,43850"
"7,80000";"23,40605";"0,43360"
"7,90000";"23,70603";"0,41837"
"8,00000";"24,00601";"0,41960"
"8,10000";"24,30622";"0,42006"
"8,20000";"24,60585";"0,44237"
"8,30000";"24,90583";"0,42422"
"8,40000";"25,20569";"0,41759"
"8,50000";"25,50590";"0,42640"
"8,60000";"25,80600";"0,43987"
"8,70000";"26,10610";"0,41039"
"8,80000";"26,40596";"0,42117"
"8,90000";"26,70617";"0,43738"
"9,00000";"27,00603";"0,42435"
"9,10000";"27,30602";"0,44300"
"9,20000";"27,60623";"0,43266"
"9,30000";"27,90621";"0,42857"
"9,40000";"28,20572";"0,43408"
"9,50000";"28,50593";"0,42632"
"9,60000";"28,80614";"0,42492"
"9,70000";"29,10612";"0,41837"
"9,80000";"29,40587";"0,41303"
"9,90000";"29,70573";"0,41175"
"10,00000";"30,00583";"0,43770"
"10,00200";"30,01173";"0,43898"
"10,10200";"30,11491";"0,41161"
"10,20200";"30,20664";"0,42763"
"10,30200";"30,30592";"0,42744"
"10,40200";"30,40604";"0,43964"
"10,50200";"30,50579";"0,42490"
"10,60200";"30,60590";"0,43266"
"10,70200";"30,70589";"0,42325"
"10,80200";"30,80612";"0,43202"
"10,90200";"30,90612";"0,45815"
"11,00200";"31,00587";"0,52898"
"11,10200";"31,10599";"0,77612"
"11,20200";"31,20610";"1,11444"
"11,30200";"31,30609";"1,58890"
"11,40200";"31,40620";"2,15005"
"11,50200";"31,50596";"3,11361"
"11,60200";"31,60595";"5,34855"
"11,70200";"31,70606";"6,71828"
"11,80200";"31,80594";"7,56587"
"11,90200";"31,90605";"7,95278"
"12,00200";"32,00604";"8,02083"
"12,10200";"32,10627";"8,03529"
"12,20200";"32,20615";"8,00512"
"12,30200";"32,30602";"7,96509"
"12,40200";"32,40601";"7,91039"
"12,50200";"32,50589";"7,88084"
"12,60200";"32,60588";"7,81739"
"12,70200";"32,70599";"7,80378"
"12,80200";"32,80611";"7,76365"
"12,90200";"32,90610";"7,70738"
"13,00200";"33,00586";"7,67171"
"13,10200";"33,10596";"7,64308"
"13,20200";"33,20596";"7,57120"
"13,30200";"33,30584";"7,51264"
"13,40200";"33,40618";"7,46934"
"13,50200";"33,50606";"7,37525"
"13,60200";"33,60581";"7,34218"
"13,70200";"33,70581";"7,30953"
"13,80200";"33,80604";"7,24008"
"13,90200";"33,90591";"7,18478"
"14,00200";"34,00626";"7,05372"
"14,10200";"34,10590";"6,84571"
"14,20200";"34,20613";"6,01770"
"14,30200";"34,30612";"5,96349"
"14,40200";"34,40576";"6,19843"
"14,50200";"34,50599";"6,22450"
"14,60200";"34,60598";"6,29531"
"14,70200";"34,70609";"6,29609"
"14,80200";"34,80620";"6,56957"
"14,90200";"34,90608";"6,69743"
"15,00200";"35,00571";"6,77089"
"15,10200";"35,10594";"6,88842"
"15,20200";"35,20570";"6,93450"
"15,30200";"35,30617";"6,96400"
"15,40200";"35,40604";"7,01893"
"15,50200";"35,50603";"7,03497"
"15,60200";"35,60603";"7,06787"
"15,70200";"35,70591";"7,08140"
"15,80200";"35,80578";"7,07695"
"15,90200";"35,90624";"7,09198"
"16,00200";"36,00589";"7,07397"
"16,10200";"36,10611";"7,07718"
"16,20200";"36,20599";"7,07059"
"16,30200";"36,30598";"7,09030"
"16,40200";"36,40574";"7,08092"
"16,50200";"36,50597";"7,07077"
"16,60200";"36,60608";"7,09426"
"16,70200";"36,70631";"7,08511"
"16,80200";"36,80618";"7,08171"
"16,90200";"36,90606";"7,08052"
"17,00200";"37,00593";"7,12031"
"17,10200";"37,10593";"7,11010"
"17,20200";"37,20592";"7,14143"
"17,30200";"37,30614";"7,16157"
"17,40200";"37,40590";"7,16579"
"17,50200";"37,50602";"7,20450"
"17,60200";"37,60613";"7,23441"
"17,70200";"37,70576";"7,23718"
"17,80200";"37,80588";"7,26108"
"17,90200";"37,90610";"7,30611"
"18,00200";"38,00610";"7,37959"
"18,10200";"38,10621";"7,41463"
"18,20200";"38,20609";"7,44299"
"18,30200";"38,30608";"7,50279"
"18,40200";"38,40595";"7,55615"
"18,50200";"38,50595";"7,60647"
"18,60200";"38,60593";"7,66108"
"18,70200";"38,70605";"7,73005"
"18,80200";"38,80581";"7,76505"
"18,90200";"38,90603";"7,83202"
"19,00200";"39,00591";"7,86175"
"19,10200";"39,10602";"7,90958"
"19,20200";"39,20601";"7,96828"
"19,30200";"39,30577";"7,99660"
"19,40200";"39,40623";"8,05825"
"19,50200";"39,50600";"8,10726"
"19,60200";"39,60587";"8,16071"
"19,70200";"39,70598";"8,24156"
"19,80200";"39,80597";"8,29669"
"19,90200";"39,90596";"8,36439"
"20,00200";"40,00596";"8,39097"
"20,10200";"40,10595";"8,45834"
"20,20200";"40,20594";"8,50496"
"20,30200";"40,30593";"8,56949"
"20,40200";"40,40593";"8,65344"
"20,50200";"40,50616";"8,70134"
"20,60200";"40,60592";"8,78171"
"20,70200";"40,70603";"8,80782"
"20,80200";"40,80626";"8,87759"
"20,90200";"40,90578";"8,93842"
"21,00200";"41,00589";"9,01586"
"21,10200";"41,10612";"9,07415"
"21,20200";"41,20599";"9,12320"
"21,30200";"41,30610";"9,18808"
"21,40200";"41,40622";"9,25313"
"21,50200";"41,50585";"9,27745"
"21,60200";"41,60608";"9,30496"
"21,70200";"41,70596";"9,36280"
"21,80200";"41,80618";"9,41127"
"21,90200";"41,90618";"9,43505"
"22,00200";"42,00618";"9,47034"
"22,10200";"42,10593";"9,45419"
"22,20200";"42,20593";"9,45965"
"22,30200";"42,30603";"9,45400"
"22,40200";"42,40603";"9,42930"
"22,50200";"42,50626";"9,36764"
"22,60200";"42,60601";"9,32293"
"22,70200";"42,70625";"9,25995"
"22,80200";"42,80589";"9,18760"
"22,90200";"42,90599";"9,13934"
"23,00200";"43,00610";"9,05739"
"23,10200";"43,10610";"9,03361"
"23,20200";"43,20597";"8,97508"
"23,30200";"43,30608";"8,95886"
"23,40200";"43,40608";"8,86987"
"23,50200";"43,50583";"8,81862"
"23,60200";"43,60595";"8,78927"
"23,70200";"43,70593";"8,76517"
"23,80200";"43,80617";"8,75325"
"23,90200";"43,90616";"8,70967"
"24,00200";"44,00592";"8,69104"
"24,10200";"44,10591";"8,69449"
"24,20200";"44,20567";"8,69256"
"24,30200";"44,30614";"8,70919"
"24,40200";"44,40601";"8,74548"
"24,50200";"44,50600";"8,79072"
"24,60200";"44,60611";"8,82462"
"24,70200";"44,70587";"8,87990"
"24,80200";"44,80598";"8,94667"
"24,90200";"44,90597";"9,00121"
"24,99600";"45,00006";"9,07529"
