Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,41582"
"0,10000";"0,28876";"0,41452"
"0,20000";"0,60515";"0,42350"
"0,30000";"0,90596";"0,44682"
"0,40000";"1,20606";"0,42374"
"0,50000";"1,50627";"0,41771"
"0,60000";"1,80601";"0,43198"
"0,70000";"2,10599";"0,42743"
"0,80000";"2,40609";"0,42568"
"0,90000";"2,70607";"0,42814"
"1,00000";"3,00605";"0,43748"
"1,10000";"3,30626";"0,42954"
"1,20000";"3,60577";"0,41509"
"1,30000";"3,90575";"0,43654"
"1,40000";"4,20608";"0,43513"
"1,50000";"4,50630";"0,42054"
"1,60000";"4,80604";"0,42217"
"1,70000";"5,10602";"0,42436"
"1,80000";"5,40588";"0,43135"
"1,90000";"5,70586";"0,41326"
"2,00000";"6,00596";"0,42026"
"2,10000";"6,30606";"0,42741"
"2,20000";"6,60603";"0,44798"
"2,30000";"6,90601";"0,41978"
"2,40000";"7,20599";"0,44156"
"2,50000";"7,50597";"0,41252"
"2,60000";"7,80619";"0,44554"
"2,70000";"8,10617";"0,43441"
"2,80000";"8,40603";"0,44737"
"2,90000";"8,70589";"0,43605"
"3,00000";"9,00610";"0,44593"
"3,10000";"9,30597";"0,43699"
"3,20000";"9,60594";"0,44199"
"3,30000";"9,90581";"0,43370"
"3,40000";"10,20602";"0,44759"
"3,50000";"10,50612";"0,44105"
"3,60000";"10,80563";"0,42186"
"3,70000";"11,10619";"0,43082"
"3,80000";"11,40582";"0,43765"
"3,90000";"11,70603";"0,44292"
"4,00000";"12,00613";"0,41377"
"4,10000";"12,30599";"0,43946"
"4,20000";"12,60585";"0,42339"
"4,30000";"12,90595";"0,43267"
"4,40000";"13,20593";"0,42553"
"4,50000";"13,50591";"0,43719"
"4,60000";"13,80612";"0,42778"
"4,70000";"14,10575";"0,42936"
"4,80000";"14,40585";"0,45246"
"4,90000";"14,70606";"0,44418"
"5,00000";"15,00604";"0,44950"
"5,10000";"15,30614";"0,44020"
"5,20000";"15,60600";"0,44149"
"5,30000";"15,90586";"0,43595"
"5,40000";"16,20596";"0,44110"
"5,50000";"16,50594";"0,44351"
"5,60000";"16,80603";"0,43474"
"5,70000";"17,10625";"0,43143"
"5,80000";"17,40611";"0,41467"
"5,90000";"17,70597";"0,43714"
"6,00000";"18,00607";"0,43795"
"6,10000";"18,30617";"0,43151"
"6,20000";"18,60603";"0,42472"
