Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00012";"-0,01581"
"0,10000";"0,29018";"-0,02685"
"0,20000";"0,60527";"-0,02418"
"0,30000";"0,90608";"-0,01128"
"0,40000";"1,20617";"-0,02896"
"0,50000";"1,50603";"0,00147"
"0,60000";"1,80613";"-0,01362"
"0,70000";"2,10611";"-0,02653"
"0,80000";"2,40609";"-0,02836"
"0,90000";"2,70583";"-0,03693"
"1,00000";"3,00617";"-0,04037"
"1,10000";"3,30615";"-0,01686"
"1,20000";"3,60589";"-0,04596"
"1,30000";"3,90587";"-0,01416"
"1,40000";"4,20608";"-0,01905"
"1,50000";"4,50606";"-0,00861"
"1,60000";"4,80604";"-0,00606"
"1,70000";"5,10590";"-0,00729"
"1,80000";"5,40588";"-0,03652"
"1,90000";"5,70586";"-0,02588"
"2,00000";"6,00596";"-0,02447"
"2,10000";"6,30617";"-0,03603"
"2,20000";"6,60615";"-0,02473"
"2,30000";"6,90590";"0,00035"
"2,40000";"7,20587";"-0,03114"
"2,50000";"7,50609";"-0,02975"
"2,60000";"7,80607";"-0,03615"
"2,70000";"8,10593";"-0,02089"
"2,80000";"8,40591";"-0,04617"
"2,90000";"8,70589";"-0,02044"
"3,00000";"9,00575";"-0,02237"
"3,10000";"9,30585";"-0,02140"
"3,20000";"9,60606";"-0,00776"
"3,30000";"9,90604";"-0,03369"
"3,40000";"10,20602";"-0,02482"
"3,50000";"10,50600";"-0,01955"
"3,60000";"10,80574";"-0,02096"
"3,70000";"11,10631";"-0,02761"
"3,80000";"11,40594";"-0,02683"
"3,90000";"11,70603";"-0,02451"
"4,00000";"12,00625";"-0,02012"
"4,10000";"12,30587";"-0,01723"
"4,20000";"12,60585";"-0,02052"
"4,30000";"12,90607";"-0,01735"
"4,40000";"13,20581";"-0,04216"
"4,50000";"13,50591";"-0,02562"
"4,60000";"13,80612";"-0,00998"
"4,70000";"14,10598";"-0,04592"
"4,80000";"14,40573";"-0,01038"
"4,90000";"14,70595";"-0,02423"
"5,00000";"15,00616";"-0,02624"
"5,10000";"15,30614";"-0,01914"
"5,20000";"15,60612";"-0,02047"
"5,30000";"15,90586";"-0,02282"
"5,40000";"16,20608";"-0,00898"
"5,50000";"16,50606";"-0,02492"
"5,60000";"16,80603";"-0,01746"
"5,70000";"17,10613";"-0,02384"
"5,80000";"17,40623";"-0,01310"
"5,90000";"17,70585";"-0,03557"
"6,00000";"18,00595";"-0,02636"
"6,10000";"18,30617";"-0,02391"
"6,20000";"18,60603";"-0,00058"
"6,30000";"18,90589";"-0,02155"
"6,40000";"19,20599";"-0,00179"
"6,50000";"19,50597";"-0,01095"
"6,60000";"19,80606";"-0,01690"
"6,70000";"20,10604";"-0,02179"
"6,80000";"20,40590";"-0,03777"
"6,90000";"20,70612";"-0,01749"
"7,00000";"21,00610";"-0,02455"
"7,10000";"21,30584";"-0,03192"
"7,20000";"21,60617";"-0,02130"
"7,30000";"21,90615";"-0,01147"
"7,40000";"22,20601";"-0,03187"
"7,50000";"22,50623";"-0,03556"
"7,60000";"22,80597";"-0,01043"
"7,70000";"23,10595";"-0,00185"
"7,80000";"23,40605";"-0,03030"
"7,90000";"23,70591";"-0,02954"
"8,00000";"24,00589";"-0,02843"
"8,10000";"24,30598";"-0,03181"
"8,20000";"24,60585";"-0,01864"
"8,30000";"24,90583";"-0,02082"
"8,40000";"25,20592";"-0,01791"
