Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"-0,03247"
"0,10000";"0,28900";"-0,03918"
"0,20000";"0,60515";"-0,02734"
"0,30000";"0,90608";"-0,03491"
"0,40000";"1,20606";"-0,03760"
"0,50000";"1,50603";"-0,02602"
"0,60000";"1,80613";"-0,02957"
"0,70000";"2,10599";"-0,01743"
"0,80000";"2,40621";"-0,02526"
"0,90000";"2,70583";"-0,02059"
"1,00000";"3,00605";"-0,02951"
"1,10000";"3,30626";"-0,02736"
"1,20000";"3,60589";"-0,02653"
"1,30000";"3,90575";"-0,04013"
"1,40000";"4,20608";"-0,01621"
"1,50000";"4,50606";"-0,02885"
"1,60000";"4,80604";"-0,00341"
"1,70000";"5,10590";"-0,04249"
"1,80000";"5,40600";"-0,03113"
"1,90000";"5,70586";"-0,02959"
"2,00000";"6,00596";"-0,04754"
"2,10000";"6,30617";"-0,01660"
"2,20000";"6,60615";"-0,03430"
"2,30000";"6,90601";"-0,02035"
"2,40000";"7,20576";"-0,04002"
"2,50000";"7,50597";"-0,02593"
"2,60000";"7,80607";"-0,01102"
"2,70000";"8,10605";"-0,02543"
"2,80000";"8,40603";"-0,01651"
"2,90000";"8,70601";"-0,03971"
"3,00000";"9,00575";"-0,02239"
"3,10000";"9,30597";"-0,01851"
"3,20000";"9,60606";"-0,03244"
"3,30000";"9,90604";"-0,02511"
"3,40000";"10,20602";"-0,03506"
"3,50000";"10,50600";"-0,02317"
"3,60000";"10,80586";"-0,02083"
"3,70000";"11,10619";"-0,03132"
"3,80000";"11,40594";"-0,03562"
"3,90000";"11,70603";"-0,01327"
"4,00000";"12,00625";"-0,02626"
"4,10000";"12,30587";"-0,01684"
"4,20000";"12,60585";"-0,03671"
"4,30000";"12,90607";"-0,02068"
"4,40000";"13,20581";"-0,03240"
"4,50000";"13,50591";"-0,01943"
"4,60000";"13,80601";"-0,00117"
"4,70000";"14,10587";"-0,02957"
"4,80000";"14,40573";"-0,02831"
"4,90000";"14,70595";"-0,02350"
"5,00000";"15,00616";"-0,02278"
"5,10000";"15,30614";"-0,03072"
"5,20000";"15,60612";"-0,01576"
"5,30000";"15,90586";"-0,03878"
"5,40000";"16,20596";"-0,03343"
"5,50000";"16,50594";"-0,03985"
"5,60000";"16,80603";"-0,02571"
"5,70000";"17,10625";"-0,03098"
"5,80000";"17,40611";"-0,02945"
"5,90000";"17,70585";"-0,03198"
"6,00000";"18,00595";"-0,04331"
"6,10000";"18,30617";"-0,00707"
"6,20000";"18,60603";"-0,03833"
"6,30000";"18,90589";"-0,01425"
"6,40000";"19,20587";"-0,04373"
"6,50000";"19,50597";"-0,01682"
"6,60000";"19,80606";"-0,02099"
"6,70000";"20,10604";"-0,03320"
"6,80000";"20,40590";"-0,01935"
"6,90000";"20,70612";"-0,02986"
"7,00000";"21,00610";"-0,03442"
"7,10000";"21,30596";"-0,04037"
"7,20000";"21,60617";"-0,02699"
"7,30000";"21,90603";"-0,02990"
"7,40000";"22,20601";"-0,01407"
"7,50000";"22,50611";"-0,03539"
"7,60000";"22,80597";"-0,03120"
"7,70000";"23,10595";"-0,03160"
"7,80000";"23,40593";"-0,01183"
"7,90000";"23,70603";"-0,04567"
"8,00000";"24,00601";"-0,02357"
"8,10000";"24,30598";"-0,03626"
"8,20000";"24,60585";"-0,03503"
"8,30000";"24,90583";"-0,02878"
"8,40000";"25,20592";"-0,02136"
"8,50000";"25,50614";"-0,04190"
"8,60000";"25,80612";"-0,02309"
"8,70000";"26,10610";"-0,03451"
"8,80000";"26,40619";"-0,03113"
"8,90000";"26,70606";"-0,02776"
"9,00000";"27,00603";"-0,03335"
"9,10000";"27,30602";"-0,02943"
"9,20000";"27,60635";"-0,00916"
"9,30000";"27,90597";"-0,02169"
"9,40000";"28,20560";"-0,03467"
"9,50000";"28,50605";"-0,01663"
"9,60000";"28,80603";"-0,02752"
"9,70000";"29,10601";"-0,02681"
"9,80000";"29,40587";"-0,03537"
"9,90000";"29,70585";"-0,02576"
"10,00000";"30,00583";"-0,02108"
"10,00200";"30,01173";"-0,02100"
"10,10200";"30,11491";"-0,02684"
"10,20200";"30,20629";"-0,02560"
"10,30200";"30,30604";"-0,01277"
"10,40200";"30,40604";"-0,02000"
"10,50200";"30,50603";"-0,01856"
"10,60200";"30,60602";"-0,02910"
"10,70200";"30,70601";"-0,04075"
"10,80200";"30,80612";"-0,02909"
"10,90200";"30,90576";"-0,01119"
"11,00200";"31,00587";"-0,03984"
"11,10200";"31,10622";"-0,01829"
"11,20200";"31,20610";"-0,01975"
"11,30200";"31,30621";"-0,03243"
"11,40200";"31,40584";"-0,00835"
"11,50200";"31,50584";"-0,03204"
"11,60200";"31,60595";"-0,01453"
"11,70200";"31,70606";"-0,01485"
"11,80200";"31,80605";"-0,03024"
"11,90200";"31,90605";"-0,02937"
"12,00200";"32,00616";"-0,02441"
"12,10200";"32,10603";"-0,04322"
"12,20200";"32,20603";"-0,01027"
"12,30200";"32,30602";"-0,02994"
"12,40200";"32,40625";"-0,02791"
"12,50200";"32,50577";"-0,02106"
"12,60200";"32,60612";"-0,01916"
"12,70200";"32,70611";"-0,03020"
"12,80200";"32,80587";"-0,02201"
"12,90200";"32,90586";"-0,02825"
"13,00200";"33,00609";"-0,03598"
"13,10200";"33,10596";"0,02715"
"13,20200";"33,20608";"0,19811"
"13,30200";"33,30607";"0,43394"
"13,40200";"33,40583";"1,17554"
"13,50200";"33,50570";"1,67969"
"13,60200";"33,60617";"1,73103"
"13,70200";"33,70604";"1,69687"
"13,80200";"33,80604";"1,65419"
"13,90200";"33,90627";"1,57790"
"14,00200";"34,00614";"1,51219"
"14,10200";"34,10590";"1,43856"
"14,20200";"34,20577";"1,39670"
"14,30200";"34,30612";"1,35923"
"14,40200";"34,40599";"1,29365"
"14,50200";"34,50587";"1,26888"
"14,60200";"34,60610";"1,24038"
"14,70200";"34,70597";"1,19890"
"14,80200";"34,80585";"1,18304"
"14,90200";"34,90584";"1,14869"
"15,00200";"35,00595";"1,11659"
"15,10200";"35,10606";"1,09623"
"15,20200";"35,20606";"1,07130"
"15,30200";"35,30593";"1,06873"
"15,40200";"35,40593";"1,03056"
"15,50200";"35,50592";"1,02654"
"15,60200";"35,60591";"1,02213"
"15,70200";"35,70591";"1,02733"
"15,80200";"35,80625";"0,97336"
"15,90200";"35,90601";"0,98891"
"16,00200";"36,00612";"0,98669"
"16,10200";"36,10576";"0,99496"
"16,20200";"36,20622";"0,97927"
"16,30200";"36,30598";"0,97437"
"16,40200";"36,40609";"0,96551"
"16,50200";"36,50620";"0,97654"
"16,60200";"36,60620";"0,96779"
"16,70200";"36,70583";"0,94846"
"16,80200";"36,80583";"0,95488"
"16,90200";"36,90617";"0,93575"
"17,00200";"37,00593";"0,95252"
"17,10200";"37,10640";"0,94703"
"17,20200";"37,20604";"0,93960"
"17,30200";"37,30614";"0,93761"
"17,40200";"37,40602";"0,94550"
"17,50200";"37,50589";"0,95017"
"17,60200";"37,60589";"0,95033"
"17,70200";"37,70600";"0,93548"
"17,80200";"37,80623";"0,94537"
"17,90200";"37,90610";"0,93979"
"18,00200";"38,00598";"0,94161"
"18,10200";"38,10597";"0,97055"
"18,20200";"38,20609";"0,98266"
"18,30200";"38,30596";"0,97385"
"18,40200";"38,40607";"0,99274"
"18,50200";"38,50595";"0,99604"
"18,60200";"38,60593";"0,99688"
"18,70200";"38,70570";"1,00912"
"18,80200";"38,80592";"1,00282"
"18,90200";"38,90615";"1,02416"
"19,00200";"39,00615";"1,03132"
"19,10200";"39,10626";"1,03331"
"19,20200";"39,20589";"1,03857"
"19,30200";"39,30613";"1,05464"
"19,40200";"39,40588";"1,08581"
"19,50200";"39,50600";"1,08783"
"19,60200";"39,60610";"1,10307"
"19,70200";"39,70586";"1,11205"
"19,80200";"39,80609";"1,13311"
"19,90200";"39,90596";"1,14283"
"20,00200";"40,00584";"1,15586"
