Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"-0,02862"
"0,10000";"0,28888";"-0,02280"
"0,20000";"0,60515";"-0,02123"
"0,30000";"0,90608";"-0,03244"
"0,40000";"1,20617";"-0,03231"
"0,50000";"1,50592";"-0,02073"
"0,60000";"1,80613";"-0,03410"
"0,70000";"2,10611";"-0,04103"
"0,80000";"2,40609";"-0,04003"
"0,90000";"2,70583";"-0,02969"
"1,00000";"3,00593";"-0,03054"
"1,10000";"3,30615";"-0,03156"
"1,20000";"3,60589";"-0,02483"
"1,30000";"3,90575";"-0,03557"
"1,40000";"4,20608";"-0,03108"
"1,50000";"4,50606";"-0,04222"
"1,60000";"4,80604";"-0,02562"
"1,70000";"5,10590";"-0,01710"
"1,80000";"5,40600";"-0,01995"
"1,90000";"5,70586";"-0,02051"
"2,00000";"6,00596";"-0,02773"
"2,10000";"6,30617";"-0,01833"
"2,20000";"6,60603";"-0,02679"
"2,30000";"6,90590";"-0,01846"
"2,40000";"7,20587";"-0,01920"
"2,50000";"7,50609";"-0,03071"
"2,60000";"7,80607";"-0,03403"
"2,70000";"8,10605";"-0,03108"
"2,80000";"8,40591";"-0,03432"
"2,90000";"8,70601";"-0,01959"
"3,00000";"9,00575";"-0,02296"
"3,10000";"9,30585";"-0,00979"
"3,20000";"9,60606";"-0,03419"
"3,30000";"9,90616";"-0,03061"
"3,40000";"10,20602";"-0,02319"
"3,50000";"10,50600";"-0,01311"
"3,60000";"10,80586";"-0,01116"
"3,70000";"11,10631";"-0,01266"
"3,80000";"11,40594";"-0,01974"
"3,90000";"11,70615";"-0,02744"
"4,00000";"12,00625";"-0,03341"
"4,10000";"12,30599";"-0,01614"
"4,20000";"12,60585";"-0,01359"
"4,30000";"12,90607";"-0,02977"
"4,40000";"13,20581";"-0,02597"
"4,50000";"13,50591";"-0,02835"
"4,60000";"13,80612";"-0,01836"
"4,70000";"14,10598";"-0,02941"
"4,80000";"14,40573";"-0,01236"
"4,90000";"14,70595";"-0,01980"
"5,00000";"15,00616";"-0,04772"
"5,10000";"15,30614";"-0,01847"
"5,20000";"15,60600";"-0,02407"
"5,30000";"15,90586";"-0,02203"
"5,40000";"16,20596";"-0,02653"
"5,50000";"16,50606";"-0,01213"
"5,60000";"16,80603";"-0,01638"
"5,70000";"17,10613";"-0,02430"
"5,80000";"17,40611";"-0,02418"
"5,90000";"17,70585";"-0,02454"
