Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"-0,00663"
"0,10000";"0,28770";"-0,02432"
"0,20000";"0,60503";"-0,01837"
"0,30000";"0,90619";"-0,00776"
"0,40000";"1,20617";"-0,00554"
"0,50000";"1,50592";"-0,00254"
"0,60000";"1,80601";"-0,00847"
"0,70000";"2,10588";"0,01010"
"0,80000";"2,40609";"-0,00721"
"0,90000";"2,70583";"-0,00647"
"1,00000";"3,00593";"-0,02012"
"1,10000";"3,30603";"0,00775"
"1,20000";"3,60589";"-0,00290"
"1,30000";"3,90563";"-0,01340"
"1,40000";"4,20608";"-0,01339"
"1,50000";"4,50594";"-0,01736"
"1,60000";"4,80592";"-0,00981"
"1,70000";"5,10578";"-0,01059"
"1,80000";"5,40588";"-0,01088"
"1,90000";"5,70574";"-0,02650"
"2,00000";"6,00584";"-0,01003"
"2,10000";"6,30617";"-0,00940"
"2,20000";"6,60592";"-0,00800"
"2,30000";"6,90578";"-0,00520"
"2,40000";"7,20576";"-0,01493"
"2,50000";"7,50597";"-0,02595"
"2,60000";"7,80595";"-0,02347"
"2,70000";"8,10593";"-0,01457"
"2,80000";"8,40579";"-0,02699"
"2,90000";"8,70589";"-0,01569"
"3,00000";"9,00563";"-0,00096"
"3,10000";"9,30573";"-0,02461"
"3,20000";"9,60594";"-0,00481"
"3,30000";"9,90592";"-0,00058"
"3,40000";"10,20602";"-0,01785"
"3,50000";"10,50588";"-0,01393"
"3,60000";"10,80574";"-0,03208"
"3,70000";"11,10619";"-0,00117"
"3,80000";"11,40582";"-0,01927"
"3,90000";"11,70603";"-0,00129"
"4,00000";"12,00601";"-0,01447"
"4,10000";"12,30587";"-0,01785"
"4,20000";"12,60585";"-0,00882"
"4,30000";"12,90583";"-0,00874"
"4,40000";"13,20581";"-0,01015"
"4,50000";"13,50591";"-0,00988"
"4,60000";"13,80589";"0,00084"
"4,70000";"14,10587";"-0,01422"
"4,80000";"14,40573";"-0,02987"
"4,90000";"14,70583";"-0,01609"
"5,00000";"15,00628";"0,00151"
"5,10000";"15,30602";"-0,00560"
"5,20000";"15,60600";"-0,01090"
"5,30000";"15,90586";"-0,00914"
"5,40000";"16,20596";"-0,01281"
"5,50000";"16,50606";"-0,00357"
"5,60000";"16,80603";"0,00929"
"5,70000";"17,10602";"-0,02347"
"5,80000";"17,40611";"0,00285"
"5,90000";"17,70585";"-0,00830"
"6,00000";"18,00572";"0,00450"
"6,10000";"18,30605";"-0,00940"
"6,20000";"18,60591";"0,00035"
"6,30000";"18,90589";"-0,00801"
"6,40000";"19,20587";"0,00795"
"6,50000";"19,50585";"-0,00218"
"6,60000";"19,80595";"-0,00640"
"6,70000";"20,10592";"-0,01724"
"6,80000";"20,40578";"-0,02328"
"6,90000";"20,70612";"0,00042"
"7,00000";"21,00586";"-0,00465"
"7,10000";"21,30584";"0,00460"
"7,20000";"21,60605";"-0,01722"
"7,30000";"21,90603";"-0,02982"
"7,40000";"22,20590";"-0,01273"
