Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"-0,00403"
"0,10000";"0,28888";"-0,03458"
"0,20000";"0,60515";"-0,00973"
"0,30000";"0,90608";"-0,03454"
"0,40000";"1,20606";"-0,02189"
"0,50000";"1,50603";"-0,01552"
"0,60000";"1,80613";"-0,03405"
"0,70000";"2,10611";"-0,01415"
"0,80000";"2,40609";"-0,02001"
"0,90000";"2,70583";"-0,01552"
"1,00000";"3,00605";"-0,03321"
"1,10000";"3,30615";"-0,01659"
"1,20000";"3,60589";"-0,01184"
"1,30000";"3,90575";"-0,02007"
"1,40000";"4,20608";"-0,01203"
"1,50000";"4,50606";"-0,02654"
"1,60000";"4,80604";"-0,03605"
"1,70000";"5,10590";"-0,01981"
"1,80000";"5,40600";"-0,02788"
"1,90000";"5,70586";"-0,00230"
"2,00000";"6,00596";"-0,01020"
"2,10000";"6,30617";"-0,02372"
"2,20000";"6,60615";"-0,01698"
"2,30000";"6,90601";"-0,00952"
"2,40000";"7,20576";"-0,02851"
"2,50000";"7,50609";"-0,02060"
"2,60000";"7,80619";"-0,01391"
"2,70000";"8,10605";"-0,01804"
"2,80000";"8,40603";"-0,04446"
"2,90000";"8,70601";"-0,01662"
"3,00000";"9,00575";"-0,02926"
"3,10000";"9,30597";"-0,01430"
"3,20000";"9,60606";"-0,00704"
"3,30000";"9,90604";"-0,02223"
"3,40000";"10,20602";"-0,00970"
"3,50000";"10,50600";"-0,03260"
"3,60000";"10,80586";"-0,03314"
"3,70000";"11,10631";"-0,03069"
"3,80000";"11,40582";"-0,01040"
"3,90000";"11,70615";"-0,02965"
"4,00000";"12,00625";"-0,00485"
"4,10000";"12,30599";"-0,02492"
"4,20000";"12,60597";"-0,00534"
"4,30000";"12,90607";"-0,01496"
"4,40000";"13,20581";"-0,00521"
"4,50000";"13,50603";"-0,01141"
"4,60000";"13,80601";"-0,02207"
"4,70000";"14,10598";"-0,01011"
"4,80000";"14,40573";"-0,02097"
"4,90000";"14,70595";"-0,01005"
"5,00000";"15,00628";"-0,02962"
"5,10000";"15,30614";"-0,00711"
"5,20000";"15,60600";"-0,02802"
"5,30000";"15,90586";"0,00205"
"5,40000";"16,20596";"-0,02969"
"5,50000";"16,50594";"-0,02429"
"5,60000";"16,80603";"-0,02028"
"5,70000";"17,10613";"-0,03945"
"5,80000";"17,40623";"-0,02171"
"5,90000";"17,70574";"-0,02481"
"6,00000";"18,00595";"-0,02645"
"6,10000";"18,30617";"-0,04368"
"6,20000";"18,60591";"-0,02837"
"6,30000";"18,90589";"-0,01549"
"6,40000";"19,20587";"-0,03248"
"6,50000";"19,50597";"0,00538"
"6,60000";"19,80595";"-0,02402"
