	6perc/csv/6percA Specimen_RawData_1.csv	6perc/csv/6percA Specimen_RawData_2.csv	6perc/csv/6percA Specimen_RawData_3.csv	6perc/csv/6percA Specimen_RawData_4.csv	6perc/csv/6percA Specimen_RawData_5.csv	6perc/csv/6percA Specimen_RawData_6.csv	6perc/csv/6percB Specimen_RawData_1.csv	6perc/csv/6percB Specimen_RawData_2.csv	6perc/csv/6percB Specimen_RawData_3.csv	6perc/csv/6percB Specimen_RawData_4.csv	6perc/csv/6percB Specimen_RawData_5.csv	6perc/csv/6percB Specimen_RawData_6.csv
-1.5999999999999979	0.31239	0.3333										
-1.2999999999999972	0.31847	0.34309										
-1.0	0.30258	0.33904										0.38482
-0.6999999999999993	0.31422	0.33572										0.38526
-0.3999999999999986	0.31474	0.35039							0.36237	0.38347		
-0.09999999999999787	0.31813	0.33756							0.38827	0.38183		
0.20000000000000284	0.3184	0.34328										
0.5	0.30399	0.35792	0.32215		0.32658				0.39419	0.40223	0.39304	0.39237
0.8000000000000043	0.32147	0.34062										
1.1000000000000014	0.29314	0.33176							0.37818	0.37491	0.40036	
1.3999999999999986	0.31546	0.35968			0.33002						0.39071	
1.7000000000000028	0.30115	0.33403										
2.0	0.32303	0.34044			0.33254						0.39642	
2.3000000000000043	0.32044	0.35265										
2.6000000000000014	0.32929	0.31535									0.39981	
2.8999999999999986	0.30233	0.3335			0.3267						0.39961	
3.200000000000003	0.31525	0.33724										
3.5	0.29861	0.34586			0.33874						0.40142	
3.8000000000000043	0.31622	0.32382										
4.100000000000001	0.3105	0.33383									0.39402	
4.399999999999999	0.30891	0.33138			0.32439						0.39783	
4.700000000000003	0.31024	0.32333										
5.0	0.30586	0.32144			0.32101						0.41169	
5.300000000000004	0.32739	0.32257										
5.600000000000001	0.30615	0.33484									0.40355	
5.899999999999999	0.29869	0.3304			0.33064						0.40438	
6.200000000000003	0.30739	0.32748										
6.5	0.30519	0.32876			0.33221						0.37688	
6.800000000000004	0.30419	0.34672										
7.100000000000001	0.32068	0.3265									0.3841	
7.399999999999999	0.32064	0.33302			0.3333						0.38783	
7.700000000000003	0.32454	0.33171										
8.0	0.31203	0.32414			0.34168						0.40722	
8.300000000000004	0.32863	0.34501										
8.600000000000001	0.32074	0.34957									0.37779	
8.899999999999999	0.29897	0.34254			0.31707						0.40029	
9.200000000000003	0.31887	0.34069										
9.5	0.31889	0.34067			0.332						0.40559	
9.800000000000004	0.30452	0.33841										
10.100000000000001	0.32541	0.33819									0.4093	
10.399999999999999	0.32	0.33965			0.33619						0.38639	
10.700000000000003	0.31265	0.32948										
11.0	0.32959	0.34734			0.32146						0.38241	
11.300000000000004	0.30599	0.34941										
11.600000000000001	0.31678	0.32378									0.40922	
11.899999999999999	0.31409	0.35778			0.33844						0.39441	
12.200000000000003	0.31719	0.34551										
12.5	0.31999	0.35137			0.338						0.38536	
12.800000000000004	0.33351	0.34135										
13.100000000000001	0.32275	0.35395									0.42187	
13.399999999999999	0.32852	0.35237			0.32779						0.42097	
13.700000000000003	0.31403	0.34667										
14.0	0.30607	0.35766			0.34488						0.40384	
14.300000000000004	0.31645	0.34327										
14.600000000000001	0.3156	0.34034									0.39259	
14.899999999999999	0.31848	0.33877			0.33514						0.38521	
15.200000000000003	0.31288	0.34143										
15.5	0.31127	0.34764			0.33433						0.39633	
15.800000000000004	0.3188	0.32217										
16.1	0.29594	0.33362									0.41046	
16.4	0.32186	0.35219			0.33001						0.40147	
16.700000000000003	0.29819	0.3486										
17.0	0.32209	0.34045			0.33668						0.40277	
17.300000000000004	0.32473	0.33035										
17.6	0.30891	0.32766									0.40323	
17.9	0.30035	0.34711			0.34063						0.40728	
18.200000000000003	0.32164	0.34453										
18.5	0.31493	0.34774			0.3306						0.38887	
18.800000000000004	0.32536	0.36113										
19.1	0.31804	0.32546									0.38988	
19.4	0.31358	0.33906			0.3267						0.41231	
19.700000000000003	0.31091	0.33451										
20.0	0.31855	0.35032			0.33339						0.39954	
20.300000000000004	0.31098	0.32277										
20.6	0.32026	0.33492									0.40504	
20.9	0.31385	0.34366			0.34086						0.39616	
21.200000000000003	0.31976	0.33641										
21.5	0.3089	0.34263			0.34182						0.39462	
21.800000000000004	0.31424	0.3344										
22.1	0.32084	0.33977									0.39511	
22.4	0.31188	0.33343			0.34835						0.42845	
22.700000000000003	0.31354	0.35447										
23.0	0.3204	0.34863			0.33782						0.40619	
23.300000000000004	0.29897	0.34872										
23.6	0.31067	0.31609									0.40734	
23.9	0.32135	0.34244			0.32429						0.38531	
24.200000000000003	0.3135	0.33848										
24.5	0.30368	0.3368			0.33869						0.40526	
24.800000000000004	0.31402	0.35157										
25.1	0.31435	0.34207									0.4063	
25.4	0.31381	0.35469			0.33084						0.41356	
25.700000000000003	0.31826	0.33925										
26.0	0.33584	0.3386			0.32844						0.40808	
26.300000000000004	0.31553	0.35414										
26.6	0.31513	0.34743									0.41814	
26.9	0.3056	0.35696			0.32812						0.38988	
27.200000000000003	0.30214	0.34737										
27.5	0.31556	0.34952			0.32961						0.38613	
27.800000000000004	0.32094	0.34779										
28.1	0.33371	0.336895									0.3862	
28.200000000000003	0.32398	0.34308										
28.300000000000004	0.31525	0.34659										
28.4	0.31436	0.34039			0.32969						0.40169	
28.5	0.32477	0.3464			0.34521		0.352235					
28.6	0.31261	0.35116		0.33586			0.34254	0.349				
28.700000000000003	0.32604	0.34799					0.35788					
28.800000000000004	0.32184	0.33725										
28.9	0.31572	0.34295		0.327405	0.33096		0.3375	0.37133			0.3994	
29.0	0.32991	0.32456		0.3307	0.33887		0.3533				0.41841	
29.1	0.31506	0.33914		0.35259			0.35994				0.41417	
29.200000000000003	0.31493	0.35406					0.34874	0.37171				
29.300000000000004	0.30893	0.35052										
29.4	0.3178	0.34496		0.34178	0.33468		0.34705				0.39883	
29.5	0.32423	0.3483		0.30913	0.32982		0.35871	0.359475			0.40257	
29.6	0.30755	0.33414		0.33839			0.35488	0.37178			0.39898	
29.700000000000003	0.30673	0.34551					0.35652	0.35998				
29.800000000000004	0.36604	0.46781										
29.9	0.57405	0.97956		0.41868	0.65553		0.36355	0.74933			0.51601	
30.0	1.19402	2.21571		1.06346	1.89314		1.49565	1.43752			1.10264	
30.1	2.03875	5.68132		2.50114			4.58215	2.6133			3.08094	
30.200000000000003	4.16539	7.82245					6.76252	5.61248				
30.300000000000004	6.70239	8.22652										
30.4	8.2957	8.13183		8.56089	8.91652		8.24498	8.0749			8.1165	
30.5	8.41157	7.94127		8.68481	9.06279		8.38304	8.24035			8.29798	
30.6	8.15824	7.73835		8.53664			8.04241	8.15093			8.31216	
30.700000000000003	7.79281	7.55763					5.8142	7.98368				
30.800000000000004	7.55946	7.31144										
30.9	7.3854	6.95093		7.98214	8.59745		5.9473	7.56911			7.85242	
31.0	7.16885	6.91896		7.83467	8.34625		5.48581	7.38927			7.67702	
31.1	7.08074	6.86234		7.65155			5.9294	7.18677			7.52584	
31.200000000000003	6.97317	6.77104					6.23381	7.01508				
31.300000000000004	6.87548	6.66662										
31.4	6.71898	6.54442		7.19669	7.58548		6.56994	6.71825			7.07523	
31.5	6.48669	6.42103		7.08864	7.4211		6.29713	6.58948			6.88171	
31.6	6.36327	6.32814		7.00163			6.46841	6.52184			6.67748	
31.700000000000003	6.32706	6.21986					6.2424	6.40709				
31.800000000000004	6.23827	6.12894										
31.9	6.12434	6.05006		6.63282			6.17919	6.19284			6.39094	
32.0	5.98572	5.94687		6.50463	6.63408		6.12203	6.13785	6.45234	5.50162	6.3509	
32.1	5.8191	5.85234		6.38801			5.97452	6.01134			6.2362	
32.199999999999996	5.75692	5.74895		6.30338							6.14894	
32.300000000000004	5.56938	5.63795										
32.4	4.87892	5.55756		6.1274			5.77417	5.79906			5.93339	
32.50000000000001	5.0823	5.46859										
32.6	5.15317	5.41668		5.95672				5.41916			5.744	
32.699999999999996	5.28118	5.32104		5.86239							5.65823	
32.800000000000004	5.3094	5.25199										
32.9	4.93629	5.20778		5.72902				5.38164			5.53094	
33.00000000000001	4.61423	5.15241										
33.1	4.94881	5.09928		5.58595				5.24676			5.43676	
33.199999999999996	5.14737	5.04918		5.5321							5.39771	
33.300000000000004	5.23921	4.99465		5.40819							5.34644	
33.4	5.16294	4.93309		5.34673				5.09211			4.88959	
33.50000000000001	5.22185	4.74683										
33.6	5.229	4.24172		5.18899							4.8523	
33.699999999999996	5.19514	4.51893		5.09063							4.91638	
33.800000000000004	5.17453	4.6099		5.08003							4.80557	
33.9	5.14253	4.66918		5.06018							4.93931	
34.00000000000001	5.19542	4.6275										
34.1	5.11445	4.52181		4.97392							4.93708	
34.199999999999996	5.19216	4.86023		4.93686							5.00006	
34.300000000000004	5.22236	4.8966		4.85972							5.17585	
34.4	5.17828	4.89629		4.83653							5.27732	
34.50000000000001	5.19246	4.91819										
34.6	5.1628	4.87814		4.79745							5.34826	
34.699999999999996	4.98988	4.85065		4.7405							5.34178	
34.800000000000004	5.17969	4.90095		4.74562							5.3543	
34.9	5.18106	4.90306		4.76151							5.35924	
35.00000000000001	5.15508	4.94235										
35.1	5.16354	4.95751		4.69892							5.43818	
35.199999999999996	5.15177	4.9373		4.63771							5.44821	
35.300000000000004	5.17944	4.95891		4.41042							5.45098	
35.4	5.21984	4.93611		4.48963							5.47575	
35.50000000000001	5.22908	4.95895										
35.6	5.27833	4.99473		4.69799							5.51516	
35.699999999999996	5.29915	5.00886		4.80114							5.53148	
35.800000000000004	5.33651	5.05039		4.88833							5.56783	
35.9	5.37436	5.07777		4.93925							5.58699	
36.00000000000001	5.39315	5.108										
36.1	5.42487	5.12788		4.96395							5.59779	
36.199999999999996	5.47895	5.16023		4.9294							5.66202	
36.300000000000004	5.52167	5.18459		4.96848							5.67118	
36.4	5.57822	5.20363		5.00617							5.6853	
36.50000000000001	5.63224	5.21605										
36.6	5.67461	5.24252		5.06054							5.69892	
36.699999999999996	5.72698	5.27759		5.07944							5.70823	
36.800000000000004	5.78017	5.30243		5.08122							5.74093	
36.9	5.81803	5.29577		5.07545							5.75682	
37.00000000000001	5.85042	5.32225										
37.1	5.91768	5.35025		5.13578							5.79866	
37.199999999999996	5.94949	5.38706		5.13978							5.82891	
37.300000000000004	5.98471	5.39699		5.18713							5.85933	
37.4	6.00974	5.42581		5.21075							5.90299	
37.50000000000001	6.05002	5.43499										
37.6	6.07371	5.45476		5.25438							5.97358	
37.699999999999996	6.10031	5.45872		5.2699							6.00113	
37.800000000000004	6.14932	5.5141		5.28826							6.02816	
37.9	6.15768	5.52477		5.34892							6.05367	
38.00000000000001	6.17615	5.56618										
38.1	6.22169	5.59238		5.43401							6.16486	
38.199999999999996	6.27169	5.64986		5.45248							6.16768	
38.300000000000004	6.32484	5.70674		5.50455							6.21557	
38.4	6.36321	5.765		5.54827							6.22478	
38.50000000000001	6.39238	5.84494										
38.6	6.40927	5.90858		5.6246							6.26237	
38.699999999999996	6.42585	6.00404		5.65093							6.26887	
38.800000000000004	6.46966	6.05787		5.70992							6.30625	
38.9	6.46933	6.12927		5.75527							6.33411	
39.00000000000001	6.50139	6.17992										
39.1	6.54087	6.27034		5.84974							6.3678	
39.199999999999996	6.55811	6.32031		5.8572							6.38372	
39.300000000000004	6.57652	6.41141		5.88752							6.40836	
39.4	6.59584	6.46374		5.93952							6.44912	
39.50000000000001	6.63957	6.51623										
39.6	6.62709	6.59441		6.0348							6.46426	
39.699999999999996	6.66442	6.65597		6.09123							6.48705	
39.800000000000004	6.69195	6.71398		6.13722							6.49973	
39.9	6.70221	6.78479		6.17949							6.54787	
40.00000000000001	6.69053	6.81904										
40.1	6.66101	6.87157		6.22839							6.60255	
40.199999999999996	6.69729	6.92809		6.26292							6.59441	
40.300000000000004	6.67872	6.91092		6.30581							6.59305	
40.4	6.70786	6.94483		6.33415							6.58915	
40.50000000000001	6.72951	6.96003										
40.6	6.73978	6.98927		6.42249							6.63472	
40.699999999999996	6.78503	7.03394		6.4689							6.56205	
40.800000000000004	6.80808	7.05605		6.47316							6.67329	
40.9	6.82136	7.07171		6.51108							6.70078	
41.00000000000001	6.81948	7.10642										
41.1	6.86605	7.12444		6.59087							6.74606	
41.199999999999996	6.9011	7.15681		6.61777							6.76532	
41.300000000000004	6.92426	7.17612		6.62005							6.77888	
41.4	6.98102	7.2321		6.65931							6.80198	
41.50000000000001	7.02329	7.22591										
41.6	7.0515	7.29796		6.73341							6.8192	
41.699999999999996	7.09598	7.34593		6.76196							6.84398	
41.800000000000004	7.15141	7.38443		6.78262							6.8619	
41.9	7.19795	7.4026		6.85312							6.91214	
42.00000000000001	7.247	7.46079										
42.1	7.28141	7.50184		6.89125							6.97727	
42.199999999999996	7.32269	7.53742		6.93948							7.01662	
42.300000000000004	7.39606	7.5659		6.99186							7.04556	
42.4	7.47287	7.60583		6.99687							7.08669	
42.50000000000001	7.52866	7.6307										
42.6	7.60364	7.70165		7.08862							7.22295	
42.699999999999996	7.66203	7.77869		7.14195							7.29503	
42.800000000000004	7.71523	7.82105		7.17686							7.353	
42.9	7.78376	7.91867		7.20888							7.39223	
43.00000000000001	7.83381	7.95103										
43.1	7.91988	8.0226		7.29577							7.55285	
-0.5			0.32039	0.32297		0.32294	0.35075					
-0.10000000000000142			0.35125		0.32166						0.39202	0.37398
0.1999999999999993			0.32453						0.37077	0.38278	0.39507	0.38384
0.8000000000000007			0.34446						0.37468	0.38306		0.39889
1.0999999999999979			0.33274									0.39286
1.4000000000000021			0.34168						0.38339	0.39191		0.38415
1.6999999999999993			0.34565						0.37015	0.39552		0.38964
1.9999999999999964			0.3453									0.39061
2.3000000000000007			0.32473						0.37885	0.39379		0.39338
2.599999999999998			0.33607						0.38236	0.39491		0.39627
2.900000000000002			0.33847						0.37779	0.38775		0.40218
3.1999999999999993			0.32909						0.38114	0.37928		0.4021
3.4999999999999964			0.32464									0.3819
3.8000000000000007			0.33571						0.37959	0.40664		0.39491
4.099999999999998			0.3439						0.35681	0.40112		0.3792
4.400000000000002			0.31709						0.39598	0.39674		0.39831
4.699999999999999			0.32831						0.41297	0.38244		0.38898
4.9999999999999964			0.34129									0.38609
5.300000000000001			0.333						0.38348	0.37637		0.40614
5.599999999999998			0.35249						0.37441	0.40682		0.39597
5.900000000000002			0.33504						0.37072	0.39287		0.3821
6.199999999999999			0.32859						0.36212	0.38932		0.39541
6.4999999999999964			0.32703									0.40391
6.800000000000001			0.3365						0.39823	0.38258		0.39102
7.099999999999998			0.34689						0.37233	0.39247		0.39131
7.400000000000002			0.33395						0.37657	0.40312		0.38709
7.699999999999999			0.32882						0.37923	0.37771		0.39612
7.9999999999999964			0.35549									0.38235
8.3			0.31452						0.38766	0.38452		0.38307
8.599999999999998			0.32537						0.38948	0.37477		0.38851
8.900000000000002			0.32583						0.37794	0.38862		0.38701
9.2			0.33586						0.37869	0.38531		0.38336
9.499999999999996			0.34556									0.39646
9.8			0.33088						0.3944	0.39699		0.40192
10.099999999999998			0.33755						0.36328	0.40265		0.39709
10.400000000000002			0.34554						0.39349	0.39504		0.39239
10.7			0.33844						0.37743	0.40008		0.37829
10.999999999999996			0.33828									0.39692
11.3			0.36136						0.38185	0.38793		0.39493
11.599999999999998			0.33852						0.3758	0.39307		0.38155
11.900000000000002			0.32805						0.38775	0.38407		0.39457
12.2			0.34015						0.38334	0.39094		0.41664
12.499999999999996			0.33146									0.40608
12.8			0.32704						0.38565	0.39831		0.39893
13.099999999999998			0.35886						0.3877	0.38394		0.39999
13.400000000000002			0.32735						0.3889	0.3804		0.41262
13.7			0.32695						0.41041	0.40113		0.3926
13.999999999999996			0.3419									0.38824
14.3			0.32903						0.38301	0.40241		0.39821
14.599999999999998			0.33384						0.39241	0.4058		0.39388
14.900000000000002			0.3511						0.38077	0.40552		0.40392
15.2			0.33664						0.38099	0.38749		0.38362
15.499999999999996			0.33141									0.39374
15.8			0.34349						0.3704	0.4019		0.39493
16.099999999999998			0.34848						0.38138	0.38924		0.39906
16.400000000000002			0.33235						0.394	0.38906		0.39808
16.7			0.3286						0.39667	0.3786		0.39173
16.999999999999996			0.33204									0.39266
17.3			0.33715						0.39973	0.38621		0.38911
17.599999999999998			0.31325						0.38949	0.39562		0.40467
17.900000000000002			0.34048						0.40513	0.38372		0.41399
18.2			0.33586						0.3697	0.38132		0.4004
18.499999999999996			0.33565									0.39945
18.8			0.33339						0.39366	0.39679		0.40033
19.099999999999998			0.34712						0.37284	0.39907		0.4013
19.400000000000002			0.33602						0.37519	0.41083		0.39724
19.7			0.33183						0.38566	0.39368		0.4016
19.999999999999996			0.32218									0.37197
20.3			0.33291						0.38668	0.38702		0.41143
20.599999999999998			0.32616						0.38657	0.37721		0.40235
20.900000000000002			0.3219						0.38838	0.39255		0.39656
21.2			0.32856						0.37677	0.3781		0.39905
21.499999999999996			0.33587									0.40064
21.8			0.34607						0.39243	0.39142		0.40319
22.099999999999998			0.33832						0.38744	0.3914		0.40044
22.400000000000002			0.34675						0.39071	0.3918		0.40907
22.7			0.31718						0.38501	0.39266		0.41322
22.999999999999996			0.32889									0.39654
23.3			0.32919						0.39175	0.38451		0.40031
23.599999999999998			0.34702						0.39702	0.39572		0.39766
23.900000000000002			0.35499						0.39596	0.4004		0.38311
24.2			0.32781						0.38811	0.40737		0.40177
24.499999999999996			0.33183									0.40566
24.8			0.33064						0.38184	0.38476		0.39889
25.099999999999998			0.34251						0.39492	0.39076		0.39575
25.400000000000002			0.33635						0.38231	0.40284		0.39887
25.7			0.33713						0.37508	0.39881		0.38631
25.999999999999996			0.33309									0.40708
26.3			0.32902						0.3855	0.40655		0.40816
26.599999999999998			0.32371						0.40343	0.39322		0.38775
26.900000000000002			0.32687						0.37298	0.37574		0.40047
27.2			0.3397						0.37903	0.3944		0.39137
27.499999999999996			0.3515									0.39368
27.8			0.33802						0.38161	0.40799		0.38971
28.099999999999998			0.33885						0.37413	0.39212		0.40783
28.400000000000002			0.35059						0.38853	0.38333		0.41221
28.7			0.32484						0.39254	0.4187		0.404245
28.999999999999996			0.32433									0.40705
29.2			0.32776			0.34740499999999996						0.39156
29.3			0.33704			0.32425			0.37334	0.41635500000000003		0.38484
29.400000000000002			0.33758			0.35306			0.40066	0.38479		0.40887
29.499999999999996			0.32691			0.34152						0.39531
29.599999999999998			0.34423			0.35443			0.37555	0.3915		0.38642
29.7			0.33363			0.3441			0.38898	0.40093		0.41062
29.8			0.35809			0.34775			0.36962	0.4062		0.40973
29.900000000000002			0.82663			0.9807			0.54718	0.59615		0.66418
29.999999999999996			1.62502			2.21971						1.6158
30.099999999999998			2.7531			3.50231			2.48178	1.99122		3.04901
30.2			3.82382			6.57564			5.24221	5.49347		6.32565
30.3			6.35019			8.20144			7.17263	7.91502		7.698
30.400000000000002			7.604			8.5876			7.73338	8.57494		8.21178
30.499999999999996			7.96089			8.47077						8.26558
30.599999999999998			7.99904			8.30652			8.24332	8.67264		8.06634
30.7			7.98663			8.09354			8.43943	8.57446		7.82083
30.8			7.91524			7.91053			8.3199	8.47866		7.66615
30.900000000000002			7.80083			7.74913			8.11928	8.37319		7.48154
30.999999999999996			7.63968			7.58971						7.34093
31.099999999999998			7.50434			7.43038			7.78057	8.07345		7.20748
31.2			7.36664			7.29855			7.63386	7.92709		7.07256
31.3			7.2291			7.17283			7.49946	7.79281		6.974
31.400000000000002			7.10707			7.02339			7.37207	7.6256		6.87726
31.499999999999996			6.9713			6.84972						6.77885
31.599999999999998			6.85535			6.68379			7.06977	7.31179		6.66796
31.7			6.74326			6.56487			6.91434	7.14443		6.56393
31.8			6.64224			6.50778			6.76495	6.98806		6.48992
31.900000000000002			6.50418			6.40784			6.60478	6.72971		6.37152
31.999999999999996			6.23215			6.30717						6.27509
32.099999999999994			5.52733		6.34412	6.15465			6.38974	5.40186		6.18958
32.2			5.24335		5.77257	6.00799	5.88144	5.9449	6.29823	5.2956		6.10031
32.3			5.46914	6.20468	5.30391	5.61382	5.85686	5.85691	6.17943	5.22897	6.04768	6.00347
32.400000000000006			5.52751			5.26349			6.07515	4.9567		5.93366
32.5			5.42093	6.02688	5.20713	5.17547	5.62648	5.67006	5.99039	5.19713	5.85648	5.81465
32.599999999999994			5.45068		5.28454	5.10031	5.54143		5.92587	5.37216		5.76549
32.7			5.45981		5.36814	5.09053	5.38083	5.46475	5.85928	5.60145		5.68421
32.8			5.4892	5.78048	5.12747	5.08555	5.35902	5.4469	5.81156	5.88921	5.59376	5.618
32.900000000000006			5.55563			5.15377	5.19215		5.71529	6.00539		5.52093
33.0			5.654		5.13366	5.04612	5.08182	5.29538	5.5389	6.01468		5.45439
33.099999999999994			5.68575		5.28325	5.13591	4.76103		5.37814	5.95965		
33.2			5.6824		5.28078	5.13629	4.82213	5.19768	5.25148	5.94115		5.31434
33.3			5.65214		5.39368	5.20639	4.89214	5.13267	5.216	5.92677		5.23366
33.400000000000006			5.63162			5.21712	5.00331					4.73546
33.5			5.59501		5.45626	5.17998	5.02467	5.07865	5.40916	5.86696		4.59369
33.60000000000001			5.5588			5.1836						4.4965
33.7			5.53448		5.5041	5.22639	4.98205	4.965	5.32161	5.7848		4.60094
33.8			5.51549		5.47136	5.21831	4.99137	4.95681	5.34489	5.77059		4.62795
33.900000000000006			5.4924			5.19895	4.94624	4.93437				4.64139
34.0			5.47376		5.58567	5.25378	4.92434	4.8587	5.56615	5.71369		4.60045
34.10000000000001			5.43561			5.26489						4.779
34.2			5.41783		5.6172	5.26681	4.84185	4.87079	5.6357	5.68255		4.92866
34.3			5.41026		5.62745	5.26309	4.79318	4.78539	5.66916	5.65754		4.97686
34.400000000000006			5.39036			5.26229	4.76768	4.8094				5.03096
34.5			5.36883		5.64369	5.24816	4.74542	4.75962	5.66186	5.58806		5.0111
34.60000000000001			5.3424			5.22302						5.05792
34.7			5.34478		5.64797	5.27801	4.68081	4.75899	5.69368	5.58584		5.07472
34.8			5.30601		5.66284	5.28238	4.64898	4.66473	5.69208	5.57455		5.09053
34.900000000000006			5.28224			5.29143	4.59958	4.49815				5.07299
35.0			5.22697		5.65974	5.24588	4.64589	4.37161	5.66654	5.59555		5.08618
35.10000000000001			5.23029			5.20778						5.10661
35.2			5.20612		5.70854	5.26487	4.68949	4.20334	5.65958	5.60575		5.11876
35.3			5.17969		5.7165	5.27763	4.68212	4.29735	5.67477	5.6151		5.08768
35.400000000000006			5.19552			5.27523	4.71773	4.40455				5.10271
35.5			5.18697		5.76476	5.26632	4.71061	4.31295	5.66437	5.6548		5.1018
35.60000000000001			5.20516			5.2668						5.11663
35.7			5.23862		5.8308	5.24441	4.73533	4.74421	5.63382	5.68357		5.113
35.8			5.25111		5.87128	5.25913	4.75595	4.86093	5.62982	5.72811		5.12907
35.900000000000006			5.25927			5.29431	4.78183	4.95602				5.12095
36.0			5.29079		5.93142	5.31491	4.79432	4.97279	5.63457	5.78537		5.1243
36.10000000000001			5.31965			5.29754						5.15002
36.2			5.31457		5.99128	5.3087	4.89524	5.06543	5.62535	5.81976		5.16718
36.3			5.36099		6.03254	5.29252	4.93627	5.08651	5.646	5.85557		5.16766
36.400000000000006			5.39412			5.2989	5.00345	5.12944				5.20092
36.5			5.4625		6.10782	5.31253	5.02616	5.1545	5.68615	5.88689		5.20634
36.60000000000001			5.46892			5.31312						5.23431
36.7			5.52121		6.1431	5.34179	5.09869	5.19192	5.70935	5.89444		5.24685
36.8			5.54522		6.14935	5.36998	5.14493	5.23404	5.70652	5.88848		5.2687
36.900000000000006			5.57375			5.37729	5.18333	5.26858				5.27417
37.0			5.62395		6.22695	5.39704	5.22222	5.31463	5.71666	5.88934		5.31195
37.10000000000001			5.64459			5.40259						5.32409
37.2			5.68402		6.25461	5.41231	5.28735	5.31824	5.77175	5.90594		5.3319
37.3			5.71867		6.30418	5.44332	5.29397	5.35649	5.79036	5.91282		5.37444
37.400000000000006			5.7391			5.43777	5.31401	5.36356				5.36435
37.5			5.75543		6.35161	5.44751	5.36219	5.39621	5.81248	5.9454		5.38135
37.60000000000001			5.79694			5.4531						5.37207
37.7			5.81281		6.46223	5.47011	5.45663	5.43911	5.86739	5.96343		5.39743
37.8			5.84657		6.50875	5.47742	5.47779	5.4535	5.87396	5.99728		5.44855
37.900000000000006			5.8967			5.51342	5.49705	5.46509				5.48132
38.0			5.92155		6.58048	5.53085	5.54504	5.49224	5.92505	6.04556		5.50159
38.10000000000001			5.95798			5.53603						5.53795
38.2			5.97553		6.67353	5.58354	5.63943	5.55018	5.9441	6.05293		5.56609
38.3			6.02942		6.70745	5.60773	5.65185	5.56638	5.98048	6.06625		5.61578
38.400000000000006			6.06801			5.65505	5.71725	5.58529				5.65491
38.5			6.08785		6.75453	5.67368	5.74381	5.60334	6.02434	6.11047		5.69328
38.60000000000001			6.12376			5.66809						5.71487
