	6perc/csv/6percA Specimen_RawData_1.csv	6perc/csv/6percA Specimen_RawData_2.csv	6perc/csv/6percA Specimen_RawData_3.csv	6perc/csv/6percA Specimen_RawData_4.csv	6perc/csv/6percA Specimen_RawData_5.csv	6perc/csv/6percA Specimen_RawData_6.csv	6perc/csv/6percB Specimen_RawData_1.csv	6perc/csv/6percB Specimen_RawData_2.csv	6perc/csv/6percB Specimen_RawData_3.csv	6perc/csv/6percB Specimen_RawData_4.csv	6perc/csv/6percB Specimen_RawData_5.csv	6perc/csv/6percB Specimen_RawData_6.csv
38.7			6.12443		6.80824	5.78818	5.80312	5.67542	6.08534	6.17076		5.72402
38.8			6.17996		6.84461	5.84825	5.80588	5.6898	6.10994	6.19103		5.73515
38.900000000000006			6.26187			5.93069	5.83857	5.72185				5.82382
39.0			6.28808		6.87912	6.00485	5.85912	5.75994	6.13076	6.28129		5.85426
39.10000000000001			6.33128			6.07742						5.92177
39.2			6.37635		6.90598	6.13299	5.95382	5.85519	6.19778	6.41286		5.96015
39.3			6.39544		6.91746	6.19558	5.97692	5.90179	6.24984	6.49537		5.98361
39.400000000000006			6.4624			6.24593	6.03667	5.96851				6.0275
39.5			6.48559		6.98107	6.31129	6.11059	6.0056	6.31123	6.65497		6.08904
39.60000000000001			6.54255			6.37051						6.13247
39.7			6.58914		7.00803	6.41531	6.28291	6.13842	6.40087	6.82283		6.19471
39.8			6.63178		7.0481	6.43347	6.35596	6.16183	6.47078	6.90489		6.23464
39.900000000000006			6.6812			6.39826	6.4282	6.22669				6.29636
40.0			6.69234		7.07368	6.49251	6.51799	6.2887	6.58912	7.07493		6.35667
40.10000000000001			6.72997			6.48897						6.38409
40.2			6.78158		7.11118	6.51528	6.62073	6.33421	6.74666	7.18065		6.4137
40.3			6.80267		7.13638	6.56084	6.68043	6.36898	6.81761	7.2855		6.43842
40.400000000000006			6.84857			6.5706	6.70376	6.36702				6.45746
40.5			6.8857		7.1502	6.60463	6.77784	6.43948	6.94369	7.3904		6.50422
40.60000000000001			6.94147			6.60644						6.53212
40.7			6.94583		7.19112	6.59911	6.7712	6.53462	7.06027	7.45574		6.58365
40.8			6.97951		7.23557	6.61356	6.77312	6.5672	7.13788	7.47113		6.64566
40.900000000000006			7.01322			6.64075	6.77649	6.62292				6.68069
41.0			7.06193		7.27892	6.66069	6.80754	6.65952	7.20121	7.49799		6.70791
41.10000000000001			7.06259			6.70593						6.73373
41.2			7.07887		7.38685	6.75284	6.84273	6.76641	7.28846	7.50869		6.75951
41.3			7.11838		7.4118	6.80221	6.84817	6.81274	7.28111	7.49257		6.79374
41.400000000000006			7.1386			6.82467	6.85906	6.82723				6.7965
41.5			7.17353		7.53109	6.87913	6.86588	6.85772	7.24807	7.46119		6.7966
41.60000000000001			7.20107			6.89903						6.83231
41.7			7.25018		7.64189	6.94724	6.8566	6.87856	7.31227	7.46194		6.84443
41.8			7.27429		7.69124	6.96643	6.87228	6.87351	7.31366	7.46187		6.87662
41.900000000000006			7.31242			7.01061	6.90441	6.90025				6.92585
