Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,07841";"9,16867"
2;"0,07682";"9,58063"
3;"0,08617";"9,30202"
4;"0,08690";"9,14686"
5;;"9,23913"
6;;"9,57911"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,07841";"9,16867"
2;"0,07682";"9,58063"
3;"0,08617";"9,30202"
4;"0,08690";"9,14686"
5;;"9,23913"
6;;"9,57911"

