Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,09071";"8,41157"
2;"0,09047";"8,22652"
3;;"8,67599"
4;"0,09405";"8,68481"
5;"0,09595";"9,23930"
6;"0,09855";"8,58760"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,09071";"8,41157"
2;"0,09047";"8,22652"
3;;"8,67599"
4;"0,09405";"8,68481"
5;"0,09595";"9,23930"
6;"0,09855";"8,58760"

