Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,08461";"8,58228"
2;"0,07322";"8,42259"
3;"0,08054";"8,72897"
4;"0,08129";"8,57305"
5;"0,08350";"8,51626"
6;"0,09298";"8,88278"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,08461";"8,58228"
2;"0,07322";"8,42259"
3;"0,08054";"8,72897"
4;"0,08129";"8,57305"
5;"0,08350";"8,51626"
6;"0,09298";"8,88278"

