Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,11954";"9,35662"
2;"0,13547";"9,97577"
3;"0,11930";"9,42374"
4;"0,12093";"9,47034"
5;"0,11813";"9,20526"
6;"0,11731";"9,40938"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,11954";"9,35662"
2;"0,13547";"9,97577"
3;"0,11930";"9,42374"
4;"0,12093";"9,47034"
5;"0,11813";"9,20526"
6;"0,11731";"9,40938"

