Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,12349";"9,74951"
2;"0,11722";"9,44845"
3;"0,12909";"9,51657"
4;"0,12466";"9,76023"
5;"0,11688";"9,40100"
6;"0,11779";"9,59570"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,12349";"9,74951"
2;"0,11722";"9,44845"
3;"0,12909";"9,51657"
4;"0,12466";"9,76023"
5;"0,11688";"9,40100"
6;"0,11779";"9,59570"

