Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,01337";"1,71762"
2;;"1,75295"
3;;"1,81110"
4;;"1,70739"
5;"0,01431";"1,73248"
6;"0,01311";"1,73103"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;"0,01337";"1,71762"
2;;"1,75295"
3;;"1,81110"
4;;"1,70739"
5;"0,01431";"1,73248"
6;"0,01311";"1,73103"

