Ergebnistabelle 1
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;;"9,37301"
2;"0,06919";"9,45024"
3;"0,06945";"9,16735"
4;;"9,61588"
5;"0,07997";"9,03393"
6;"0,07742";"9,55643"

Ergebnistabelle 2
;Fläche unter der Kurve;Maximale Kraft
;(J);(N)
1;;"9,37301"
2;"0,06919";"9,45024"
3;"0,06945";"9,16735"
4;;"9,61588"
5;"0,07997";"9,03393"
6;"0,07742";"9,55643"

