;lard/csv/lardSpecimen_RawData_6.csv;lard/csv/lardSpecimen_RawData_3.csv;lard/csv/lardSpecimen_RawData_1.csv;lard/csv/lardSpecimen_RawData_5.csv;lard/csv/lardSpecimen_RawData_9.csv;lard/csv/lardSpecimen_RawData_7.csv;lard/csv/lardSpecimen_RawData_4.csv;lard/csv/lardSpecimen_RawData_8.csv;lard/csv/lardSpecimen_RawData_10.csv;lard/csv/lardSpecimen_RawData_2.csv
-1.2699999999999996;0.00542;-0.021386666666666665;0.01015;0.0019233333333333333;0.02081;0.01469;0.02207;0.022585;0.02385;0.00309
-1.2600000000000016;0.00885;-0.020683333333333335;0.00787;0.002636666666666667;0.020795;0.013819999999999999;0.02255;0.01759;0.023870000000000002;0.0040149999999999995
-1.2599999999999998;0.01228;-0.01998;0.00559;0.00335;0.02078;0.01295;0.02303;0.015765;0.02389;0.00494
-1.25;0.01645;-0.01626;0.00011;0.01054;0.01388;0.01594;0.02903;0.01394;0.0227;0.00064
-1.2400000000000002;0.00863;-0.01335;-0.00573;0.01769;0.0123;0.01696;0.03219;0.01299;0.01638;-0.00393
-1.2300000000000004;0.00647;-0.00532;-0.00756;0.02008;0.02169;0.01018;0.02606;0.01394;0.00983;-0.00381
-1.2299999999999986;0.00431;-0.0017000000000000001;-0.008165;0.023305;0.02687;0.00546;0.02052;0.010515;0.00967;-0.00068
-1.2200000000000006;0.0026299999999999995;0.00192;-0.00877;0.02653;0.03205;0.00074;0.01498;0.00709;0.00951;0.00245
-1.2199999999999989;0.00095;0.00488;-0.006275;0.030045000000000002;0.03571333333333333;0.00043;0.01047;0.006855;0.01431;0.0021999999999999997
-1.2100000000000009;0.000595;0.00784;-0.00378;0.03356;0.03937666666666667;0.00012;0.00596;0.00662;0.01911;0.00195
-1.209999999999999;0.00024;0.010415;-0.0002149999999999999;0.03111;0.04304;6.666666666666675e-06;0.0053;0.01045;0.019813333333333332;-0.0004599999999999999
-1.200000000000001;0.0004933333333333334;0.01299;0.00335;0.02866;0.04445;-0.00010666666666666665;0.00464;0.01428;0.020516666666666666;-0.00287
-1.1999999999999997;0.0007466666666666666;0.0145675;0.0035199999999999997;0.024215;0.04586;-0.00021999999999999998;0.00623;0.01773;0.02122;-0.0038075
-1.1999999999999995;0.001;0.016145;0.0036899999999999997;0.022733333333333335;0.04727;-0.00038999999999999994;0.00782;0.01888;0.022275;-0.004745
-1.1999999999999993;0.00176;0.017722500000000002;0.003803333333333333;0.021251666666666665;0.0515;-0.00056;0.00941;0.02003;0.02333;-0.00537
-1.1900000000000013;0.004185;0.0193;0.003916666666666666;0.01977;0.053739999999999996;-0.00287;0.011;0.02118;0.025805;-0.005995
-1.1899999999999995;0.00661;0.019610000000000002;0.00403;0.01675;0.05598;-0.00518;0.01148;0.0234;0.02828;-0.00662
-1.1800000000000015;0.00796;0.01992;0.00596;0.01373;0.051345;-0.004845;0.01196;0.02562;0.02732;-0.007600000000000001
-1.1799999999999997;0.00931;0.016184999999999998;0.00789;0.01071;0.04671;-0.00451;0.01078;0.0247;0.02636;-0.00858
-1.17;0.00976;0.01245;0.00475;0.00632;0.03301;0.0031;0.0096;0.02378;0.01908;-0.01514
-1.1600000000000001;0.00817;0.00671;-0.00601;0.00962;0.02367;0.00886;0.00585;0.0139;0.02022;-0.01177
-1.1500000000000004;0.00911;0.00826;-0.0126;0.01417;0.01371;0.01179;0.00289;0.01341;0.0172;-0.00882
-1.1400000000000006;0.009915;0.01184;-0.01012;0.01904;0.01569;0.0191;0.00377;0.00976;0.01517;-0.00875
-1.1399999999999988;0.01072;0.01213;-0.007975;0.01854;0.01608;0.022555;0.00247;0.0101;0.016285;-0.00936
-1.1300000000000008;0.012395;0.01242;-0.00583;0.01804;0.01647;0.02601;0.00117;0.01044;0.0174;-0.00997
-1.129999999999999;0.01407;0.014015;-0.00414;0.017755;0.01686;0.025859999999999998;-0.0009300000000000003;0.01125;0.017079999999999998;-0.007185
-1.120000000000001;0.01556;0.01561;-0.00245;0.01747;0.017079999999999998;0.02571;-0.00303;0.01206;0.01676;-0.0044
-1.1199999999999992;0.01705;0.015105;-0.0015566666666666667;0.02005;0.0173;0.02556;-0.0042250000000000005;0.011935;0.01628;-0.002116666666666667
-1.1100000000000012;0.016759999999999997;0.0146;-0.0006633333333333333;0.02263;0.01407;0.022445;-0.00542;0.01181;0.0158;0.00016666666666666653
-1.1099999999999994;0.01647;0.012135;0.00023;0.025265000000000003;0.01084;0.01933;-0.005965;0.015224999999999999;0.01532;0.00245
-1.1000000000000014;0.01593;0.00967;0.00033;0.0279;0.011365;0.017135;-0.00651;0.01864;0.016300000000000002;0.0052250000000000005
-1.0999999999999996;0.01539;0.007665;0.00043;0.02708;0.01189;0.01494;-0.0041;0.01892;0.01728;0.008
-1.0999999999999994;0.01491;0.00566;-0.000105;0.026806666666666666;0.01588;0.013936666666666667;-0.0016900000000000005;0.01906;0.019793333333333333;0.01228
-1.0900000000000016;0.014669999999999999;0.0036550000000000003;-0.00037250000000000006;0.026533333333333332;0.017875;0.012933333333333333;0.0007199999999999997;0.0192;0.022306666666666666;0.014419999999999999
-1.0899999999999999;0.01443;0.00165;-0.00064;0.02626;0.01987;0.01193;0.00313;0.01761;0.02482;0.01656
-1.08;0.01375;-0.00599;0.00503;0.02013;0.02544;0.00381;0.00179;0.01602;0.03001;0.0233
