;4perc/csv/4p_liquidSpecimen_RawData_9.csv;4perc/csv/4p_liquidSpecimen_RawData_2.csv;4perc/csv/4p_liquidSpecimen_RawData_8.csv;4perc/csv/4p_liquidSpecimen_RawData_1.csv;4perc/csv/4p_liquidSpecimen_RawData_3.csv;4perc/csv/4p_liquidSpecimen_RawData_10.csv;4perc/csv/4p_liquidSpecimen_RawData_7.csv;4perc/csv/4p_liquidSpecimen_RawData_4.csv;4perc/csv/4p_liquidSpecimen_RawData_6.csv;4perc/csv/4p_liquidSpecimen_RawData_5.csv
-2.0;;;;;;;;0.05031;;
-1.9000000000000004;0.046490000000000004;0.03641666666666666;0.031996666666666666;0.025113333333333335;0.040170000000000004;;;0.021577272727272726;0.031209999999999998;0.05872333333333333
-1.9;0.042789545454545455;0.028750606060606056;0.02964878787878788;0.013880303030303031;0.02705818181818182;;;0.016189136363636364;0.02691590909090909;0.03225848484848484
-1.8000000000000007;0.03908909090909091;0.021084545454545453;0.027300909090909094;0.0026472727272727277;0.013946363636363635;0.02981666666666667;0.05543666666666667;0.010801;0.022621818181818184;0.0057936363636363645
-1.8;0.03430556818181818;0.01698515909090909;0.02571618181818182;0.0014364545454545459;0.010886022727272727;0.02709787878787879;0.038147878787878786;0.011493833333333333;0.01896386363636364;0.004901727272727273
-1.7999999999999998;0.029522045454545454;0.012885772727272727;0.024131454545454546;0.00022563636363636405;0.007825681818181818;0.02573848484848485;0.02950348484848485;0.012186666666666667;0.015305909090909092;0.004009818181818182
-1.700000000000001;0.019955;0.004687;0.020962;-0.0021959999999999996;0.001705;0.02437909090909091;0.020859090909090907;0.012648555555555555;0.00799;0.0022259999999999997
-1.7;0.01994625;0.00462175;0.0199465;-0.0019102499999999996;0.00021275000000000005;0.022867545454545453;0.018871545454545453;0.013110444444444444;0.008496;0.0034404999999999995
-1.6999999999999997;0.0199375;0.0045565;0.018931;-0.0016244999999999999;-0.0012794999999999998;0.022363696969696967;0.018209030303030303;0.013572333333333332;0.009002;0.004654999999999999
-1.6999999999999993;0.019933125;0.004523875;0.01842325;-0.0014816249999999999;-0.0020256249999999996;0.021859848484848485;0.01754651515151515;0.014957999999999999;0.009255;0.00526225
