;2perc/csv/2p_liquidSpecimen_RawData_2.csv;2perc/csv/2p_liquidSpecimen_RawData_1.csv;2perc/csv/2p_liquidSpecimen_RawData_10.csv;2perc/csv/2p_liquidSpecimen_RawData_9.csv;2perc/csv/2p_liquidSpecimen_RawData_4.csv;2perc/csv/2p_liquidSpecimen_RawData_3.csv;2perc/csv/2p_liquidSpecimen_RawData_7.csv;2perc/csv/2p_liquidSpecimen_RawData_5.csv;2perc/csv/2p_liquidSpecimen_RawData_6.csv;2perc/csv/2p_liquidSpecimen_RawData_8.csv
-1.9000000000000004;;0.006866666666666667;0.03962666666666667;0.031093333333333334;0.016733333333333333;;0.03625;0.029550000000000003;0.05125;0.028146666666666667
-1.9;;0.006661060606060606;0.03265378787878788;0.024873030303030303;0.013093030303030303;;0.026173181818181818;0.01668227272727273;0.035585;0.019615151515151516
-1.8000000000000007;0.03725666666666667;0.0064554545454545455;0.02568090909090909;0.018652727272727272;0.009452727272727272;0.02867;0.016096363636363634;0.003814545454545454;0.01992;0.011083636363636363
-1.8;0.02572878787878788;0.0044845909090909086;0.022861681818181816;0.016553295454545452;0.008705295454545455;0.018333181818181818;0.012888772727272726;0.005543909090909091;0.016383500000000002;0.009660227272727272
-1.7999999999999998;0.019964848484848485;0.0025137272727272725;0.020042454545454544;0.014453863636363636;0.007957863636363636;0.013164772727272726;0.009681181818181818;0.007273272727272727;0.012847;0.008236818181818182
-1.700000000000001;0.01420090909090909;-0.001428;0.014404;0.010255;0.006463000000000001;0.007996363636363637;0.0032659999999999994;0.010732;0.005774;0.00539
-1.7;0.004722954545454546;-0.0019405;0.015048;0.012213;0.00542225;0.0019721818181818182;0.0046672499999999995;0.01105225;0.008566749999999998;0.0070545
-1.6999999999999997;-1.602272727272737e-05;-0.002453;0.015692;0.014171;0.0043815;-0.001039909090909091;0.006068499999999999;0.0113725;0.011359499999999998;0.008719
-1.6000000000000014;-0.004755;-0.0027946666666666667;0.016121333333333335;0.015476333333333333;0.003687666666666667;-0.004052;0.007002666666666667;0.011586;0.013221333333333331;0.009828666666666666
-1.5999999999999999;-0.0016859999999999996;-0.003136333333333333;0.01655066666666667;0.016781666666666667;0.0029938333333333336;0.00011499999999999965;0.007936833333333334;0.0117995;0.015083166666666665;0.010938333333333333
-1.5999999999999996;-0.00015149999999999973;-0.0034779999999999998;0.016980000000000002;0.018087;0.0023;0.0021984999999999995;0.008871;0.012013;0.016944999999999998;0.012048
-1.5;0.0013830000000000003;0.0016411111111111112;0.017985555555555553;0.009365555555555556;0.013872222222222223;0.004281999999999999;-8.111111111111104e-05;0.007403333333333333;0.010713333333333332;0.01086888888888889
-1.4999999999999998;-0.004029055555555556;0.0028558333333333335;0.018221166666666663;0.009144666666666666;0.012177666666666667;0.0030987777777777776;0.0036614166666666666;0.00665625;0.0062029999999999984;0.009415166666666667
-1.4999999999999996;-0.006735083333333334;0.0040705555555555556;0.018456777777777777;0.008923777777777777;0.010483111111111111;0.0025071666666666662;0.007403944444444445;0.005909166666666667;0.0016926666666666652;0.007961444444444445
-1.4000000000000004;-0.009441111111111112;0.006500000000000001;0.018928;0.008482;0.0070940000000000005;0.0019155555555555553;0.014889;0.004415;-0.0073279999999999994;0.005054
-1.3999999999999997;-0.007065055555555556;0.0027335000000000003;0.015320750000000001;0.01016475;0.00836075;-0.0006172222222222226;0.01565425;0.0062965;-0.002871499999999999;0.00634325
-1.3999999999999995;-0.005877027777777778;-0.001033;0.0117135;0.0118475;0.0096275;-0.0018836111111111113;0.0164195;0.008178;0.0015850000000000013;0.0076325
-1.3000000000000007;-0.0046890000000000005;-0.008566;0.0044989999999999995;0.015212999999999999;0.012161;-0.00315;0.01795;0.011941;0.010498;0.010211000000000001
-1.2999999999999996;-0.0045190000000000004;-0.008814500000000001;0.009157249999999999;0.0129235;0.00892275;-0.0031125;0.016389;0.0079945;0.01025375;0.010651
-1.2999999999999994;-0.0044340000000000004;-0.009063000000000002;0.0138155;0.010634;0.0056845;-0.0030937499999999997;0.014828000000000001;0.0040479999999999995;0.010009500000000001;0.011091
-1.200000000000001;-0.0043490000000000004;-0.00956;0.023132;0.006055;-0.000792;-0.0030749999999999996;0.011706;-0.003845;0.009521;0.011970999999999999
-1.1999999999999995;-0.0017945;-0.007968409090909092;0.020616272727272726;0.004990795454545454;0.00026759090909090916;0.0048579999999999995;0.012194045454545454;-0.0015246590909090908;0.0073609772727272725;0.014680522727272728
-1.1999999999999993;-0.0005172499999999999;-0.006376818181818182;0.018100545454545452;0.003926590909090909;0.0013271818181818183;0.008824499999999999;0.01268209090909091;0.0007956818181818182;0.005200954545454545;0.017390045454545457
-1.1000000000000014;0.00076;-0.004785227272727273;0.01558481818181818;0.002862386363636364;0.002386772727272727;0.012791;0.013170136363636365;0.0031160227272727273;0.003040931818181818;0.020099568181818184
