;8perc/csv/8p_liquidSpecimen_RawData_3.csv;8perc/csv/8p_liquidSpecimen_RawData_10.csv;8perc/csv/8p_liquidSpecimen_RawData_4.csv;8perc/csv/8p_liquidSpecimen_RawData_1.csv;8perc/csv/8p_liquidSpecimen_RawData_8.csv;8perc/csv/8p_liquidSpecimen_RawData_9.csv;8perc/csv/8p_liquidSpecimen_RawData_5.csv;8perc/csv/8p_liquidSpecimen_RawData_2.csv;8perc/csv/8p_liquidSpecimen_RawData_7.csv;8perc/csv/8p_liquidSpecimen_RawData_6.csv
-2.0;;;;;;0.07735666666666667;;;;
-1.9000000000000004;0.039483333333333336;;;0.013956666666666668;0.037616666666666666;0.05440727272727273;0.04082;0.02771333333333333;0.053103333333333336;0.03902666666666667
-1.9;0.03843257575757576;;;0.010675151515151516;0.03585969696969697;0.03925063636363636;0.0346959090909091;0.023489393939393935;0.049301666666666674;0.031509242424242426
-1.8000000000000007;0.03738181818181818;0.06347333333333333;0.03887666666666667;0.0073936363636363635;0.03410272727272728;0.024093999999999997;0.028571818181818184;0.019265454545454544;0.045500000000000006;0.02399181818181818
-1.8;0.029081363636363638;0.057517575757575753;0.03372787878787879;0.005019477272727273;0.03177654545454546;0.02710083333333333;0.02741061363636364;0.012306340909090907;0.03973875;0.025227363636363635
-1.7999999999999998;0.020780909090909093;0.05453969696969697;0.03115348484848485;0.002645318181818182;0.029450363636363636;0.030107666666666665;0.026249409090909094;0.005347227272727271;0.0339775;0.02646290909090909
-1.700000000000001;0.0041800000000000006;0.05156181818181818;0.028579090909090908;-0.002103;0.024797999999999997;0.03211222222222222;0.023927;-0.008571;0.022455;0.028933999999999998
-1.7;0.0035420000000000004;0.047515909090909095;0.022696045454545455;-0.0005782499999999998;0.025395749999999998;0.034116777777777774;0.025391999999999998;-0.0069175;0.023886749999999998;0.030024000000000002
-1.6999999999999997;0.0029040000000000003;0.04616727272727273;0.020735030303030304;0.0009465000000000003;0.0259935;0.03612133333333333;0.026857;-0.0052640000000000004;0.0253185;0.031114000000000003
-1.6999999999999993;0.002585;0.044818636363636366;0.018774015151515153;0.0017088750000000003;0.026292375;0.042135;0.0275895;-0.00443725;0.026034375000000002;0.03165900000000001
-1.6000000000000014;0.0022660000000000002;0.04347;0.016813;0.0024712500000000004;0.02659125;0.041277777777777774;0.028322;-0.0036105;0.026750250000000003;0.032204
-1.5999999999999999;0.001947;0.040476;0.018111000000000002;0.0032336250000000004;0.026890125;0.04042055555555556;0.029054499999999997;-0.00278375;0.027466125;0.032749
-1.5999999999999996;0.0016279999999999999;0.038979;0.018760000000000002;0.003996;0.027189;0.03956333333333333;0.029786999999999998;-0.001957;0.028182000000000002;0.033294000000000004
-1.5;0.010486666666666665;0.037482;0.019409000000000003;0.00311;0.02948111111111111;0.032499;0.02528888888888889;0.013086666666666667;0.029039999999999996;0.03214444444444445
-1.4999999999999998;0.012045999999999998;0.04262211111111111;0.02050838888888889;0.00119725;0.030425583333333332;0.035285;0.023854666666666666;0.01167875;0.028185999999999996;0.030496333333333334
-1.4999999999999996;0.013605333333333332;0.04519216666666667;0.02105808333333333;-0.0007155;0.031370055555555554;0.038071;0.022420444444444444;0.010270833333333333;0.027332;0.028848222222222223
-1.4000000000000004;0.016724;0.04776222222222223;0.021607777777777778;-0.004541;0.033259;0.043643;0.019552;0.007455000000000001;0.025624;0.025552
-1.3999999999999997;0.016530749999999997;0.03916811111111111;0.017294888888888887;-0.003758;0.0344745;0.044789;0.01945425;0.0062375;0.02705175;0.02378025
-1.3999999999999995;0.016337499999999998;0.03487105555555556;0.015138444444444444;-0.002975;0.03569;0.045935000000000004;0.0193565;0.00502;0.0284795;0.0220085
-1.3000000000000007;0.015951;0.030574;0.012981999999999999;-0.001409;0.038121;0.048227;0.019161;0.0025849999999999996;0.031335;0.018465000000000002
-1.2999999999999996;0.015588000000000001;0.040051;0.013729499999999999;-0.00150475;0.035264500000000004;0.046693204545454545;0.01921825;0.0008949999999999997;0.02914525;0.019491
-1.2999999999999994;0.015225;0.0447895;0.01410325;-0.0016005000000000001;0.032408000000000006;0.04515940909090909;0.0192755;-0.0007950000000000001;0.0269555;0.020517
-1.200000000000001;0.014499000000000001;0.049528;0.014477;-0.0017920000000000002;0.026695000000000003;0.04413687878787879;0.019389999999999998;-0.004175;0.022576;0.022569
-1.1999999999999995;0.014401068181818182;0.051432500000000006;0.010947;-0.0014810454545454547;0.028824886363636365;0.043114348484848485;0.019779090909090906;-0.0013964772727272728;0.01890881818181818;0.02367175
-1.1999999999999993;0.014303136363636363;0.05238475000000001;0.009182;-0.0011700909090909093;0.030954772727272727;0.04209181818181818;0.020168181818181818;0.0013820454545454544;0.015241636363636363;0.024774499999999998
-1.1000000000000014;0.014205204545454545;0.053337;0.007417;-0.0008591363636363638;0.03308465909090909;0.04359140909090909;0.02055727272727273;0.004160568181818182;0.011574454545454546;0.025877249999999997
-1.0999999999999996;0.014107272727272725;0.04960729545454545;0.008768886363636364;-0.0005481818181818182;0.03521454545454545;0.045091;0.020946363636363638;0.006939090909090909;0.007907272727272728;0.02698
-1.0999999999999994;0.011226204545454544;0.04587759090909091;0.010120772727272728;0.002070113636363636;0.032255909090909085;0.04153436111111111;0.02254977272727273;0.007489818181818182;0.013478954545454546;0.027305000000000003
-1.0999999999999992;0.008345136363636364;0.04214788636363637;0.011472659090909092;0.00468840909090909;0.029297272727272727;0.03797772222222222;0.02415318181818182;0.008040545454545455;0.019050636363636363;0.027630000000000002
-1.0;0.002583;0.03841818181818182;0.012824545454545455;0.009925;0.02338;0.03086444444444444;0.027360000000000002;0.009142;0.030194;0.02828
-0.9999999999999993;0.004711416666666666;0.0438315909090909;0.013917772727272727;0.00721125;0.025155833333333336;0.03098128787878788;0.027620555555555558;0.007433166666666668;0.03175633333333333;0.027924722222222222
