Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,19021"
"0,10000";"0,28876";"0,19289"
"0,20000";"0,60515";"0,16909"
"0,30000";"0,90584";"0,19558"
"0,40000";"1,20606";"0,18723"
"0,50000";"1,50627";"0,18986"
"0,60000";"1,80601";"0,17628"
"0,70000";"2,10599";"0,16743"
"0,80000";"2,40597";"0,18797"
"0,90000";"2,70595";"0,18821"
"1,00000";"3,00605";"0,19332"
"1,10000";"3,30626";"0,16607"
"1,20000";"3,60577";"0,18465"
"1,30000";"3,90587";"0,17971"
"1,40000";"4,20608";"0,19034"
"1,50000";"4,50630";"0,19552"
"1,60000";"4,80616";"0,17424"
"1,70000";"5,10590";"0,18255"
"1,80000";"5,40576";"0,18863"
"1,90000";"5,70598";"0,18252"
"2,00000";"6,00596";"0,17690"
"2,10000";"6,30606";"0,17884"
"2,20000";"6,60603";"0,18208"
"2,30000";"6,90601";"0,18889"
"2,40000";"7,20599";"0,17150"
"2,50000";"7,50609";"0,19134"
"2,60000";"7,80607";"0,18414"
"2,70000";"8,10605";"0,18436"
"2,80000";"8,40603";"0,18695"
"2,90000";"8,70589";"0,18627"
"3,00000";"9,00610";"0,17469"
"3,10000";"9,30597";"0,18518"
"3,20000";"9,60594";"0,18760"
"3,30000";"9,90592";"0,17828"
"3,40000";"10,20614";"0,18432"
"3,50000";"10,50600";"0,17053"
"3,60000";"10,80563";"0,19846"
"3,70000";"11,10619";"0,18055"
"3,80000";"11,40582";"0,17773"
"3,90000";"11,70615";"0,18306"
"4,00000";"12,00625";"0,17786"
"4,10000";"12,30587";"0,17918"
"4,20000";"12,60597";"0,16677"
"4,30000";"12,90595";"0,18182"
"4,40000";"13,20593";"0,17920"
"4,50000";"13,50603";"0,18841"
"4,60000";"13,80612";"0,17847"
"4,70000";"14,10575";"0,19156"
"4,80000";"14,40597";"0,17406"
"4,90000";"14,70595";"0,18568"
"5,00000";"15,00604";"0,17978"
"5,10000";"15,30614";"0,19175"
"5,20000";"15,60600";"0,19601"
"5,30000";"15,90586";"0,20201"
"5,40000";"16,20608";"0,19338"
"5,50000";"16,50582";"0,17020"
"5,60000";"16,80592";"0,19575"
"5,70000";"17,10637";"0,18844"
"5,80000";"17,40599";"0,19775"
"5,90000";"17,70597";"0,18284"
"6,00000";"18,00595";"0,19595"
"6,10000";"18,30617";"0,17351"
"6,20000";"18,60603";"0,18585"
"6,30000";"18,90589";"0,18448"
"6,40000";"19,20575";"0,18913"
"6,50000";"19,50585";"0,19786"
"6,60000";"19,80583";"0,18820"
"6,70000";"20,10592";"0,19320"
"6,80000";"20,40590";"0,20010"
"6,90000";"20,70600";"0,16963"
"7,00000";"21,00610";"0,17715"
"7,10000";"21,30596";"0,18936"
"7,20000";"21,60629";"0,19393"
"7,30000";"21,90627";"0,18175"
"7,40000";"22,20601";"0,18888"
"7,50000";"22,50588";"0,17899"
"7,60000";"22,80597";"0,17198"
"7,70000";"23,10607";"0,18665"
"7,80000";"23,40593";"0,19438"
"7,90000";"23,70615";"0,18296"
"8,00000";"24,00612";"0,18040"
"8,10000";"24,30610";"0,21327"
"8,20000";"24,60585";"0,17850"
"8,30000";"24,90583";"0,19247"
"8,40000";"25,20569";"0,18680"
"8,50000";"25,50602";"0,18991"
"8,60000";"25,80612";"0,18597"
"8,70000";"26,10598";"0,18684"
"8,80000";"26,40596";"0,18517"
"8,90000";"26,70606";"0,16716"
"9,00000";"27,00603";"0,18995"
"9,10000";"27,30589";"0,18411"
"9,20000";"27,60623";"0,17910"
"9,30000";"27,90621";"0,19237"
"9,40000";"28,20572";"0,19884"
"9,50000";"28,50593";"0,18690"
"9,60000";"28,80614";"0,18889"
"9,70000";"29,10612";"0,20082"
"9,80000";"29,40575";"0,20201"
"9,90000";"29,70573";"0,18781"
"10,00000";"30,00583";"0,21533"
"10,00200";"30,01185";"0,21234"
"10,10200";"30,11267";"0,20084"
"10,20200";"30,20463";"0,19271"
"10,30200";"30,30392";"0,18820"
"10,40200";"30,40403";"0,19573"
"10,50200";"30,50390";"0,18054"
"10,60200";"30,60390";"0,20502"
"10,70200";"30,70401";"0,16627"
"10,80200";"30,80400";"0,20333"
"10,90200";"30,90423";"0,20896"
"11,00200";"31,00387";"0,18567"
"11,10200";"31,10398";"0,19105"
"11,20200";"31,20409";"0,18498"
"11,30200";"31,30420";"0,45210"
"11,40200";"31,40408";"2,47725"
"11,50200";"31,50407";"7,24464"
"11,60200";"31,60395";"8,71518"
"11,70200";"31,70394";"9,16867"
"11,80200";"31,80393";"9,16416"
"11,90200";"31,90404";"8,85926"
"12,00200";"32,00404";"8,48212"
"12,10200";"32,10415";"8,17255"
"12,20200";"32,20402";"7,83407"
"12,30200";"32,30401";"7,51986"
"12,40200";"32,40413";"7,24211"
"12,50200";"32,50376";"6,97248"
"12,60200";"32,60387";"6,70568"
"12,70200";"32,70399";"6,47270"
"12,80200";"32,80409";"6,25896"
"12,90200";"32,90409";"6,04993"
"13,00200";"33,00385";"5,86583"
"13,10200";"33,10396";"5,73252"
"13,20200";"33,20407";"5,57624"
"13,30200";"33,30395";"5,42357"
"13,40200";"33,40405";"5,30201"
"13,50200";"33,50405";"5,14625"
"13,60200";"33,60392";"4,93645"
"13,70200";"33,70404";"4,22692"
"13,80200";"33,80379";"3,93933"
"13,90200";"33,90390";"4,08564"
"14,00200";"34,00425";"4,17065"
"14,10200";"34,10401";"4,34045"
"14,20200";"34,20400";"4,42989"
"14,30200";"34,30399";"4,47671"
"14,40200";"34,40387";"4,50834"
"14,50200";"34,50398";"4,51846"
"14,60200";"34,60386";"4,49523"
"14,70200";"34,70397";"4,50662"
"14,80200";"34,80420";"4,49719"
"14,90200";"34,90407";"4,46211"
"15,00200";"35,00371";"4,43004"
"15,10200";"35,10382";"4,45011"
"15,20200";"35,20382";"4,43705"
"15,30200";"35,30416";"4,43736"
"15,40200";"35,40403";"4,39272"
"15,50200";"35,50391";"4,38725"
"15,60200";"35,60402";"4,40251"
"15,70200";"35,70390";"4,40240"
"15,80200";"35,80365";"4,40548"
"15,90200";"35,90424";"4,44207"
"16,00200";"36,00376";"4,46123"
"16,10200";"36,10423";"4,44724"
"16,20200";"36,20410";"4,48656"
"16,30200";"36,30421";"4,53299"
"16,40200";"36,40373";"4,54887"
"16,50200";"36,50384";"4,59098"
"16,60200";"36,60419";"4,63198"
"16,70200";"36,70418";"4,64874"
"16,80200";"36,80417";"4,65996"
"16,90200";"36,90393";"4,70039"
"17,00200";"37,00404";"4,73472"
"17,10200";"37,10404";"4,76469"
"17,20200";"37,20403";"4,79027"
"17,30200";"37,30402";"4,84389"
"17,40200";"37,40401";"4,89236"
"17,50200";"37,50412";"4,95298"
"17,60200";"37,60412";"5,00019"
"17,70200";"37,70364";"5,03208"
"17,80200";"37,80387";"5,12521"
"17,90200";"37,90422";"5,17447"
"18,00200";"38,00409";"5,20790"
"18,10200";"38,10408";"5,28091"
"18,20200";"38,20420";"5,31863"
"18,30200";"38,30407";"5,34502"
"18,40200";"38,40406";"5,35687"
"18,50200";"38,50394";"5,40854"
"18,60200";"38,60393";"5,47723"
"18,70200";"38,70416";"5,49875"
"18,80200";"38,80392";"5,49324"
"18,90200";"38,90414";"5,47788"
"19,00200";"39,00391";"5,46567"
"19,10200";"39,10390";"5,43913"
"19,20200";"39,20401";"5,45716"
"19,30200";"39,30388";"5,58902"
"19,40200";"39,40423";"5,73045"
"19,50200";"39,50399";"5,79700"
"19,60200";"39,60398";"5,87960"
"19,70200";"39,70397";"5,91294"
"19,80200";"39,80397";"5,91451"
"19,90200";"39,90408";"5,94748"
"20,00200";"40,00395";"5,97995"
"20,10200";"40,10395";"5,98100"
"20,20200";"40,20394";"5,95046"
"20,30200";"40,30393";"5,91123"
"20,40200";"40,40392";"5,85474"
"20,50200";"40,50415";"5,79042"
"20,60200";"40,60391";"5,67871"
"20,70200";"40,70390";"5,60898"
"20,80200";"40,80413";"5,52659"
"20,90200";"40,90377";"5,45971"
"21,00200";"41,00388";"5,39668"
"21,10200";"41,10423";"5,33146"
"21,20200";"41,20387";"5,27715"
"21,30200";"41,30410";"5,22413"
"21,40200";"41,40433";"5,18542"
"21,50200";"41,50385";"5,13934"
"21,60200";"41,60396";"5,10115"
"21,70200";"41,70407";"5,08700"
"21,80200";"41,80418";"5,07114"
"21,90200";"41,90417";"4,99906"
"22,00200";"42,00405";"5,02159"
"22,10200";"42,10392";"5,01384"
"22,20200";"42,20392";"4,98033"
"22,30200";"42,30391";"4,97080"
"22,40200";"42,40402";"4,97427"
"22,50200";"42,50413";"4,95470"
"22,60200";"42,60413";"4,92247"
"22,70200";"42,70424";"4,93226"
"22,80200";"42,80411";"4,91590"
"22,90200";"42,90398";"4,85801"
"23,00200";"43,00397";"4,87766"
"23,10200";"43,10397";"4,85179"
"23,20200";"43,20396";"4,86605"
"23,30200";"43,30408";"4,86972"
"23,40200";"43,40407";"4,90041"
"23,50200";"43,50383";"4,90290"
"23,60200";"43,60394";"4,91360"
"23,70200";"43,70405";"4,93160"
"23,80200";"43,80404";"4,97532"
"23,90200";"43,90416";"5,02085"
"24,00200";"44,00403";"5,05040"
"24,10200";"44,10402";"5,10797"
"24,20200";"44,20378";"5,14787"
"24,30200";"44,30401";"5,20417"
"24,40200";"44,40400";"5,25582"
"24,50200";"44,50399";"5,30760"
"24,60200";"44,60410";"5,33802"
"24,70200";"44,70387";"5,36309"
"24,80200";"44,80385";"5,40955"
"24,90200";"44,90397";"5,46430"
"25,00000";"45,00195";"5,49730"
