Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,01122";"0,27116"
"0,10000";"0,34921";"0,24177"
"0,20000";"0,65958";"0,25569"
"0,30000";"0,96026";"0,25614"
"0,40000";"1,26001";"0,26513"
"0,50000";"1,56010";"0,27061"
"0,60000";"1,86020";"0,27908"
"0,70000";"2,16006";"0,27704"
"0,80000";"2,46004";"0,26905"
"0,90000";"2,75990";"0,27594"
"1,00000";"3,06000";"0,28271"
"1,10000";"3,36033";"0,24739"
"1,20000";"3,65984";"0,29402"
"1,30000";"3,95970";"0,26528"
"1,40000";"4,26015";"0,26806"
"1,50000";"4,56001";"0,28090"
"1,60000";"4,85999";"0,27941"
"1,70000";"5,15985";"0,27078"
"1,80000";"5,45995";"0,26242"
"1,90000";"5,75993";"0,26879"
"2,00000";"6,06003";"0,27166"
"2,10000";"6,36013";"0,28496"
"2,20000";"6,65999";"0,25869"
"2,30000";"6,96008";"0,26319"
"2,40000";"7,25971";"0,27655"
"2,50000";"7,56004";"0,26963"
"2,60000";"7,86014";"0,27085"
"2,70000";"8,15988";"0,25695"
"2,80000";"8,45986";"0,27340"
"2,90000";"8,75996";"0,27880"
"3,00000";"9,05994";"0,28872"
"3,10000";"9,35980";"0,25318"
"3,20000";"9,66001";"0,26807"
"3,30000";"9,95999";"0,27247"
"3,40000";"10,26009";"0,29228"
"3,50000";"10,55995";"0,28095"
"3,60000";"10,85981";"0,27345"
"3,70000";"11,16015";"0,26267"
"3,80000";"11,46001";"0,25026"
"3,90000";"11,76010";"0,25994"
"4,00000";"12,06020";"0,25583"
"4,10000";"12,35994";"0,26945"
"4,20000";"12,65992";"0,27088"
"4,30000";"12,96014";"0,27432"
"4,40000";"13,25988";"0,26057"
"4,50000";"13,55998";"0,27699"
"4,60000";"13,86008";"0,26524"
"4,70000";"14,15982";"0,27158"
"4,80000";"14,45980";"0,27393"
"4,90000";"14,75990";"0,27542"
"5,00000";"15,06023";"0,27232"
"5,10000";"15,36021";"0,28467"
"5,20000";"15,66007";"0,27757"
"5,30000";"15,95981";"0,27268"
"5,40000";"16,26015";"0,27418"
"5,50000";"16,56013";"0,26632"
"5,60000";"16,85999";"0,25677"
"5,70000";"17,16008";"0,26511"
"5,80000";"17,46030";"0,26971"
"5,90000";"17,76004";"0,28901"
"6,00000";"18,06002";"0,28175"
"6,10000";"18,36012";"0,29255"
"6,20000";"18,66010";"0,29181"
"6,30000";"18,95984";"0,25035"
"6,40000";"19,25994";"0,26837"
"6,50000";"19,56004";"0,27338"
"6,60000";"19,86001";"0,27041"
"6,70000";"20,15999";"0,27669"
"6,80000";"20,45997";"0,27710"
"6,90000";"20,76007";"0,28305"
"7,00000";"21,06005";"0,29337"
"7,10000";"21,35991";"0,27083"
"7,20000";"21,66013";"0,28239"
"7,30000";"21,96022";"0,27899"
"7,40000";"22,25997";"0,27618"
"7,50000";"22,56018";"0,29289"
"7,60000";"22,85992";"0,26368"
"7,70000";"23,16014";"0,27521"
"7,80000";"23,46000";"0,29619"
"7,90000";"23,75998";"0,26081"
"8,00000";"24,05996";"0,27257"
"8,10000";"24,35994";"0,29337"
"8,20000";"24,65991";"0,28920"
"8,30000";"24,95978";"0,27865"
"8,40000";"25,25987";"0,27603"
"8,50000";"25,55985";"0,26827"
"8,60000";"25,86007";"0,28314"
"8,70000";"26,16005";"0,28302"
"8,80000";"26,46003";"0,27149"
"8,90000";"26,76001";"0,28587"
"9,00000";"27,06010";"0,28692"
"9,10000";"27,35997";"0,27213"
"9,20000";"27,66018";"0,27633"
"9,30000";"27,96004";"0,29089"
"9,40000";"28,25978";"0,28970"
"9,50000";"28,55988";"0,28715"
"9,60000";"28,86010";"0,28539"
"9,70000";"29,16007";"0,26017"
"9,80000";"29,45982";"0,27712"
"9,90000";"29,75992";"0,30018"
"9,98200";"30,00583";"0,26807"
"9,98400";"30,01185";"0,26800"
"10,08400";"30,11503";"0,28174"
"10,18400";"30,20652";"0,27025"
"10,28400";"30,30592";"0,27421"
"10,38400";"30,40615";"0,29024"
"10,48400";"30,50579";"0,28264"
"10,58400";"30,60602";"0,28856"
"10,68400";"30,70589";"0,27994"
"10,78400";"30,80601";"0,26240"
"10,88400";"30,90624";"0,27858"
"10,98400";"31,00587";"0,50213"
"11,08400";"31,10599";"1,52786"
"11,18400";"31,20610";"3,21529"
"11,28400";"31,30609";"6,94855"
"11,38400";"31,40609";"8,52583"
"11,48400";"31,50608";"9,09323"
"11,58400";"31,60619";"9,23913"
"11,68400";"31,70583";"9,02952"
"11,78400";"31,80605";"8,66837"
"11,88400";"31,90605";"8,32179"
"11,98400";"32,00604";"7,97770"
"12,08400";"32,10627";"7,66680"
"12,18400";"32,20603";"7,34232"
"12,28400";"32,30590";"7,08614"
"12,38400";"32,40590";"6,85039"
"12,48400";"32,50589";"6,60226"
"12,58400";"32,60588";"6,42043"
"12,68400";"32,70588";"6,22282"
"12,78400";"32,80611";"6,01387"
"12,88400";"32,90610";"5,90600"
"12,98400";"33,00597";"5,74182"
"13,08400";"33,10584";"5,60776"
"13,18400";"33,20596";"5,46297"
"13,28400";"33,30584";"5,31280"
"13,38400";"33,40618";"5,10963"
"13,48400";"33,50606";"4,69776"
"13,58400";"33,60593";"4,53100"
"13,68400";"33,70604";"4,54356"
"13,78400";"33,80580";"4,42403"
"13,88400";"33,90603";"4,50123"
"13,98400";"34,00614";"4,56692"
"14,08400";"34,10602";"4,64510"
"14,18400";"34,20613";"4,60789"
"14,28400";"34,30612";"4,62245"
"14,38400";"34,40588";"4,61446"
"14,48400";"34,50599";"4,62101"
"14,58400";"34,60586";"4,62180"
"14,68400";"34,70597";"4,60556"
"14,78400";"34,80620";"4,62698"
"14,88400";"34,90596";"4,60401"
"14,98400";"35,00571";"4,62223"
"15,08400";"35,10583";"4,62731"
"15,18400";"35,20594";"4,64231"
"15,28400";"35,30605";"4,64943"
"15,38400";"35,40604";"4,67291"
"15,48400";"35,50592";"4,68529"
"15,58400";"35,60615";"4,73851"
"15,68400";"35,70591";"4,74937"
"15,78400";"35,80566";"4,77417"
"15,88400";"35,90601";"4,83481"
"15,98400";"36,00612";"4,85724"
"16,08400";"36,10611";"4,88043"
"16,18400";"36,20610";"4,90049"
"16,28400";"36,30610";"4,94172"
"16,38400";"36,40585";"4,98876"
"16,48400";"36,50597";"5,07634"
"16,58400";"36,60608";"5,12871"
"16,68400";"36,70607";"5,13460"
"16,78400";"36,80606";"5,17627"
"16,88400";"36,90617";"5,21413"
"16,98400";"37,00593";"5,26104"
"17,08400";"37,10593";"5,30445"
"17,18400";"37,20604";"5,35120"
"17,28400";"37,30614";"5,40120"
"17,38400";"37,40602";"5,43644"
"17,48400";"37,50602";"5,49786"
"17,58400";"37,60601";"5,53571"
"17,68400";"37,70576";"5,54343"
"17,78400";"37,80599";"5,57663"
