Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,05943"
"0,10000";"0,28865";"0,01475"
"0,20000";"0,60515";"0,05390"
"0,30000";"0,90608";"0,04677"
"0,40000";"1,20617";"0,04407"
"0,50000";"1,50627";"0,03940"
"0,60000";"1,80601";"0,04548"
"0,70000";"2,10599";"0,04584"
"0,80000";"2,40609";"0,05622"
"0,90000";"2,70607";"0,04944"
"1,00000";"3,00617";"0,04256"
"1,10000";"3,30626";"0,04062"
"1,20000";"3,60589";"0,05271"
"1,30000";"3,90575";"0,05426"
"1,40000";"4,20608";"0,05230"
"1,50000";"4,50630";"0,04799"
"1,60000";"4,80604";"0,05806"
"1,70000";"5,10590";"0,06722"
"1,80000";"5,40588";"0,03380"
"1,90000";"5,70598";"0,04088"
"2,00000";"6,00596";"0,04992"
"2,10000";"6,30606";"0,02911"
"2,20000";"6,60603";"0,03998"
"2,30000";"6,90601";"0,04071"
"2,40000";"7,20576";"0,05190"
"2,50000";"7,50597";"0,03988"
"2,60000";"7,80607";"0,06691"
"2,70000";"8,10593";"0,03873"
"2,80000";"8,40591";"0,05840"
"2,90000";"8,70601";"0,04851"
"3,00000";"9,00599";"0,05693"
"3,10000";"9,30597";"0,05112"
"3,20000";"9,60606";"0,05926"
"3,30000";"9,90592";"0,05299"
"3,40000";"10,20602";"0,03212"
"3,50000";"10,50600";"0,04644"
"3,60000";"10,80563";"0,04792"
"3,70000";"11,10608";"0,05203"
"3,80000";"11,40582";"0,05952"
"3,90000";"11,70603";"0,05668"
"4,00000";"12,00613";"0,04443"
"4,10000";"12,30599";"0,05713"
"4,20000";"12,60597";"0,03091"
"4,30000";"12,90595";"0,05324"
"4,40000";"13,20605";"0,04245"
"4,50000";"13,50591";"0,04528"
"4,60000";"13,80612";"0,03828"
"4,70000";"14,10587";"0,04612"
"4,80000";"14,40585";"0,03662"
"4,90000";"14,70595";"0,04859"
"5,00000";"15,00604";"0,05463"
"5,10000";"15,30614";"0,04415"
"5,20000";"15,60600";"0,05664"
"5,30000";"15,90586";"0,04455"
"5,40000";"16,20608";"0,05106"
"5,50000";"16,50606";"0,04298"
"5,60000";"16,80603";"0,06159"
"5,70000";"17,10637";"0,05004"
"5,80000";"17,40623";"0,03638"
"5,90000";"17,70597";"0,06107"
"6,00000";"18,00607";"0,04585"
"6,10000";"18,30617";"0,06213"
"6,20000";"18,60603";"0,05701"
"6,30000";"18,90601";"0,04404"
"6,40000";"19,20587";"0,05656"
"6,50000";"19,50585";"0,06356"
"6,60000";"19,80595";"0,06016"
"6,70000";"20,10592";"0,03834"
"6,80000";"20,40602";"0,06399"
"6,90000";"20,70600";"0,06891"
"7,00000";"21,00610";"0,05029"
"7,10000";"21,30596";"0,04004"
"7,20000";"21,60629";"0,04673"
"7,30000";"21,90627";"0,04188"
"7,40000";"22,20601";"0,05730"
"7,50000";"22,50599";"0,03858"
"7,60000";"22,80597";"0,04952"
"7,70000";"23,10607";"0,05840"
"7,80000";"23,40593";"0,06100"
"7,90000";"23,70615";"0,04780"
"8,00000";"24,00612";"0,04757"
"8,10000";"24,30610";"0,04238"
"8,20000";"24,60585";"0,03820"
"8,30000";"24,90583";"0,05483"
"8,40000";"25,20581";"0,05515"
"8,50000";"25,50590";"0,04609"
"8,60000";"25,80612";"0,06074"
"8,70000";"26,10610";"0,05025"
"8,80000";"26,40596";"0,03479"
"8,90000";"26,70617";"0,03471"
"9,00000";"27,00603";"0,06279"
"9,10000";"27,30602";"0,04401"
"9,20000";"27,60611";"0,03904"
"9,30000";"27,90609";"0,04909"
"9,40000";"28,20572";"0,06243"
"9,50000";"28,50581";"0,05054"
"9,60000";"28,80614";"0,05226"
"9,70000";"29,10612";"0,06049"
"9,80000";"29,40575";"0,05135"
"9,90000";"29,70573";"0,05598"
"10,00000";"30,00583";"0,05934"
"10,00200";"30,01185";"0,05980"
"10,10200";"30,11267";"0,03655"
"10,20200";"30,20451";"0,05659"
"10,30200";"30,30392";"0,04988"
"10,40200";"30,40414";"0,06836"
"10,50200";"30,50390";"0,05954"
"10,60200";"30,60390";"0,05734"
"10,70200";"30,70401";"0,04062"
"10,80200";"30,80400";"0,02952"
"10,90200";"30,90423";"0,06608"
"11,00200";"31,00387";"0,04111"
"11,10200";"31,10386";"0,04875"
"11,20200";"31,20409";"0,05557"
"11,30200";"31,30408";"0,05071"
"11,40200";"31,40408";"0,05343"
"11,50200";"31,50395";"0,04682"
"11,60200";"31,60395";"0,05088"
"11,70200";"31,70405";"0,05451"
"11,80200";"31,80405";"0,04672"
"11,90200";"31,90380";"0,06450"
"12,00200";"32,00404";"0,05476"
"12,10200";"32,10426";"0,05770"
"12,20200";"32,20402";"0,05129"
"12,30200";"32,30401";"0,06597"
"12,40200";"32,40424";"0,34960"
"12,50200";"32,50376";"2,91381"
"12,60200";"32,60376";"7,95546"
"12,70200";"32,70399";"9,45024"
"12,80200";"32,80409";"9,41613"
"12,90200";"32,90397";"9,00738"
"13,00200";"33,00397";"8,52378"
"13,10200";"33,10396";"8,05408"
"13,20200";"33,20407";"7,65817"
"13,30200";"33,30395";"7,31467"
"13,40200";"33,40417";"7,00281"
"13,50200";"33,50405";"6,67969"
"13,60200";"33,60392";"6,38249"
"13,70200";"33,70404";"6,05921"
"13,80200";"33,80379";"5,69156"
"13,90200";"33,90402";"4,73444"
"14,00200";"34,00425";"4,74514"
"14,10200";"34,10401";"4,79821"
"14,20200";"34,20400";"4,72574"
"14,30200";"34,30411";"4,92913"
"14,40200";"34,40399";"4,94403"
"14,50200";"34,50398";"4,93105"
"14,60200";"34,60386";"4,87354"
"14,70200";"34,70397";"4,81651"
"14,80200";"34,80420";"4,74975"
"14,90200";"34,90395";"4,71372"
"15,00200";"35,00383";"4,67179"
"15,10200";"35,10394";"4,61862"
"15,20200";"35,20382";"4,57073"
"15,30200";"35,30416";"4,53539"
"15,40200";"35,40403";"4,51856"
"15,50200";"35,50391";"4,43310"
"15,60200";"35,60414";"4,43143"
"15,70200";"35,70390";"4,38534"
"15,80200";"35,80365";"4,38678"
"15,90200";"35,90412";"4,39203"
"16,00200";"36,00399";"4,39859"
"16,10200";"36,10398";"4,41787"
"16,20200";"36,20410";"4,44769"
"16,30200";"36,30409";"4,48340"
"16,40200";"36,40373";"4,50530"
"16,50200";"36,50408";"4,56641"
"16,60200";"36,60419";"4,62186"
"16,70200";"36,70383";"4,65173"
"16,80200";"36,80417";"4,69714"
"16,90200";"36,90405";"4,69944"
"17,00200";"37,00381";"4,72348"
"17,10200";"37,10392";"4,73905"
"17,20200";"37,20403";"4,77249"
"17,30200";"37,30414";"4,79143"
"17,40200";"37,40401";"4,79473"
"17,50200";"37,50412";"4,81794"
"17,60200";"37,60400";"4,80286"
"17,70200";"37,70388";"4,81950"
"17,80200";"37,80399";"4,84612"
"17,90200";"37,90410";"4,86092"
"18,00200";"38,00409";"4,90678"
"18,10200";"38,10420";"4,93808"
"18,20200";"38,20408";"4,97097"
"18,30200";"38,30407";"5,04491"
"18,40200";"38,40395";"5,11479"
"18,50200";"38,50394";"5,19876"
"18,60200";"38,60405";"5,26917"
"18,70200";"38,70393";"5,28723"
"18,80200";"38,80392";"5,35215"
"18,90200";"38,90403";"5,42764"
"19,00200";"39,00391";"5,55487"
"19,10200";"39,10402";"5,64531"
"19,20200";"39,20401";"5,69048"
"19,30200";"39,30376";"5,66072"
"19,40200";"39,40411";"5,62870"
"19,50200";"39,50410";"5,65705"
"19,60200";"39,60398";"5,67103"
"19,70200";"39,70397";"5,70656"
"19,80200";"39,80397";"5,74686"
"19,90200";"39,90396";"5,74652"
"20,00200";"40,00384";"5,79351"
"20,10200";"40,10406";"5,86507"
"20,20200";"40,20382";"5,90447"
"20,30200";"40,30393";"5,96446"
"20,40200";"40,40405";"6,01373"
"20,50200";"40,50415";"6,06203"
"20,60200";"40,60391";"6,06016"
"20,70200";"40,70390";"6,06478"
"20,80200";"40,80425";"6,00397"
"20,90200";"40,90377";"5,92725"
"21,00200";"41,00388";"5,85876"
"21,10200";"41,10411";"5,79016"
"21,20200";"41,20422";"5,68691"
"21,30200";"41,30410";"5,60850"
"21,40200";"41,40409";"5,57213"
"21,50200";"41,50397";"5,50342"
"21,60200";"41,60408";"5,44303"
"21,70200";"41,70407";"5,37334"
"21,80200";"41,80418";"5,33765"
"21,90200";"41,90417";"5,29088"
"22,00200";"42,00370";"5,27351"
