Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,22765"
"0,10000";"0,28876";"0,20974"
"0,20000";"0,60515";"0,22504"
"0,30000";"0,90596";"0,24046"
"0,40000";"1,20606";"0,22504"
"0,50000";"1,50627";"0,23546"
"0,60000";"1,80613";"0,25614"
"0,70000";"2,10599";"0,23284"
"0,80000";"2,40609";"0,22497"
"0,90000";"2,70607";"0,23798"
"1,00000";"3,00605";"0,23467"
"1,10000";"3,30626";"0,23783"
"1,20000";"3,60589";"0,22844"
"1,30000";"3,90575";"0,24525"
"1,40000";"4,20608";"0,23481"
"1,50000";"4,50630";"0,24118"
"1,60000";"4,80616";"0,24868"
"1,70000";"5,10590";"0,24319"
"1,80000";"5,40588";"0,23558"
"1,90000";"5,70610";"0,23888"
"2,00000";"6,00596";"0,23458"
"2,10000";"6,30606";"0,23090"
"2,20000";"6,60603";"0,22685"
"2,30000";"6,90613";"0,22600"
"2,40000";"7,20599";"0,23048"
"2,50000";"7,50585";"0,23736"
"2,60000";"7,80619";"0,22192"
"2,70000";"8,10605";"0,23532"
"2,80000";"8,40591";"0,23141"
"2,90000";"8,70601";"0,20059"
"3,00000";"9,00610";"0,24185"
"3,10000";"9,30597";"0,23146"
"3,20000";"9,60606";"0,23595"
"3,30000";"9,90592";"0,21966"
"3,40000";"10,20602";"0,21888"
"3,50000";"10,50600";"0,23262"
"3,60000";"10,80563";"0,24632"
"3,70000";"11,10608";"0,21438"
"3,80000";"11,40594";"0,23101"
"3,90000";"11,70603";"0,22211"
"4,00000";"12,00613";"0,24306"
"4,10000";"12,30587";"0,23634"
"4,20000";"12,60585";"0,22476"
"4,30000";"12,90595";"0,22669"
"4,40000";"13,20593";"0,23241"
"4,50000";"13,50591";"0,24759"
"4,60000";"13,80601";"0,24612"
"4,70000";"14,10587";"0,25707"
"4,80000";"14,40585";"0,23001"
"4,90000";"14,70595";"0,23683"
"5,00000";"15,00604";"0,24248"
"5,10000";"15,30614";"0,22425"
"5,20000";"15,60600";"0,24065"
"5,30000";"15,90586";"0,21504"
"5,40000";"16,20584";"0,22896"
"5,50000";"16,50582";"0,23245"
"5,60000";"16,80592";"0,23922"
"5,70000";"17,10625";"0,22347"
"5,80000";"17,40623";"0,23039"
"5,90000";"17,70597";"0,22469"
"6,00000";"18,00595";"0,22953"
"6,10000";"18,30629";"0,20208"
"6,20000";"18,60603";"0,23795"
"6,30000";"18,90589";"0,23349"
"6,40000";"19,20587";"0,22250"
"6,50000";"19,50597";"0,22610"
"6,60000";"19,80583";"0,22868"
"6,70000";"20,10604";"0,22792"
"6,80000";"20,40602";"0,24231"
"6,90000";"20,70600";"0,22456"
"7,00000";"21,00610";"0,23905"
"7,10000";"21,30596";"0,22859"
"7,20000";"21,60629";"0,23457"
"7,30000";"21,90627";"0,21990"
"7,40000";"22,20601";"0,25618"
"7,50000";"22,50599";"0,23083"
"7,60000";"22,80597";"0,24814"
"7,70000";"23,10607";"0,22279"
"7,80000";"23,40605";"0,22971"
"7,90000";"23,70603";"0,21859"
"8,00000";"24,00612";"0,25944"
"8,10000";"24,30610";"0,24126"
"8,20000";"24,60585";"0,23425"
"8,30000";"24,90594";"0,21740"
"8,40000";"25,20569";"0,23965"
"8,50000";"25,50602";"0,25511"
"8,60000";"25,80612";"0,24711"
"8,70000";"26,10598";"0,22817"
"8,80000";"26,40596";"0,22697"
"8,90000";"26,70606";"0,22247"
"9,00000";"27,00603";"0,22512"
"9,10000";"27,30602";"0,24682"
"9,20000";"27,60623";"0,23326"
"9,30000";"27,90609";"0,23590"
"9,40000";"28,20572";"0,24025"
"9,50000";"28,50593";"0,23310"
"9,60000";"28,80614";"0,23813"
"9,70000";"29,10601";"0,22721"
"9,80000";"29,40575";"0,25428"
"9,90000";"29,70573";"0,24407"
"10,00000";"30,00583";"0,23422"
"10,00200";"30,01185";"0,23357"
