Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,02437"
"0,10000";"0,28770";"0,02129"
"0,20000";"0,60503";"0,02523"
"0,30000";"0,90619";"0,00437"
"0,40000";"1,20606";"0,02494"
"0,50000";"1,50651";"0,02281"
"0,60000";"1,80625";"0,03945"
"0,70000";"2,10588";"0,00151"
"0,80000";"2,40621";"0,01895"
"0,90000";"2,70619";"0,02119"
"1,00000";"3,00593";"0,03114"
"1,10000";"3,30603";"0,00553"
"1,20000";"3,60601";"0,03128"
"1,30000";"3,90599";"0,01709"
"1,40000";"4,20608";"0,03229"
"1,50000";"4,50606";"0,01410"
"1,60000";"4,80592";"0,01528"
"1,70000";"5,10614";"0,01414"
"1,80000";"5,40600";"0,01171"
"1,90000";"5,70622";"0,01507"
"2,00000";"6,00596";"0,00681"
"2,10000";"6,30570";"0,01334"
"2,20000";"6,60603";"0,00899"
"2,30000";"6,90625";"0,02016"
"2,40000";"7,20599";"0,02834"
"2,50000";"7,50597";"0,02964"
"2,60000";"7,80595";"0,02466"
"2,70000";"8,10581";"0,01557"
"2,80000";"8,40591";"0,01799"
"2,90000";"8,70589";"0,03906"
"3,00000";"9,00622";"0,02943"
"3,10000";"9,30608";"0,01237"
"3,20000";"9,60594";"0,02615"
"3,30000";"9,90592";"0,01954"
"3,40000";"10,20614";"0,02694"
"3,50000";"10,50612";"0,01286"
"3,60000";"10,80574";"0,03106"
"3,70000";"11,10584";"0,03160"
"3,80000";"11,40617";"0,03175"
"3,90000";"11,70592";"0,01226"
"4,00000";"12,00601";"0,02000"
"4,10000";"12,30599";"0,01570"
"4,20000";"12,60562";"0,02460"
"4,30000";"12,90583";"0,00640"
"4,40000";"13,20581";"0,02174"
"4,50000";"13,50603";"0,02579"
"4,60000";"13,80589";"0,02770"
"4,70000";"14,10598";"0,01769"
"4,80000";"14,40608";"0,00997"
"4,90000";"14,70595";"0,01634"
"5,00000";"15,00592";"0,03833"
"5,10000";"15,30578";"0,04027"
"5,20000";"15,60600";"0,01356"
"5,30000";"15,90598";"0,02144"
"5,40000";"16,20608";"0,01789"
"5,50000";"16,50594";"0,01913"
"5,60000";"16,80568";"0,03144"
"5,70000";"17,10590";"0,02805"
"5,80000";"17,40623";"0,03320"
"5,90000";"17,70597";"0,02194"
"6,00000";"18,00607";"0,02904"
"6,10000";"18,30605";"0,02034"
"6,20000";"18,60591";"0,01715"
"6,30000";"18,90589";"0,01720"
"6,40000";"19,20599";"0,02794"
"6,50000";"19,50620";"0,02234"
"6,60000";"19,80618";"0,02103"
"6,70000";"20,10604";"0,00975"
"6,80000";"20,40578";"0,02960"
"6,90000";"20,70624";"0,01778"
"7,00000";"21,00610";"0,01993"
"7,10000";"21,30584";"0,02304"
"7,20000";"21,60594";"0,02773"
"7,30000";"21,90603";"0,02290"
"7,40000";"22,20590";"0,02748"
"7,50000";"22,50611";"0,03151"
"7,60000";"22,80621";"0,02297"
"7,70000";"23,10595";"0,02780"
"7,80000";"23,40581";"0,00783"
"7,90000";"23,70615";"0,02292"
"8,00000";"24,00624";"0,02905"
"8,10000";"24,30610";"0,02311"
"8,20000";"24,60608";"0,03681"
"8,30000";"24,90606";"0,01787"
"8,40000";"25,20592";"0,00873"
"8,50000";"25,50614";"0,01710"
"8,60000";"25,80588";"0,01255"
"8,70000";"26,10610";"0,03628"
"8,80000";"26,40596";"0,02629"
"8,90000";"26,70606";"0,02640"
"9,00000";"27,00603";"0,01749"
"9,10000";"27,30589";"0,03075"
"9,20000";"27,60576";"0,03462"
"9,30000";"27,90609";"0,02169"
"9,40000";"28,20595";"0,03374"
"9,50000";"28,50593";"0,01532"
"9,60000";"28,80614";"0,02516"
"9,70000";"29,10601";"0,03491"
