Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"-0,01572"
"0,10000";"0,28758";"0,00097"
"0,20000";"0,60503";"0,00214"
"0,30000";"0,90619";"-0,00233"
"0,40000";"1,20617";"0,02305"
"0,50000";"1,50651";"-0,01095"
"0,60000";"1,80625";"-0,01814"
"0,70000";"2,10576";"0,00080"
"0,80000";"2,40621";"-0,01098"
"0,90000";"2,70619";"-0,00315"
"1,00000";"3,00593";"-0,00590"
"1,10000";"3,30603";"-0,00930"
"1,20000";"3,60589";"-0,00230"
"1,30000";"3,90622";"0,00464"
"1,40000";"4,20608";"-0,01108"
"1,50000";"4,50594";"0,01286"
"1,60000";"4,80592";"-0,00074"
"1,70000";"5,10626";"0,00162"
"1,80000";"5,40600";"0,00119"
"1,90000";"5,70633";"-0,00585"
"2,00000";"6,00596";"0,00421"
"2,10000";"6,30570";"0,00959"
"2,20000";"6,60603";"-0,02374"
"2,30000";"6,90613";"-0,01263"
"2,40000";"7,20611";"0,00382"
"2,50000";"7,50585";"0,00383"
"2,60000";"7,80595";"-0,00039"
"2,70000";"8,10581";"0,00387"
"2,80000";"8,40591";"0,00091"
"2,90000";"8,70589";"0,01523"
"3,00000";"9,00610";"0,00332"
"3,10000";"9,30608";"-0,00684"
"3,20000";"9,60594";"0,00829"
"3,30000";"9,90592";"-0,00421"
"3,40000";"10,20614";"-0,01376"
"3,50000";"10,50612";"0,00542"
"3,60000";"10,80586";"-0,00419"
"3,70000";"11,10584";"0,00150"
"3,80000";"11,40606";"0,00437"
"3,90000";"11,70592";"-0,02188"
"4,00000";"12,00601";"-0,00503"
"4,10000";"12,30599";"-0,00703"
"4,20000";"12,60562";"0,00060"
"4,30000";"12,90583";"0,00591"
"4,40000";"13,20593";"0,00621"
"4,50000";"13,50603";"0,01288"
"4,60000";"13,80589";"0,00384"
"4,70000";"14,10610";"0,00330"
"4,80000";"14,40620";"0,00321"
"4,90000";"14,70595";"-0,01796"
"5,00000";"15,00604";"-0,00667"
"5,10000";"15,30578";"-0,00364"
"5,20000";"15,60612";"0,00430"
"5,30000";"15,90598";"0,00209"
"5,40000";"16,20596";"0,00874"
"5,50000";"16,50606";"-0,01746"
"5,60000";"16,80580";"-0,00502"
"5,70000";"17,10590";"-0,01084"
"5,80000";"17,40623";"0,02223"
"5,90000";"17,70609";"0,00391"
"6,00000";"18,00619";"0,00307"
"6,10000";"18,30605";"-0,02175"
"6,20000";"18,60579";"-0,00398"
"6,30000";"18,90601";"-0,00343"
"6,40000";"19,20599";"-0,00797"
"6,50000";"19,50620";"-0,02143"
"6,60000";"19,80618";"0,01383"
"6,70000";"20,10604";"0,01119"
"6,80000";"20,40590";"-0,00254"
"6,90000";"20,70624";"0,01455"
"7,00000";"21,00610";"0,00002"
"7,10000";"21,30584";"0,00941"
"7,20000";"21,60594";"-0,00325"
"7,30000";"21,90603";"0,00695"
"7,40000";"22,20578";"0,01444"
"7,50000";"22,50611";"0,00076"
"7,60000";"22,80621";"-0,00979"
"7,70000";"23,10607";"-0,00011"
"7,80000";"23,40581";"-0,01331"
"7,90000";"23,70615";"-0,00579"
"8,00000";"24,00624";"0,00534"
"8,10000";"24,30610";"0,00226"
"8,20000";"24,60608";"-0,00222"
"8,30000";"24,90594";"0,00035"
"8,40000";"25,20592";"-0,00527"
"8,50000";"25,50614";"0,01199"
"8,60000";"25,80576";"0,01995"
"8,70000";"26,10598";"0,01143"
"8,80000";"26,40608";"0,02498"
"8,90000";"26,70594";"-0,00626"
"9,00000";"27,00592";"0,00045"
"9,10000";"27,30589";"0,00067"
"9,20000";"27,60576";"0,00442"
"9,30000";"27,90609";"-0,01187"
"9,40000";"28,20595";"-0,00785"
"9,50000";"28,50593";"-0,01231"
