Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,36870"
"0,10000";"0,28888";"0,37791"
"0,20000";"0,60527";"0,35512"
"0,30000";"0,90584";"0,36767"
"0,40000";"1,20617";"0,36129"
"0,50000";"1,50627";"0,34843"
"0,60000";"1,80601";"0,36141"
"0,70000";"2,10599";"0,35185"
"0,80000";"2,40609";"0,35567"
"0,90000";"2,70607";"0,33726"
"1,00000";"3,00617";"0,35529"
"1,10000";"3,30626";"0,36666"
"1,20000";"3,60589";"0,35634"
"1,30000";"3,90587";"0,37178"
"1,40000";"4,20608";"0,36001"
"1,50000";"4,50618";"0,36317"
"1,60000";"4,80604";"0,37949"
"1,70000";"5,10590";"0,37501"
"1,80000";"5,40588";"0,35519"
"1,90000";"5,70598";"0,35700"
"2,00000";"6,00596";"0,35407"
"2,10000";"6,30606";"0,35407"
"2,20000";"6,60603";"0,36752"
"2,30000";"6,90613";"0,36697"
"2,40000";"7,20599";"0,35406"
"2,50000";"7,50609";"0,35685"
"2,60000";"7,80619";"0,36552"
"2,70000";"8,10605";"0,34643"
"2,80000";"8,40591";"0,36479"
"2,90000";"8,70601";"0,35708"
"3,00000";"9,00599";"0,36038"
"3,10000";"9,30597";"0,35420"
"3,20000";"9,60606";"0,36974"
"3,30000";"9,90581";"0,37624"
"3,40000";"10,20602";"0,35323"
"3,50000";"10,50612";"0,35386"
"3,60000";"10,80551";"0,36781"
"3,70000";"11,10608";"0,37561"
"3,80000";"11,40582";"0,36080"
"3,90000";"11,70603";"0,37422"
"4,00000";"12,00613";"0,35785"
"4,10000";"12,30587";"0,36938"
"4,20000";"12,60597";"0,35733"
"4,30000";"12,90595";"0,36326"
"4,40000";"13,20593";"0,36196"
"4,50000";"13,50591";"0,36389"
"4,60000";"13,80601";"0,37804"
"4,70000";"14,10587";"0,36322"
"4,80000";"14,40585";"0,36176"
"4,90000";"14,70595";"0,37721"
"5,00000";"15,00604";"0,35878"
"5,10000";"15,30602";"0,35862"
"5,20000";"15,60612";"0,34802"
"5,30000";"15,90598";"0,37358"
"5,40000";"16,20596";"0,36232"
"5,50000";"16,50594";"0,34777"
"5,60000";"16,80592";"0,36665"
"5,70000";"17,10625";"0,34267"
"5,80000";"17,40635";"0,36151"
"5,90000";"17,70585";"0,36277"
"6,00000";"18,00607";"0,37376"
"6,10000";"18,30629";"0,35771"
"6,20000";"18,60603";"0,35940"
"6,30000";"18,90601";"0,36329"
"6,40000";"19,20587";"0,34244"
"6,50000";"19,50597";"0,37752"
"6,60000";"19,80595";"0,37017"
"6,70000";"20,10604";"0,36672"
"6,80000";"20,40602";"0,36602"
"6,90000";"20,70612";"0,37583"
"7,00000";"21,00610";"0,36241"
"7,10000";"21,30596";"0,34373"
"7,20000";"21,60629";"0,37029"
"7,30000";"21,90627";"0,37579"
"7,40000";"22,20601";"0,35367"
"7,50000";"22,50599";"0,36295"
"7,60000";"22,80609";"0,36895"
"7,70000";"23,10607";"0,36161"
"7,80000";"23,40605";"0,36036"
"7,90000";"23,70603";"0,36463"
"8,00000";"24,00601";"0,37297"
"8,10000";"24,30610";"0,36144"
"8,20000";"24,60585";"0,36764"
"8,30000";"24,90571";"0,36543"
"8,40000";"25,20581";"0,36135"
"8,50000";"25,50590";"0,36819"
"8,60000";"25,80612";"0,36222"
"8,70000";"26,10610";"0,38538"
"8,80000";"26,40584";"0,36105"
"8,90000";"26,70606";"0,38173"
"9,00000";"27,00615";"0,36777"
"9,10000";"27,30589";"0,35291"
"9,20000";"27,60623";"0,37493"
"9,30000";"27,90621";"0,37206"
"9,40000";"28,20572";"0,37224"
"9,50000";"28,50593";"0,37238"
"9,60000";"28,80603";"0,37729"
"9,70000";"29,10601";"0,34900"
"9,80000";"29,40587";"0,37133"
"9,90000";"29,70573";"0,37171"
"10,00000";"30,00571";"0,36000"
"10,00200";"30,01173";"0,35895"
"10,10200";"30,11267";"0,37178"
"10,20200";"30,20463";"0,35998"
"10,30200";"30,30392";"0,36669"
"10,40200";"30,40403";"0,74933"
"10,50200";"30,50379";"1,43752"
"10,60200";"30,60390";"2,61330"
"10,70200";"30,70401";"5,61248"
"10,80200";"30,80400";"7,30813"
"10,90200";"30,90423";"8,07490"
"11,00200";"31,00387";"8,24035"
"11,10200";"31,10386";"8,15093"
"11,20200";"31,20409";"7,98368"
"11,30200";"31,30420";"7,78088"
"11,40200";"31,40420";"7,56911"
"11,50200";"31,50395";"7,38927"
"11,60200";"31,60406";"7,18677"
