Zeit;Traversenweg;Kraft
(s);(mm);(N)
"0,00000";"0,00000";"0,30642"
"0,10000";"0,28876";"0,31239"
"0,20000";"0,60527";"0,31847"
"0,30000";"0,90608";"0,30258"
"0,40000";"1,20617";"0,31422"
"0,50000";"1,50627";"0,31474"
"0,60000";"1,80601";"0,31813"
"0,70000";"2,10599";"0,31840"
"0,80000";"2,40609";"0,30399"
"0,90000";"2,70607";"0,32147"
"1,00000";"3,00605";"0,29314"
"1,10000";"3,30626";"0,31546"
"1,20000";"3,60589";"0,30115"
"1,30000";"3,90587";"0,32303"
"1,40000";"4,20608";"0,32044"
"1,50000";"4,50618";"0,32929"
"1,60000";"4,80604";"0,30233"
"1,70000";"5,10590";"0,31525"
"1,80000";"5,40588";"0,29861"
"1,90000";"5,70598";"0,31622"
"2,00000";"6,00596";"0,31050"
"2,10000";"6,30594";"0,30891"
"2,20000";"6,60603";"0,31024"
"2,30000";"6,90601";"0,30586"
"2,40000";"7,20599";"0,32739"
"2,50000";"7,50597";"0,30615"
"2,60000";"7,80607";"0,29869"
"2,70000";"8,10605";"0,30739"
"2,80000";"8,40591";"0,30519"
"2,90000";"8,70589";"0,30419"
"3,00000";"9,00610";"0,32068"
"3,10000";"9,30585";"0,32064"
"3,20000";"9,60594";"0,32454"
"3,30000";"9,90581";"0,31203"
"3,40000";"10,20602";"0,32863"
"3,50000";"10,50600";"0,32074"
"3,60000";"10,80551";"0,29897"
"3,70000";"11,10608";"0,31887"
"3,80000";"11,40582";"0,31889"
"3,90000";"11,70603";"0,30452"
"4,00000";"12,00625";"0,32541"
"4,10000";"12,30599";"0,32000"
"4,20000";"12,60597";"0,31265"
"4,30000";"12,90595";"0,32959"
"4,40000";"13,20593";"0,30599"
"4,50000";"13,50591";"0,31678"
"4,60000";"13,80601";"0,31409"
"4,70000";"14,10587";"0,31719"
"4,80000";"14,40597";"0,31999"
"4,90000";"14,70595";"0,33351"
"5,00000";"15,00604";"0,32275"
"5,10000";"15,30614";"0,32852"
"5,20000";"15,60600";"0,31403"
"5,30000";"15,90574";"0,30607"
"5,40000";"16,20608";"0,31645"
"5,50000";"16,50594";"0,31560"
"5,60000";"16,80592";"0,31848"
"5,70000";"17,10625";"0,31288"
"5,80000";"17,40611";"0,31127"
"5,90000";"17,70597";"0,31880"
"6,00000";"18,00607";"0,29594"
"6,10000";"18,30617";"0,32186"
"6,20000";"18,60603";"0,29819"
"6,30000";"18,90601";"0,32209"
"6,40000";"19,20587";"0,32473"
"6,50000";"19,50597";"0,30891"
"6,60000";"19,80583";"0,30035"
"6,70000";"20,10604";"0,32164"
"6,80000";"20,40590";"0,31493"
"6,90000";"20,70612";"0,32536"
"7,00000";"21,00610";"0,31804"
"7,10000";"21,30584";"0,31358"
"7,20000";"21,60629";"0,31091"
"7,30000";"21,90627";"0,31855"
"7,40000";"22,20601";"0,31098"
"7,50000";"22,50599";"0,32026"
"7,60000";"22,80597";"0,31385"
"7,70000";"23,10607";"0,31976"
"7,80000";"23,40593";"0,30890"
"7,90000";"23,70603";"0,31424"
"8,00000";"24,00601";"0,32084"
"8,10000";"24,30610";"0,31188"
"8,20000";"24,60585";"0,31354"
"8,30000";"24,90583";"0,32040"
"8,40000";"25,20569";"0,29897"
"8,50000";"25,50590";"0,31067"
"8,60000";"25,80600";"0,32135"
"8,70000";"26,10598";"0,31350"
"8,80000";"26,40584";"0,30368"
"8,90000";"26,70617";"0,31402"
"9,00000";"27,00603";"0,31435"
"9,10000";"27,30589";"0,31381"
"9,20000";"27,60623";"0,31826"
"9,30000";"27,90609";"0,33584"
"9,40000";"28,20560";"0,31553"
"9,50000";"28,50593";"0,31513"
"9,60000";"28,80614";"0,30560"
"9,70000";"29,10601";"0,30214"
"9,80000";"29,40587";"0,31556"
"9,90000";"29,70573";"0,32094"
"10,00000";"30,00583";"0,33312"
"10,00200";"30,01173";"0,33430"
"10,10200";"30,11255";"0,32398"
"10,20200";"30,20451";"0,31525"
"10,30200";"30,30392";"0,31436"
"10,40200";"30,40403";"0,32477"
"10,50200";"30,50379";"0,31261"
"10,60200";"30,60401";"0,32604"
"10,70200";"30,70401";"0,32184"
"10,80200";"30,80400";"0,31572"
"10,90200";"30,90423";"0,32991"
"11,00200";"31,00387";"0,31506"
"11,10200";"31,10398";"0,31493"
"11,20200";"31,20409";"0,30893"
"11,30200";"31,30408";"0,31780"
"11,40200";"31,40420";"0,32423"
"11,50200";"31,50407";"0,30755"
"11,60200";"31,60406";"0,30673"
"11,70200";"31,70394";"0,36604"
"11,80200";"31,80405";"0,57405"
"11,90200";"31,90393";"1,19402"
"12,00200";"32,00404";"2,03875"
"12,10200";"32,10426";"4,16539"
"12,20200";"32,20402";"6,70239"
"12,30200";"32,30389";"8,29570"
"12,40200";"32,40424";"8,41157"
"12,50200";"32,50388";"8,15824"
"12,60200";"32,60387";"7,79281"
"12,70200";"32,70399";"7,55946"
"12,80200";"32,80409";"7,38540"
"12,90200";"32,90397";"7,16885"
"13,00200";"33,00397";"7,08074"
"13,10200";"33,10384";"6,97317"
"13,20200";"33,20395";"6,87548"
"13,30200";"33,30395";"6,71898"
"13,40200";"33,40417";"6,48669"
"13,50200";"33,50405";"6,36327"
"13,60200";"33,60380";"6,32706"
"13,70200";"33,70404";"6,23827"
"13,80200";"33,80379";"6,12434"
"13,90200";"33,90402";"5,98572"
"14,00200";"34,00413";"5,81910"
"14,10200";"34,10389";"5,75692"
"14,20200";"34,20412";"5,56938"
"14,30200";"34,30411";"4,87892"
"14,40200";"34,40387";"5,08230"
"14,50200";"34,50398";"5,15317"
"14,60200";"34,60386";"5,28118"
"14,70200";"34,70397";"5,30940"
"14,80200";"34,80431";"4,93629"
"14,90200";"34,90395";"4,61423"
"15,00200";"35,00371";"4,94881"
"15,10200";"35,10382";"5,14737"
