;2perc/csv/2p_freezSpecimen_RawData_1.csv;2perc/csv/2p_freezSpecimen_RawData_10.csv;2perc/csv/2p_freezSpecimen_RawData_6.csv;2perc/csv/2p_freezSpecimen_RawData_3.csv;2perc/csv/2p_freezSpecimen_RawData_7.csv;2perc/csv/2p_freezSpecimen_RawData_2.csv;2perc/csv/2p_freezSpecimen_RawData_8.csv;2perc/csv/2p_freezSpecimen_RawData_5.csv;2perc/csv/2p_freezSpecimen_RawData_9.csv;2perc/csv/2p_freezSpecimen_RawData_4.csv
-2.0;;;;0.31134;;;;;;
-1.9000000000000004;0.30563;;0.33799;0.3079036363636364;0.34698999999999997;0.32332;0.33998333333333336;0.3489933333333333;0.3559866666666667;0.3181866666666667
-1.9;0.2972645454545455;;0.3313313636363636;0.29784531818181814;0.3359922727272727;0.3120804545454545;0.3383816666666667;0.33185393939393937;0.34917242424242423;0.31397424242424243
-1.8000000000000007;0.28889909090909094;0.3871466666666667;0.3246727272727273;0.28778699999999996;0.3249945454545454;0.3008409090909091;0.33678;0.31471454545454547;0.34235818181818184;0.3097618181818182
-1.8;0.2845650681818182;0.37551606060606063;0.32079854545454545;0.2865875;0.32246040909090906;0.2947856818181818;0.33622925000000004;0.31178390909090914;0.34125113636363635;0.3052391136363637
-1.7999999999999998;0.28023104545454547;0.3697007575757576;0.31692436363636367;0.285388;0.3199262727272727;0.28873045454545454;0.3356785;0.30885327272727275;0.3401440909090909;0.30071640909090913
-1.700000000000001;0.271563;0.36388545454545457;0.309176;0.28458833333333333;0.31485799999999997;0.27662;0.334577;0.30299200000000004;0.33792999999999995;0.291671
-1.7;0.27437325;0.3545167272727273;0.311126;0.28378866666666663;0.31690725;0.27791974999999997;0.33413950000000003;0.302267;0.33772274999999996;0.29441575
-1.6999999999999997;0.2771835;0.3513938181818182;0.313076;0.282989;0.3189565;0.27921949999999995;0.333702;0.301542;0.33751549999999997;0.2971605
-1.6999999999999993;0.27858862500000003;0.34827090909090913;0.314051;0.28059;0.319981125;0.279869375;0.33348325;0.3011795;0.33741187499999997;0.298532875
-1.6000000000000014;0.27999375000000004;0.345148;0.31502600000000003;0.28098962962962964;0.32100575;0.28051925;0.33326449999999996;0.300817;0.33730825;0.29990525
-1.5999999999999999;0.281398875;0.34619;0.31600100000000003;0.2813892592592593;0.322030375;0.28116912499999996;0.33304575;0.30045449999999996;0.337204625;0.301277625
-1.5999999999999996;0.282804;0.346711;0.31697600000000004;0.2817888888888889;0.323055;0.281819;0.332827;0.30009199999999997;0.337101;0.30265
-1.5;0.2740922222222222;0.347232;0.31865444444444446;0.288362;0.3232011111111111;0.29108;0.3352177777777778;0.3066833333333333;0.34376666666666666;0.2993266666666667
-1.4999999999999998;0.27427241666666663;0.3496593333333333;0.31908233333333336;0.28781500000000004;0.32254083333333333;0.29020425;0.33378183333333333;0.306604;0.34418675;0.298418
-1.4999999999999996;0.2744526111111111;0.350873;0.31951022222222225;0.287268;0.32188055555555556;0.2893285;0.3323458888888889;0.30652466666666667;0.3446068333333333;0.29750933333333335
-1.4000000000000004;0.27481300000000003;0.35208666666666666;0.32036600000000004;0.28617400000000004;0.32056;0.287577;0.329474;0.306366;0.345447;0.295692
-1.3999999999999997;0.27463475000000004;0.3479838333333333;0.317141;0.28526100000000004;0.32143600000000006;0.28928325;0.3264715;0.30627275000000004;0.3474695;0.29559599999999997
-1.3999999999999995;0.2744565;0.34593241666666663;0.31391600000000003;0.28434800000000005;0.32231200000000004;0.2909895;0.323469;0.30617950000000005;0.349492;0.2955
-1.3000000000000007;0.2741;0.343881;0.307466;0.282522;0.324064;0.294402;0.317464;0.305993;0.353537;0.295308
-1.2999999999999996;0.27203625;0.3450485;0.311477;0.2838637727272727;0.32512050000000003;0.2928885;0.32142775;0.30531300000000006;0.34839375;0.29700750000000004
-1.2999999999999994;0.2699725;0.34563225;0.315488;0.28520554545454546;0.32617700000000005;0.291375;0.32539150000000006;0.30463300000000004;0.3432505;0.29870700000000006
-1.200000000000001;0.265845;0.34621599999999997;0.32351;0.28610006060606064;0.32829;0.288348;0.33331900000000003;0.303273;0.332964;0.30210600000000004
-1.1999999999999995;0.2680782954545454;0.3480885;0.32394659090909095;0.28699457575757575;0.3268861363636364;0.2855869090909091;0.3339033409090909;0.3048599772727273;0.33241004545454544;0.3010704090909091
-1.1999999999999993;0.2703115909090909;0.34902475;0.3243831818181818;0.28788909090909093;0.3254822727272727;0.2828258181818182;0.33448768181818184;0.30644695454545456;0.3318560909090909;0.3000348181818182
-1.1000000000000014;0.2725448863636364;0.349961;0.3248197727272727;0.29209304545454545;0.32407840909090907;0.28006472727272724;0.33507202272727277;0.30803393181818184;0.33130213636363637;0.2989992272727273
-1.0999999999999996;0.2747781818181818;0.3487668863636364;0.3252563636363636;0.296297;0.32267454545454544;0.27730363636363636;0.33565636363636364;0.30962090909090906;0.33074818181818183;0.2979636363636364
-1.0999999999999994;0.2754423863636364;0.3475727727272727;0.3252647727272727;0.29788830555555557;0.32437090909090904;0.2772282272727273;0.33538252272727276;0.3107411818181818;0.33314788636363635;0.29771597727272725
-1.0999999999999992;0.2761065909090909;0.3463786590909091;0.32527318181818177;0.2994796111111111;0.3260672727272727;0.2771528181818182;0.3351086818181818;0.31186145454545455;0.3355475909090909;0.2974683181818182
-1.0;0.277435;0.34518454545454547;0.32528999999999997;0.3026622222222222;0.32946;0.277002;0.334561;0.314102;0.340347;0.29697300000000004
