	4perc/csv/4percA Specimen_RawData_1.csv	4perc/csv/4percA Specimen_RawData_2.csv	4perc/csv/4percA Specimen_RawData_3.csv	4perc/csv/4percA Specimen_RawData_4.csv	4perc/csv/4percA Specimen_RawData_5.csv	4perc/csv/4percA Specimen_RawData_6.csv	4perc/csv/4percB Specimen_RawData_1.csv	4perc/csv/4percB Specimen_RawData_2.csv	4perc/csv/4percB Specimen_RawData_3.csv	4perc/csv/4percB Specimen_RawData_4.csv	4perc/csv/4percB Specimen_RawData_5.csv	4perc/csv/4percB Specimen_RawData_6.csv
-2.1999999999999993	-0.00208	0.01475						0.2186				
-1.8000000000000007	0.01646		0.06298									
-1.5	0.0049		0.07571									
-1.1999999999999993	-0.00465											
-0.8999999999999986	0.01613											
-0.6000000000000014	0.0007		0.05526									
-0.29999999999999716	0.01152				0.10735					0.24679		
0.0	-0.01951		0.07407		0.12048				0.22504	0.26473		
0.29999999999999716	0.01247		0.07464						0.24046			
0.6000000000000014	0.00544		0.07872		0.10302					0.24214		
0.8999999999999986	0.00085		0.06228						0.23546			
1.2000000000000028	0.00171				0.12134					0.25297		
1.5	0.00579		0.07906		0.11516				0.23284	0.25094		
1.7999999999999972	0.01485		0.05267						0.22497			
2.1000000000000014	0.00814		0.06725		0.09799				0.23798	0.25275		
2.3999999999999986	0.01772		0.0647		0.10998				0.23467	0.25964		
2.700000000000003	0.00544				0.10886					0.26191		
3.0	0.01015		0.05963		0.10869				0.22844	0.25937		
3.299999999999997	0.00035		0.07613						0.24525			
3.6000000000000014	0.00804		0.07802		0.11031				0.23481	0.25894		
3.8999999999999986	0.01581		0.06746		0.11908				0.24118	0.26256		
4.200000000000003	0.00758				0.11915					0.26633		
4.5	0.01819		0.07671		0.12614				0.24319	0.24603		
4.799999999999997	0.0006		0.06473						0.23558			
5.100000000000001	0.0211		0.07369		0.11773				0.23888	0.24497		
5.399999999999999	0.01115		0.06507		0.1136				0.23458	0.26314		
5.700000000000003	0.01651				0.11107					0.25365		
6.0	0.00036		0.05371		0.10352				0.22685	0.25595		
6.299999999999997	0.01267		0.07177						0.226			
6.600000000000001	0.00861		0.08441		0.09749				0.23048	0.25199		
6.899999999999999	0.01113		0.0734		0.1018				0.23736	0.26037		
7.200000000000003	0.01988				0.12175					0.25892		
7.5	0.01187		0.08006		0.10925				0.23532	0.25923		
7.799999999999997	0.00918		0.07262						0.23141			
8.100000000000001	0.01039		0.08628		0.1135				0.20059	0.25173		
8.399999999999999	0.01889		0.0761		0.11073				0.24185	0.27376		
8.700000000000003	0.0088				0.10665					0.256		
9.0	0.01887		0.07248		0.11855				0.23595	0.25412		
9.299999999999997	0.01523		0.06997						0.21966			
9.600000000000001	-0.00636		0.08541		0.09042				0.21888	0.26592		
9.899999999999999	0.00742		0.08531		0.12				0.23262	0.24491		
10.200000000000003	0.00883				0.09208					0.25685		
10.5	0.01996		0.07583		0.12665				0.21438	0.25729		
10.799999999999997	0.00473		0.08471						0.23101			
11.100000000000001	-0.0007		0.06395		0.09251				0.22211	0.25578		
11.399999999999999	-0.00552		0.06662		0.11864				0.24306	0.25798		
11.700000000000003	0.00968				0.10237					0.26127		
12.0	0.01029		0.07089		0.11303				0.22476	0.24936		
12.299999999999997	0.01759		0.07779						0.22669			
12.600000000000001	0.00372		0.08054		0.10271				0.23241	0.25537		
12.899999999999999	0.00555		0.07425		0.10654				0.24759	0.25953		
13.200000000000003	0.01155				0.11372					0.26042		
13.5	0.01608		0.08444		0.10566				0.25707	0.25936		
13.799999999999997	0.00232		0.07822						0.23001			
14.100000000000001	0.03203		0.06386		0.11129				0.23683	0.25177		
14.399999999999999	0.00682		0.06775		0.11926				0.24248	0.24954		
14.700000000000003	-0.00836				0.10366					0.2565		
15.0	0.01292		0.0694		0.09059				0.24065	0.2538		
15.299999999999997	0.01249		0.08146						0.21504			
15.600000000000001	0.02117		0.08982		0.11253				0.22896	0.26134		
15.899999999999999	0.01603		0.07097		0.10373				0.23245	0.25128		
16.200000000000003	0.02276				0.09952					0.27356		
16.5	0.01277		0.07104		0.12249				0.22347	0.25332		
16.799999999999997	0.00169		0.07273						0.23039			
17.1	0.02736		0.06234		0.11268				0.22469	0.25979		
17.4	0.00778		0.06688		0.11762				0.22953	0.27421		
17.700000000000003	0.01483				0.1078					0.24303		
18.0	0.01895		0.07887		0.11559				0.23795	0.27034		
18.299999999999997	0.01441		0.06052						0.23349			
18.6	0.01624		0.07872		0.12734				0.2225	0.2637		
18.9	0.01423		0.06225		0.11461				0.2261	0.24875		
19.200000000000003	0.0241				0.1065					0.27645		
19.5	0.0024		0.07196		0.11232				0.22792	0.26509		
19.799999999999997	0.01713		0.07774						0.24231			
20.1	0.0262		0.07794		0.11285				0.22456	0.2604		
20.4	-0.0042		0.07481		0.09723				0.23905	0.25128		
20.700000000000003	0.00671				0.10284					0.26168		
21.0	0.00933		0.06651		0.11879				0.23457	0.24683		
21.299999999999997	-0.00952		0.08928						0.2199			
21.6	0.01694		0.07711		0.11019				0.25618	0.25932		
21.9	-0.01182		0.07381		0.12464				0.23083	0.27235		
22.200000000000003	0.00745				0.11606					0.25619		
22.5	0.01527		0.08025		0.11681				0.22279	0.26175		
22.799999999999997	-0.00072		0.07815						0.22971			
23.1	0.013		0.07991		0.11401				0.21859	0.25641		
23.4	0.02043		0.08954		0.12073				0.25944	0.28249		
23.700000000000003	0.02748				0.12083					0.26616		
24.0	0.0137		0.0614		0.11576				0.23425	0.25232		
24.299999999999997	-0.00042		0.06587						0.2174			
24.6	8e-05		0.08532		0.11726				0.23965	0.26578		
24.9	0.0155		0.06787		0.11754				0.25511	0.26417		
25.200000000000003	0.00568				0.12578					0.25451		
25.5	0.00249		0.08142		0.12946				0.22817	0.26033		
25.799999999999997	0.00487		0.06568						0.22697			
26.1	0.01086		0.08731		0.12339				0.22247	0.25364		
26.4	0.00895		0.0838		0.09889				0.22512	0.25142		
26.700000000000003	0.02713				0.12217					0.23922		
27.0	0.01785		0.06507		0.11956				0.23326	0.26149		
27.299999999999997	0.0146		0.08225						0.2359			
27.5	0.03024	0.05957		0.08159		0.14873		0.219375			0.28715	0.28812
27.6	0.01992	0.03655	0.08104		0.11501			0.21886	0.24025	0.26683		
27.700000000000003	-0.00091	0.05659					0.20082	0.21103				
27.799999999999997	0.00868	0.04988		0.08742		0.13201		0.22363			0.28539	
27.9	0.01041	0.06836	0.0668		0.12448			0.23205	0.2331	0.25752		
28.0	0.00959	0.05954	0.07568	0.08699			0.20201	0.21647				
28.1	0.0215	0.05734	0.07208	0.08588		0.14517		0.21766			0.26017	0.29859
28.200000000000003	0.00566	0.04062		0.0926	0.11609			0.20679		0.25784		
28.299999999999997	0.00759	0.02952	0.07997	0.1082				0.22021				
28.4	-0.00611	0.06608	0.0685	0.09103		0.14024		0.21763			0.27712	0.28166
28.5	0.00958	0.04111	0.07691	0.09612	0.11653	0.14474		0.23209	0.22721	0.27583		
28.6	0.00294	0.04875	0.06064	0.09606		0.15304	0.213835	0.19762				0.29599
28.700000000000003	0.01314	0.05557		0.09534			0.20084	0.23332				0.28507
28.799999999999997	0.02943	0.05071	0.0865	0.09149		0.13686		0.21209	0.25428			
28.9	0.0062	0.05343	0.07764	0.07045		0.14506	0.1882	0.22466			0.268035	0.28767
29.0	-0.00235	0.04682	0.06958	0.08702		0.1527	0.19573	0.21236			0.28174	0.29691
29.1	0.00269	0.05088	0.08194	0.08387	0.093475	0.13239	0.18054	0.22701	0.24407	0.267405	0.27025	0.28338
29.200000000000003	0.01336	0.05451		0.0908	0.13457		0.20502	0.22386		0.27979		0.2871
29.299999999999997	0.01189	0.04672	0.08328	0.10478		0.13467		0.21365			0.29024	
