	4perc/csv/4percA Specimen_RawData_1.csv	4perc/csv/4percA Specimen_RawData_2.csv	4perc/csv/4percA Specimen_RawData_3.csv	4perc/csv/4percA Specimen_RawData_4.csv	4perc/csv/4percA Specimen_RawData_5.csv	4perc/csv/4percA Specimen_RawData_6.csv	4perc/csv/4percB Specimen_RawData_1.csv	4perc/csv/4percB Specimen_RawData_2.csv	4perc/csv/4percB Specimen_RawData_3.csv	4perc/csv/4percB Specimen_RawData_4.csv	4perc/csv/4percB Specimen_RawData_5.csv	4perc/csv/4percB Specimen_RawData_6.csv
29.4	-0.00814	0.0645	0.07392	0.09622	0.119	0.12995	0.20333	0.20866	0.23389500000000002	0.24746	0.28264	0.2947
29.5	0.01778	0.05476	0.05013	0.1007	0.11958	0.14691	0.20896	0.20617	0.22336	0.27537	0.28856	0.29095
29.6	0.0239	0.0577	0.06959	0.09684	0.11765	0.13176	0.18567	0.22854	0.22012	0.25531	0.27994	0.30448
29.700000000000003	0.01078	0.05129		0.09728	0.12618		0.19105	0.20897		0.23761		0.30493
29.799999999999997	0.0044	0.06597	0.07419	0.11134		0.14197		0.22798	0.23581		0.27858	
29.9	0.08251	0.3496	0.39441	0.71544	0.25728	0.53059	0.4521	0.38838	0.5351	0.69184	0.50213	0.51976
30.0	3.12986	2.91381	2.60109	4.64997	1.3076	1.68028	2.47725	1.19065	1.71954	1.63554	1.52786	1.47661
30.1	8.23797	7.95546	7.53857	8.7568	5.60767	4.79062	7.24464	4.10127	6.23949	5.24107	3.21529	3.13156
30.200000000000003	9.37301	9.45024		9.61588	8.13682		8.71518	7.48121		7.65696		6.41528
30.299999999999997	9.32703	9.41613	9.16735	9.52099		9.55643		8.64844	9.17235		8.52583	
30.4	8.94437	9.00738	8.82516	9.11972	9.03393	9.36416	9.16416	9.27755	9.30202	8.83455	9.09323	8.8329
30.5	8.45367	8.52378	8.35637	8.67032	8.94185	8.9425	8.85926	9.58063	9.11176	9.14686	9.23913	9.32314
30.6	8.00084	8.05408	7.96536	8.26817	8.57172	8.48602	8.48212	9.52673	8.77476	8.96772	9.02952	9.57911
30.700000000000003	7.63279	7.65817		7.90063	8.15649		8.17255	9.2619		8.60212		9.45718
30.799999999999997	7.32684	7.31467	7.28045	7.58392		7.7766		8.94403	8.09212		8.32179	
30.9	7.03004	7.00281	6.97564	7.28614	7.44777	7.47746	7.51986	8.56205	7.77504	7.9302	7.9777	8.79942
31.0	6.78889	6.67969	6.70397	7.01253	7.15362	7.20558	7.24211	8.08748	7.47148	7.63949	7.6668	8.40931
31.1	6.51148	6.38249	6.40909	6.70475	6.80844	6.94168	6.97248	7.6944	7.17782	7.3722	7.34232	7.97241
31.200000000000003	6.26319	6.05921		6.45713	6.54302		6.70568	7.35195		7.11555		7.62968
31.299999999999997	6.03002	5.69156	5.13087	6.16591		6.45832		7.01474	6.71121		6.85039	
31.4	5.78455	4.73444	4.54939	5.96261	6.0095	6.2236	6.25896	6.74001	6.48509	6.67525	6.60226	7.05277
31.5	5.55122	4.74514	4.91196	5.69471	5.67658	6.00328	6.04993	6.45846	6.28892	6.47666	6.42043	6.79251
31.599999999999994	5.32664	4.79821						6.20718				
31.700000000000003	4.82268	4.72574		4.77983	5.21479		5.73252	5.97668		6.15349		6.35968
31.799999999999997	4.24016	4.92913	4.94265	4.46701		4.69405		5.74588	5.77924		5.906	
31.900000000000006	4.33023	4.94403						5.55124				
32.0	4.64566	4.93105		4.84583	4.45932	4.83795	5.30201	5.35466	5.5066	5.67146	5.60776	5.8173
32.099999999999994	4.75783	4.87354		4.8801				5.1538				
32.2	4.76345	4.81651		4.87046	4.44723		4.93645	5.04554		5.42056		5.53741
32.3	4.78695	4.74975		4.82203		4.96356		4.90428	5.13012		5.10963	
32.400000000000006	4.71739	4.71372		4.76364				4.79429				
32.5	4.68917	4.67179		4.69921	4.57818		4.08564	4.84056	4.9067	4.77978	4.531	4.84551
32.599999999999994	4.64101	4.61862		4.65732				4.89908				
32.7	4.58748	4.57073		4.61219	4.63955			4.89502		4.88167		
32.8	4.55109	4.53539		4.57966				4.88209	4.5262		4.50123	
32.900000000000006	4.52565	4.51856		4.57647				4.83829				
33.0	4.51606	4.4331		4.53643	4.50245			4.82435	4.30976	5.02667		
33.099999999999994	4.46886	4.43143		4.54323				4.76713				
33.2	4.44308	4.38534		4.53006				4.74028				
33.3	4.42908	4.38678		4.53739				4.723	4.14804			
33.400000000000006	4.42648	4.39203		4.54603				4.66545				
33.5	4.39135	4.39859		4.52403				4.63477				
33.599999999999994	4.3835	4.41787		4.53788				4.62219				
33.7	4.382	4.44769		4.56776				4.59586				
33.8	4.39329	4.4834		4.6074				4.57312				
33.900000000000006	4.39864	4.5053		4.63665				4.5465				
34.0	4.39654	4.56641		4.63761				4.53022				
34.099999999999994	4.41874	4.62186		4.68545				4.51398				
34.2	4.43767	4.65173		4.70885				4.5141				
34.3	4.45475	4.69714		4.74566				4.49525				
34.400000000000006	4.44184	4.69944		4.81845				4.50541				
34.5	4.44304	4.72348		4.85902				4.49392				
34.599999999999994	4.44933	4.73905		4.86304				4.49896				
34.7	4.46209	4.77249		4.88951				4.47031				
34.8	4.47587	4.79143		4.92295				4.47334				
34.900000000000006	4.4527	4.79473		4.9592				4.46982				
35.0	4.45046	4.81794		4.9935				4.50852				
35.099999999999994	4.49163	4.80286		5.03623				4.49385				
35.2	4.56818	4.8195		5.08244				4.5641				
35.3	4.61521	4.84612		5.13334				4.60024				
35.400000000000006	4.68403	4.86092		5.17111				4.62858				
35.5	4.81452	4.90678		5.23835				4.66504				
35.599999999999994	4.9298	4.93808		5.29567				4.70341				
35.7	5.01136	4.97097		5.3221				4.6932				
35.8	5.10797	5.04491		5.36174				4.70908				
35.900000000000006	5.19563	5.11479		5.39245				4.74389				
36.0	5.32138	5.19876		5.48374				4.7877				
36.099999999999994	5.4218	5.26917		5.53016				4.80253				
36.2	5.5392	5.28723		5.59276				4.89002				
36.3	5.58993	5.35215		5.58562				4.94036				
36.400000000000006	5.63958	5.42764		5.65392				4.98122				
36.5	5.6718	5.55487		5.70102				5.02554				
36.599999999999994	5.71037	5.64531		5.75898				5.07704				
36.7	5.74804	5.69048		5.81661				5.16837				
36.8	5.77936	5.66072		5.84314				5.27485				
36.900000000000006	5.80545	5.6287		5.87929				5.41408				
37.0	5.83928	5.65705		5.87559				5.58629				
37.099999999999994	5.82175	5.67103		5.92894				5.66693				
37.2	5.85638	5.70656		6.00052				5.74291				
37.3	5.85451	5.74686		6.03009				5.80144				
37.400000000000006	5.84808	5.74652		6.1114				5.79772				
37.5	5.81584	5.79351		6.17559				5.85436				
37.599999999999994	5.78106	5.86507		6.15627				5.92886				
37.7	5.76203	5.90447		6.17837				5.98746				
37.8	5.69717	5.96446		6.15301				6.04813				
37.900000000000006	5.65819	6.01373		6.13312				6.1219				
38.0	5.62845	6.06203		6.07396				6.17772				
38.099999999999994	5.55759	6.06016		6.03618				6.21736				
38.2	5.49879	6.06478		5.99394				6.26661				
38.3	5.44809	6.00397		5.94661				6.33863				
38.400000000000006	5.3726	5.92725		5.85907				6.41778				
38.5	5.3234	5.85876		5.82058				6.45929				
38.599999999999994	5.2715	5.79016		5.7824				6.47531				
38.7	5.22212	5.68691		5.73464				6.42254				
38.8	5.1813	5.6085		5.67815				6.34684				
38.900000000000006	5.14199	5.57213		5.65123				6.29503				
39.0	5.07931	5.50342		5.6246				6.21423				
39.099999999999994	5.06178	5.44303		5.58473				6.16613				
39.2	5.02018	5.37334		5.55505				6.0846				
39.3	5.00738	5.33765		5.51519				5.97881				
39.400000000000006	4.95491	5.29088		5.47363				5.89967				
39.5	4.92495	5.27351		5.437				5.80718				
39.599999999999994	4.89232	5.23885		5.39077				5.7317				
39.7	4.87579	5.20664		5.36601				5.71717				
39.8	4.8245	5.20441		5.3241				5.64455				
39.900000000000006	4.79663	5.17245		5.29913				5.59875				
40.0	4.78081	5.15432		5.27939				5.56767				
40.099999999999994	4.74742	5.13445		5.25435				5.55469				
40.2	4.72254	5.10887		5.20205				5.5473				
40.3	4.70767	5.10045		5.17177				5.4898				
40.400000000000006	4.68413	5.07508		5.16396				5.46187				
40.5	4.66238	5.07148		5.12888				5.42183				
40.599999999999994	4.64646	5.07941		5.1046				5.42015				
40.7	4.63766	5.07443		5.09573				5.40257				
40.8	4.62351	5.07759		5.08839				5.36456				
40.900000000000006	4.63213	5.08294		5.07613				5.37168				
41.0	4.63666	5.05778		5.04781				5.35257				
41.099999999999994	4.62018	5.07293		5.06168				5.33345				
41.2	4.62334	5.11069		5.0366				5.31268				
41.3	4.64422	5.15668		5.04463				5.30678				
41.400000000000006	4.63333	5.16982		5.02495				5.27656				
41.5	4.66829	5.20862		5.00809				5.25352				
41.599999999999994	4.69147	5.22078		5.01485				5.26309				
41.7	4.71875	5.2428		5.01564				5.23695				
41.8	4.75215	5.29391		4.98789				5.20349				
41.900000000000006	4.79148	5.31534		5.01337				5.23039				
42.0	4.84318	5.38289		5.00348				5.21213				
42.099999999999994	4.88871	5.4147		5.02656				5.21762				
42.2	4.93162	5.46491		5.05358				5.22442				
42.3	4.96581	5.50104		5.07451				5.24511				
42.400000000000006	5.01007	5.52132		5.09607				5.26191				
42.5	5.05497	5.55441		5.13297				5.28875				
-1.8999999999999986		0.0539						0.1972				
-1.6000000000000014		0.04677		0.07234				0.20342				
-1.3000000000000007		0.04407		0.0938		0.13135		0.20605				
-1.0		0.0394		0.10268		0.13445		0.19158				0.27588
-0.6999999999999993		0.04548		0.08135				0.20461				0.28192
-0.3999999999999986		0.04584		0.09581				0.20942				0.28544
-0.10000000000000142		0.05622		0.11007		0.12647		0.21754			0.25614	
0.20000000000000284		0.04944		0.08499				0.20457				0.26305
0.5		0.04256		0.10021		0.14459		0.21105			0.27061	0.27967
0.7999999999999972		0.04062		0.08131		0.12325		0.22036			0.27908	
1.1000000000000014		0.05271		0.08954		0.13639		0.21051			0.27704	0.27588
1.3999999999999986		0.05426		0.08868		0.13632		0.22711			0.26905	0.27686
1.7000000000000028		0.0523		0.0941				0.20856				0.29098
2.0		0.04799		0.09523		0.13974		0.21489			0.28271	0.28971
2.299999999999997		0.05806		0.079		0.13813		0.20323			0.24739	
2.6000000000000014		0.06722		0.10132		0.13253		0.21948			0.29402	0.28624
2.8999999999999986		0.0338		0.06865		0.12991		0.20607			0.26528	0.27387
3.200000000000003		0.04088		0.08834				0.22617				0.28652
3.5		0.04992		0.0855		0.12683		0.21798			0.2809	0.27266
3.799999999999997		0.02911		0.09573		0.13321		0.19205			0.27941	
4.100000000000001		0.03998		0.09432		0.10582		0.21181			0.27078	0.29411
4.399999999999999		0.04071		0.08038		0.13291		0.22292			0.26242	0.26741
4.700000000000003		0.0519		0.09538				0.20953				0.29208
5.0		0.03988		0.09933		0.12737		0.21606			0.27166	0.28082
5.299999999999997		0.06691		0.08483		0.14908		0.20973			0.28496	
5.600000000000001		0.03873		0.09714		0.13665		0.22486			0.25869	0.26807
5.899999999999999		0.0584		0.08707		0.1236		0.22285			0.26319	0.29447
6.200000000000003		0.04851		0.08841				0.2159				0.26219
6.5		0.05693		0.08302		0.11509		0.21249			0.26963	0.29976
6.799999999999997		0.05112		0.08535		0.13677		0.21745			0.27085	
7.100000000000001		0.05926		0.09041		0.13275		0.20146			0.25695	0.29571
7.399999999999999		0.05299		0.07703		0.14351		0.20255			0.2734	0.29103
7.700000000000003		0.03212		0.104				0.21759				0.29343
8.0		0.04644		0.09971		0.13154		0.22203			0.28872	0.28632
8.299999999999997		0.04792		0.08773		0.13769		0.20947			0.25318	
8.600000000000001		0.05203		0.07148		0.13209		0.22447			0.26807	0.28291
8.899999999999999		0.05952		0.0798		0.14778		0.21167			0.27247	0.28323
9.200000000000003		0.05668		0.08694				0.21068				0.28516
9.5		0.04443		0.07787		0.14547		0.22522			0.28095	0.28438
9.799999999999997		0.05713		0.08491		0.14708		0.21254			0.27345	
10.100000000000001		0.03091		0.08696		0.14336		0.20947			0.26267	0.29103
10.399999999999999		0.05324		0.08296		0.1209		0.21675			0.25026	0.28683
10.700000000000003		0.04245		0.09379				0.21723				0.2931
11.0		0.04528		0.08209		0.15529		0.224			0.25583	0.28279
11.299999999999997		0.03828		0.10733		0.13176		0.21171			0.26945	
11.600000000000001		0.04612		0.09894		0.10974		0.21371			0.27088	0.28145
11.899999999999999		0.03662		0.08318		0.12488		0.23558			0.27432	0.29647
12.200000000000003		0.04859		0.10242				0.20735				0.29386
12.5		0.05463		0.1115		0.13771		0.21371			0.27699	0.28572
12.799999999999997		0.04415		0.08413		0.13825		0.2214			0.26524	
13.100000000000001		0.05664		0.1023		0.12225		0.22078			0.27158	0.28601
13.399999999999999		0.04455		0.09449		0.1375		0.20335			0.27393	0.30037
13.700000000000003		0.05106		0.09109				0.22023				0.29808
14.0		0.04298		0.10441		0.14196		0.21255			0.27232	0.30202
14.299999999999997		0.06159		0.09657		0.13998		0.20919			0.28467	
14.600000000000001		0.05004		0.10248		0.1353		0.2021			0.27757	0.27424
14.899999999999999		0.03638		0.07833		0.13297		0.20519			0.27268	0.28421
15.200000000000003		0.06107		0.08681				0.20622				0.29055
15.5		0.04585		0.08683		0.13623		0.20697			0.26632	0.28355
15.799999999999997		0.06213		0.08372		0.14569		0.20961			0.25677	
16.1		0.05701		0.10313		0.13224		0.21141			0.26511	0.27554
16.4		0.04404		0.06998		0.12436		0.19399			0.26971	0.29359
16.700000000000003		0.05656		0.09209				0.22348				0.28294
17.0		0.06356		0.10474		0.12275		0.23016			0.28175	0.27253
17.299999999999997		0.06016		0.09456		0.12517		0.22195			0.29255	
17.6		0.03834		0.0844		0.13903		0.2035			0.29181	0.2809
17.9		0.06399		0.10888		0.14506		0.23156			0.25035	0.30095
18.200000000000003		0.06891		0.08736				0.20973				0.2779
18.5		0.05029		0.09068		0.13965		0.22701			0.27338	0.30357
18.799999999999997		0.04004		0.09004		0.12867		0.21025			0.27041	
19.1		0.04673		0.08933		0.15185		0.21762			0.27669	0.2799
19.4		0.04188		0.10288		0.1419		0.21799			0.2771	0.28637
19.700000000000003		0.0573		0.10187				0.22376				0.27638
20.0		0.03858		0.09031		0.13653		0.22489			0.29337	0.28425
20.299999999999997		0.04952		0.09043		0.13678		0.21636			0.27083	
20.6		0.0584		0.09136		0.12989		0.21798			0.28239	0.28938
20.9		0.061		0.0851		0.1261		0.22893			0.27899	0.29329
21.200000000000003		0.0478		0.08176				0.21961				0.28755
21.5		0.04757		0.10633		0.13434		0.23909			0.29289	0.27479
21.799999999999997		0.04238		0.09225		0.13925		0.21856			0.26368	
22.1		0.0382		0.08716		0.15262		0.19513			0.27521	0.2844
22.4		0.05483		0.10304		0.15864		0.21433			0.29619	0.28466
22.700000000000003		0.05515		0.08048				0.21095				0.28032
23.0		0.04609		0.09337		0.14323		0.21314			0.27257	0.29639
23.299999999999997		0.06074		0.10833		0.15743		0.2119			0.29337	
23.6		0.05025		0.0869		0.13231		0.22762			0.2892	0.29131
23.9		0.03479		0.09462		0.14322		0.2249			0.27865	0.27723
24.200000000000003		0.03471		0.10169				0.2311				0.26586
24.5		0.06279		0.07908		0.12051		0.20772			0.26827	0.30375
24.799999999999997		0.04401		0.07989		0.14311		0.22011			0.28314	
25.1		0.03904		0.08888		0.13969		0.22604			0.28302	0.29266
25.4		0.04909		0.08926		0.13708		0.19542			0.27149	0.28371
25.700000000000003		0.06243		0.08689				0.22092				0.29405
26.0		0.05054		0.10869		0.13089		0.21959			0.28692	0.29879
26.299999999999997		0.05226		0.10801		0.1293		0.21669			0.27213	
26.6		0.06049		0.08331		0.13512		0.22317			0.27633	0.2712
26.9		0.05135		0.08466		0.13179		0.23229			0.29089	0.27617
27.200000000000003		0.05598		0.07548				0.2277				0.29126
-1.2000000000000028			0.05673									
-0.9000000000000021			0.08344									
-0.3000000000000007			0.08292						0.20974			
1.1999999999999957			0.08217									
2.6999999999999957			0.06489						0.23783			
4.199999999999996			0.09206						0.24868			
5.699999999999996			0.08149						0.2309			
7.199999999999996			0.07186						0.22192			
8.699999999999996			0.07194						0.23146			
10.199999999999996			0.07639						0.24632			
11.699999999999996			0.08195						0.23634			
13.199999999999996			0.06962						0.24612			
14.699999999999996			0.07939						0.22425			
16.199999999999996			0.06675						0.23922			
17.699999999999996			0.088						0.20208			
19.199999999999996			0.05766						0.22868			
20.699999999999996			0.0702						0.22859			
22.199999999999996			0.06105						0.24814			
23.699999999999996			0.07125						0.24126			
25.199999999999996			0.07014						0.24711			
26.699999999999996			0.07444						0.24682			
28.199999999999996			0.08926						0.23813			
28.699999999999996			0.06637			0.12596					0.30018	
29.199999999999996			0.07139			0.13797					0.27421	
29.699999999999996			0.08514			0.13449			0.23412		0.2624	
30.199999999999996			9.09486			8.71369			8.67447		6.94855	
30.699999999999996			7.59855			8.10371			8.3911		8.66837	
31.199999999999996			6.11219			6.67923			6.92167		7.08614	
31.6			4.91007	5.50833	5.4055	5.76032	5.86583		6.0959	6.29667	6.22282	6.58635
31.699999999999996			4.91031			5.17497			5.93551		6.01387	
31.9			4.86936	4.74898	4.90979	4.76447	5.42357		5.6301	5.79065	5.74182	6.01672
31.999999999999993			4.79563									
32.1			4.77049		4.37061	4.86346	5.14625		5.37743	5.53357	5.46297	5.70216
32.199999999999996			4.76598			4.92853			5.25525		5.3128	
32.300000000000004			4.67839		4.48661		4.22692			5.16835		5.43924
32.4			4.63648		4.54795	4.98852	3.93933		4.99276	4.8245	4.69776	5.23989
32.49999999999999			4.57992			4.97033						
32.6			4.50739		4.6505	4.96603	4.17065		4.81536	4.81005	4.54356	4.73024
32.699999999999996			4.44815			4.93583	4.34045		4.65664		4.42403	4.84604
32.800000000000004			4.4236		4.62301	4.9095	4.42989			4.98128		4.8659
32.9			4.39868		4.61673	4.89798	4.47671		4.41809	5.00573	4.56692	4.81751
32.99999999999999			4.33784			4.8621					4.6451	
33.1			4.29963		4.55794	4.8603	4.51846		4.28339	5.01178	4.60789	4.85761
33.199999999999996			4.24484		4.5046	4.83329	4.49523		4.16609	5.01297	4.62245	4.8577
33.300000000000004			4.2146		4.49858	4.78104	4.50662			5.00226	4.61446	4.84068
33.4			4.19427		4.47555	4.75397	4.49719		4.18618	4.96962	4.62101	4.8328
33.49999999999999			4.14732			4.74039			4.11193		4.6218	
33.6			4.13731		4.51177	4.70312	4.43004		4.2587	4.8815	4.60556	4.76753
33.699999999999996			4.13951		4.5018	4.68209	4.45011		4.26981	4.82819	4.62698	4.74316
33.800000000000004			4.15802		4.506	4.66537	4.43705		4.31926	4.80931	4.60401	4.72469
33.9			4.14063		4.53384	4.63955	4.43736		4.38458	4.77235	4.62223	4.70433
33.99999999999999			4.18224			4.63435			4.3848		4.62731	
34.1			4.21079		4.5859	4.62428	4.38725		4.41951	4.70468	4.64231	4.65999
34.199999999999996			4.2575		4.64208	4.613	4.40251		4.39684	4.69244	4.64943	4.64391
34.300000000000004			4.26747		4.67473	4.6468	4.4024		4.38733	4.64228	4.67291	4.61746
34.4			4.33844		4.67991	4.62772	4.40548		4.40373	4.6302	4.68529	4.61307
34.49999999999999			4.36969			4.63346			4.39116		4.73851	
34.6			4.40447		4.74436	4.64791	4.46123		4.39327	4.62398	4.74937	4.60532
34.699999999999996			4.43212		4.7664	4.65903	4.44724		4.38544	4.58778	4.77417	4.56556
34.800000000000004			4.45836		4.75431	4.65849	4.48656		4.40347	4.56718	4.83481	4.57398
34.9			4.46133		4.75238	4.67263	4.53299		4.42329	4.58167	4.85724	4.58567
34.99999999999999			4.50704			4.68162			4.43582		4.88043	
35.1			4.52999		4.75041	4.70961	4.59098		4.45585	4.53214	4.90049	4.57683
35.199999999999996			4.54113		4.75492	4.70341	4.63198		4.47716	4.55806	4.94172	4.60947
35.300000000000004			4.5629		4.78367	4.70664	4.64874		4.5215	4.51305	4.98876	4.6427
35.4			4.59111		4.82168	4.70731	4.65996		4.56235	4.51455	5.07634	4.63577
35.49999999999999			4.61035			4.68963			4.55413		5.12871	
35.6			4.64004		4.87964	4.69041	4.73472		4.62094	4.57196	5.1346	4.73693
