;8perc/csv/8percB Specimen_RawData_5.csv;8perc/csv/8percA Specimen_RawData_4.csv;8perc/csv/8percB Specimen_RawData_4.csv;8perc/csv/8percB Specimen_RawData_1.csv;8perc/csv/8percA Specimen_RawData_6.csv;8perc/csv/8percB Specimen_RawData_2.csv;8perc/csv/8percA Specimen_RawData_3.csv;8perc/csv/8percB Specimen_RawData_6.csv;8perc/csv/8percA Specimen_RawData_5.csv;8perc/csv/8percA Specimen_RawData_2.csv;8perc/csv/8percB Specimen_RawData_3.csv;8perc/csv/8percA Specimen_RawData_1.csv
1.0000000000000018;0.4728394444444444;0.4173711111111111;0.46541;0.4561160714285714;0.42584666666666665;0.452992;0.418708;0.47596777777777777;0.4274425;0.4117622222222222;0.4595388888888889;0.3968888888888889
1.000000000000002;0.4732125;0.41746518518518516;0.46643666666666667;0.45519571428571426;0.4257633333333333;0.453514;0.418786;0.47588962962962966;0.42756;0.41242999999999996;0.46063;0.3965048148148148
1.0999999999999979;0.474051875;0.41755925925925924;0.46746333333333334;0.4542753571428571;0.42568;0.454036;0.418864;0.4758114814814815;0.4276775;0.4130977777777778;0.4617211111111111;0.3961207407407408
1.0999999999999996;0.47489125;0.4176533333333333;0.46849;0.45335499999999995;0.426172;0.454558;0.41894200000000004;0.47573333333333334;0.427795;0.41376555555555555;0.46281222222222224;0.3957366666666667
1.0999999999999999;0.47573062499999996;0.4178226666666667;0.47157000000000004;0.4524346428571428;0.4262704;0.45508;0.41902;0.47559266666666666;0.4279125;0.4144333333333333;0.46390333333333333;0.39504533333333336
1.1000000000000014;0.47657;0.417992;0.47465;0.4515142857142857;0.4263688;0.45560199999999995;0.41909799999999997;0.475452;0.42802999999999997;0.415435;0.46554;0.39435400000000004
1.1000000000000019;0.473915;0.41816133333333333;0.47501000000000004;0.45059392857142855;0.4264672;0.456124;0.419176;0.47531133333333336;0.42814749999999996;0.4164366666666667;0.4671766666666667;0.39366266666666666
1.100000000000002;0.47126;0.41833066666666663;0.47537;0.4496735714285714;0.4265656;0.4567504;0.4192696;0.4751706666666667;0.428265;0.4174383333333333;0.4688133333333333;0.39297133333333334
1.1999999999999993;0.470198;0.4185;0.47573;0.44875321428571424;0.426664;0.4573768;0.4193632;0.47503;0.4283825;0.41844;0.47045;0.39228
1.1999999999999995;0.469136;0.41969199999999995;0.47609;0.44783285714285714;0.426746;0.4580032;0.4194568;0.47399;0.4285;0.418358;0.469595;0.394049
1.1999999999999997;0.468074;0.420884;0.47633000000000003;0.4469125;0.426828;0.45862959999999997;0.4195504;0.47295;0.4286175;0.418276;0.46874;0.395818
1.200000000000002;0.467012;0.42147999999999997;0.47657;0.44476499999999997;0.42691;0.459256;0.419644;0.47243;0.42889166666666667;0.41824866666666666;0.468455;0.3967025
1.2000000000000022;0.46595;0.422076;0.47681;0.4426175;0.42699200000000004;0.459778;0.41972200000000004;0.47191;0.4291658333333333;0.41822133333333333;0.46817;0.397587
1.2000000000000028;0.46506499999999995;0.422672;0.47705000000000003;0.44047;0.427074;0.4603;0.4198;0.47139;0.42944;0.41819399999999995;0.467885;0.3984715
1.2999999999999994;0.46418;0.423268;0.47729;0.44441749999999997;0.42715600000000004;0.46082199999999995;0.419878;0.47087;0.429375;0.41816666666666663;0.4676;0.399356
1.2999999999999996;0.463295;0.4236085714285714;0.47753;0.44498142857142853;0.4272262857142857;0.461344;0.419956;0.4705728571428571;0.4293657142857143;0.4181393333333333;0.467315;0.3998614285714286
1.2999999999999998;0.46241;0.42394914285714286;0.477818;0.44554535714285715;0.42729657142857147;0.461866;0.420034;0.4702757142857143;0.4293564285714286;0.418112;0.46703;0.40036685714285714
1.300000000000002;0.46152499999999996;0.42428971428571427;0.47810600000000003;0.4461092857142857;0.42736685714285716;0.46238799999999997;0.420112;0.4699785714285714;0.42934714285714287;0.4180885714285714;0.4667857142857143;0.40087228571428574
1.3000000000000023;0.46064;0.42463028571428574;0.478394;0.44667321428571427;0.4274371428571429;0.463954;0.420346;0.4696814285714286;0.4293378571428571;0.41806514285714286;0.46654142857142855;0.4013777142857143
1.3000000000000043;0.457985;0.42497085714285715;0.478682;0.44723714285714283;0.4275074285714286;0.46552;0.42058;0.4693842857142857;0.4293285714285714;0.4180417142857143;0.46629714285714285;0.4018831428571429
1.3999999999999986;0.45533;0.4253114285714286;0.47897;0.44780107142857145;0.42757771428571434;0.463852;0.42044733333333334;0.46908714285714287;0.4293192857142857;0.4180182857142857;0.4660528571428571;0.40238857142857143
1.3999999999999995;0.456001;0.42565200000000003;0.477899;0.448365;0.42764800000000003;0.462184;0.42031466666666667;0.46879;0.42930999999999997;0.4179948571428571;0.4658085714285714;0.40289400000000003
1.3999999999999997;0.456672;0.4260493333333334;0.47682800000000003;0.44902291666666666;0.427812;0.460516;0.420182;0.4684433333333333;0.4292991666666666;0.41797142857142855;0.46556428571428565;0.4034836666666667
1.4;0.457343;0.4264466666666667;0.4762925;0.44968083333333336;0.427976;0.458848;0.42004933333333333;0.46809666666666666;0.4292883333333333;0.417948;0.46531999999999996;0.40407333333333334
1.4000000000000021;0.45801400000000003;0.426844;0.475757;0.45033875;0.42814;0.45718;0.41991666666666666;0.46775;0.4292775;0.4179152;0.46497799999999995;0.404663
1.4000000000000024;0.458685;0.42724133333333336;0.4752215;0.45099666666666666;0.42917777777777777;0.45579;0.4198061111111111;0.46740333333333334;0.42926666666666663;0.4178824;0.46463599999999994;0.4052526666666667
1.4999999999999993;0.4592441666666667;0.4276386666666667;0.474686;0.45165458333333336;0.4302155555555556;0.45439999999999997;0.41969555555555554;0.4670566666666667;0.42925583333333334;0.4178496;0.464294;0.40584233333333336
1.4999999999999996;0.45980333333333334;0.428036;0.47441825;0.4523125;0.4312533333333333;0.45301;0.419585;0.46671;0.429245;0.4178168;0.463952;0.406432
1.4999999999999998;0.4603625;0.4285128;0.47415050000000003;0.45428625;0.4316425;0.45162;0.4194744444444445;0.466294;0.4292125;0.417784;0.46360999999999997;0.4071396
1.5;0.4609216666666667;0.4289896;0.47388275;0.45626;0.43203166666666665;0.45023;0.4193638888888889;0.465878;0.42918;0.41762;0.4619;0.4078472
1.5000000000000022;0.46148083333333334;0.4294664;0.473615;0.45582812500000003;0.4324208333333333;0.44884;0.41925333333333337;0.465462;0.42867;0.41784;0.46163125;0.4085548
1.5000000000000024;0.46204;0.4299432;0.47334725;0.45539625;0.43281000000000003;0.44745;0.4191427777777778;0.465046;0.42816;0.41806;0.46136249999999995;0.4092624
1.5000000000000036;0.46251928571428574;0.43042;0.4730795;0.454964375;0.4331991666666667;0.44606;0.41903222222222225;0.46463;0.42765000000000003;0.41828;0.46109374999999997;0.40997
1.5999999999999992;0.4629985714285714;0.4295466666666667;0.47281175000000003;0.4545325;0.43358833333333335;0.44467;0.4189216666666667;0.4635066666666667;0.42714;0.4185;0.460825;0.40839
