;lard/csv/margarinSpecimen_RawData_8.csv;lard/csv/margarinSpecimen_RawData_7.csv;lard/csv/margarinSpecimen_RawData_2.csv;lard/csv/margarinSpecimen_RawData_5.csv;lard/csv/margarinSpecimen_RawData_6.csv;lard/csv/margarinSpecimen_RawData_1.csv;lard/csv/margarinSpecimen_RawData_4.csv;lard/csv/margarinSpecimen_RawData_10.csv;lard/csv/margarinSpecimen_RawData_9.csv;lard/csv/margarinSpecimen_RawData_3.csv
11.677999999999999;-0.85691;-0.3829175;-0.59362;-0.7235499999999999;-0.6486099999999999;-0.7901466666666667;-0.29167333333333334;-0.6500699999999999;-0.519555;-1.1596333333333333
11.679999999999998;-0.85264;-0.37774;-0.5902483333333334;-0.7232466666666666;-0.64659;-0.7874133333333333;-0.28900666666666663;-0.6495249999999999;-0.5191;-1.1555116666666665
11.68;-0.8501033333333333;-0.37606833333333334;-0.5868766666666667;-0.7229433333333333;-0.64457;-0.78468;-0.28634;-0.64898;-0.518645;-1.15139
11.680000000000001;-0.8475666666666667;-0.37439666666666666;-0.5835049999999999;-0.72264;-0.64255;-0.7819466666666667;-0.28203;-0.648435;-0.51819;-1.1478983333333332
11.684;-0.84503;-0.372725;-0.5801333333333333;-0.723895;-0.6390374999999999;-0.7792133333333333;-0.27771999999999997;-0.64789;-0.5159775;-1.1444066666666666
11.685999999999998;-0.8424933333333333;-0.37105333333333335;-0.5767616666666666;-0.72515;-0.6355249999999999;-0.77648;-0.27341;-0.6475259999999999;-0.513765;-1.140915
11.688;-0.8399566666666667;-0.36938166666666666;-0.57339;-0.726405;-0.6320125;-0.774466;-0.2691;-0.647162;-0.5115525000000001;-1.1374233333333332
11.69;-0.83742;-0.36771;-0.5713779999999999;-0.72766;-0.6285;-0.772452;-0.26478999999999997;-0.646798;-0.50934;-1.1339316666666666
11.690000000000001;-0.8335957142857143;-0.36745;-0.5693659999999999;-0.728926;-0.62595;-0.770438;-0.26048;-0.6464340000000001;-0.507192;-1.13044
11.694;-0.8297714285714286;-0.36718999999999996;-0.567354;-0.730192;-0.6234;-0.768424;-0.25640999999999997;-0.64607;-0.505044;-1.127414
11.696;-0.8259471428571429;-0.36693;-0.565342;-0.731458;-0.62085;-0.76641;-0.25234;-0.6457350000000001;-0.502896;-1.124388
11.698000000000002;-0.8221228571428572;-0.36667;-0.56333;-0.732724;-0.6183;-0.7656740000000001;-0.24827;-0.6454000000000001;-0.500748;-1.121362
11.699999999999998;-0.8182985714285714;-0.36641;-0.56164875;-0.73399;-0.61575;-0.764938;-0.2442;-0.645065;-0.4986;-1.118336
11.7;-0.8144742857142857;-0.36615;-0.5599675;-0.7329450000000001;-0.6145383333333333;-0.764202;-0.24013;-0.64473;-0.49632666666666664;-1.11531
11.700000000000001;-0.81065;-0.36589;-0.55828625;-0.7319;-0.6133266666666667;-0.763466;-0.2372275;-0.644395;-0.49405333333333334;-1.110975
11.700000000000012;-0.79926;-0.35872;-0.556605;-0.730855;-0.612115;-0.76273;-0.234325;-0.6440600000000001;-0.49178;-1.10664
11.703999999999999;-0.7964125;-0.35692749999999995;-0.5543633333333333;-0.7300712500000001;-0.61120625;-0.7608900000000001;-0.233164;-0.64205;-0.4906433333333333;-1.104906
11.706000000000001;-0.793565;-0.355135;-0.5521216666666667;-0.7292875000000001;-0.6102974999999999;-0.75905;-0.23200300000000001;-0.640235;-0.48950666666666665;-1.103172
11.708;-0.7907175;-0.3533425;-0.54988;-0.72850375;-0.60938875;-0.75739;-0.230842;-0.63842;-0.48836999999999997;-1.101438
11.709999999999999;-0.78787;-0.35155;-0.5469333333333334;-0.72772;-0.60848;-0.75573;-0.229681;-0.6366050000000001;-0.48723333333333335;-1.099704
11.71;-0.7858833333333333;-0.34851714285714286;-0.5439866666666667;-0.7261557142857143;-0.6074285714285714;-0.75407;-0.22852;-0.6347900000000001;-0.4860966666666667;-1.09797
11.710000000000003;-0.7838966666666667;-0.3454842857142857;-0.54104;-0.7245914285714286;-0.6063771428571428;-0.75241;-0.22610285714285713;-0.6329750000000001;-0.48496;-1.095432857142857
11.713999999999997;-0.78191;-0.3424514285714286;-0.5380933333333333;-0.7230271428571429;-0.6053257142857142;-0.75075;-0.2236857142857143;-0.63116;-0.483806;-1.092895714285714
11.716;-0.7799233333333333;-0.3394185714285714;-0.5351466666666667;-0.7214628571428572;-0.6042742857142858;-0.74909;-0.22126857142857143;-0.6293583333333334;-0.482652;-1.0903585714285713
11.717999999999998;-0.7779366666666667;-0.3363857142857143;-0.5322;-0.7198985714285715;-0.6032228571428572;-0.7483083333333334;-0.21885142857142859;-0.6275566666666667;-0.481498;-1.0878214285714285
11.719999999999997;-0.77595;-0.3333528571428571;-0.5283633333333333;-0.7183342857142857;-0.6021714285714286;-0.7475266666666667;-0.21643428571428572;-0.6257550000000001;-0.480344;-1.0852842857142857
11.72;-0.77604375;-0.33032;-0.5245266666666667;-0.71677;-0.60112;-0.746745;-0.21401714285714285;-0.6239533333333334;-0.47919;-1.0827471428571427
11.720000000000002;-0.7761375;-0.32616428571428574;-0.52069;-0.713704;-0.598028;-0.7459633333333333;-0.2116;-0.6221516666666667;-0.478026;-1.08021
11.724000000000002;-0.77623125;-0.3220085714285714;-0.5168533333333333;-0.710638;-0.594936;-0.7451816666666666;-0.20864200000000002;-0.62035;-0.476862;-1.074164
11.725999999999997;-0.7763249999999999;-0.31785285714285716;-0.5130166666666667;-0.707572;-0.5918439999999999;-0.7444;-0.205684;-0.6184583333333333;-0.475698;-1.068118
11.728;-0.7764187499999999;-0.31369714285714284;-0.50918;-0.704506;-0.5887519999999999;-0.742405;-0.20272600000000002;-0.6165666666666666;-0.474534;-1.062072
11.729999999999999;-0.7765124999999999;-0.3095414285714286;-0.5064233333333333;-0.70144;-0.58566;-0.74041;-0.199768;-0.614675;-0.47337;-1.056026
11.73;-0.7766062499999999;-0.30538571428571426;-0.5036666666666667;-0.699665;-0.584815;-0.738415;-0.19681;-0.6127833333333333;-0.4729675;-1.04998
11.730000000000002;-0.7767;-0.30123;-0.50091;-0.69789;-0.58397;-0.73642;-0.194785;-0.6108916666666666;-0.472565;-1.0441216666666666
11.734;-0.7762199999999999;-0.29627333333333333;-0.49815333333333334;-0.696115;-0.583125;-0.734425;-0.19276000000000001;-0.609;-0.47216250000000004;-1.0382633333333333
11.735999999999999;-0.77574;-0.29131666666666667;-0.4953966666666667;-0.69434;-0.58228;-0.73243;-0.190735;-0.60865;-0.47176;-1.0324049999999998
11.738000000000001;-0.77526;-0.28636;-0.49264;-0.692565;-0.581435;-0.7315516666666667;-0.18871;-0.6083;-0.4713575;-1.0265466666666665
11.739999999999997;-0.7747799999999999;-0.28140333333333334;-0.49090333333333336;-0.69079;-0.58059;-0.7306733333333334;-0.186685;-0.60795;-0.470955;-1.0206883333333332
11.739999999999998;-0.7743;-0.2764466666666667;-0.4891666666666667;-0.6891275;-0.58022125;-0.729795;-0.18466;-0.6076;-0.47055250000000004;-1.01483
11.74;-0.77382;-0.27149;-0.48743000000000003;-0.687465;-0.5798525000000001;-0.7289166666666667;-0.18315499999999998;-0.60725;-0.47015;-1.010975
11.743999999999998;-0.7704575;-0.2666;-0.4856933333333333;-0.6858025;-0.5794837500000001;-0.7280383333333333;-0.18165;-0.6069;-0.46987666666666666;-1.00712
11.746;-0.767095;-0.26171;-0.48395666666666665;-0.68414;-0.579115;-0.72716;-0.180145;-0.6061166666666666;-0.4696033333333333;-1.0032649999999999
11.748;-0.7637324999999999;-0.25682;-0.48222;-0.6824775000000001;-0.57874625;-0.7258733333333334;-0.17864;-0.6053333333333333;-0.46933;-0.99941
11.749999999999998;-0.76037;-0.25193;-0.4796783333333333;-0.6808150000000001;-0.5783775;-0.7245866666666667;-0.17713500000000001;-0.6045499999999999;-0.4690566666666667;-0.995555
11.75;-0.7599283333333333;-0.24929166666666666;-0.47713666666666665;-0.6791525;-0.5780087500000001;-0.7233;-0.17563;-0.6037666666666667;-0.46878333333333333;-0.9917
11.750000000000002;-0.7594866666666666;-0.24665333333333334;-0.474595;-0.67749;-0.57764;-0.7220133333333333;-0.17405166666666666;-0.6029833333333333;-0.46851;-0.98836
11.754;-0.759045;-0.24401499999999998;-0.4720533333333333;-0.6751075;-0.5773825;-0.7207266666666666;-0.17247333333333334;-0.6022;-0.467865;-0.98502
11.755999999999998;-0.7586033333333333;-0.24137666666666666;-0.46951166666666666;-0.672725;-0.577125;-0.71944;-0.17089500000000002;-0.6003919999999999;-0.46721999999999997;-0.98168
11.758000000000001;-0.7581616666666666;-0.23873833333333333;-0.46697;-0.6703425000000001;-0.5768675;-0.7182999999999999;-0.16931666666666667;-0.598584;-0.466575;-0.97834
11.76;-0.75772;-0.2361;-0.463544;-0.66796;-0.57661;-0.71716;-0.16773833333333332;-0.596776;-0.46593;-0.975
11.760000000000002;-0.7572485714285714;-0.23522142857142858;-0.460118;-0.666776;-0.575616;-0.71602;-0.16616;-0.594968;-0.463982;-0.97166
11.764000000000001;-0.7567771428571428;-0.23434285714285713;-0.456692;-0.665592;-0.574622;-0.7148800000000001;-0.164844;-0.59316;-0.462034;-0.966996
11.766;-0.7563057142857142;-0.2334642857142857;-0.453266;-0.664408;-0.573628;-0.71374;-0.163528;-0.59266;-0.460086;-0.962332
11.768000000000002;-0.7558342857142857;-0.23258571428571428;-0.44984;-0.6632239999999999;-0.572634;-0.7122216666666668;-0.162212;-0.59216;-0.458138;-0.957668
11.769999999999998;-0.7553628571428571;-0.23170714285714286;-0.448155;-0.66204;-0.57164;-0.7107033333333334;-0.160896;-0.5916600000000001;-0.45619;-0.953004
11.77;-0.7548914285714285;-0.2308285714285714;-0.44647000000000003;-0.6606414285714285;-0.5693385714285715;-0.709185;-0.15958;-0.59116;-0.4540885714285714;-0.94834
11.770000000000001;-0.75442;-0.22995;-0.444785;-0.6592428571428571;-0.5670371428571429;-0.7076666666666667;-0.158572;-0.59066;-0.45198714285714287;-0.9454279999999999
11.774;-0.75007;-0.22776;-0.4431;-0.6578442857142857;-0.5647357142857143;-0.7061483333333334;-0.157564;-0.59016;-0.4498857142857143;-0.942516
11.776000000000002;-0.74572;-0.22557;-0.441415;-0.6564457142857143;-0.5624342857142857;-0.70463;-0.156556;-0.59036;-0.4477842857142857;-0.939604
11.778;-0.74137;-0.22338;-0.43973;-0.6550471428571428;-0.5601328571428571;-0.702672;-0.15554800000000002;-0.59056;-0.4456828571428571;-0.9366920000000001
11.779999999999998;-0.73702;-0.22119;-0.44053200000000003;-0.6536485714285715;-0.5578314285714285;-0.700714;-0.15454;-0.5907600000000001;-0.44358142857142857;-0.93378
11.78;-0.73267;-0.219;-0.441334;-0.65225;-0.55553;-0.698756;-0.15318142857142858;-0.59096;-0.44148;-0.9322842857142858
11.783999999999997;-0.7270625000000001;-0.2175125;-0.44213600000000003;-0.64976;-0.5535;-0.696798;-0.15182285714285715;-0.59116;-0.43712799999999996;-0.9307885714285714
11.786;-0.721455;-0.216025;-0.442938;-0.64727;-0.55147;-0.69484;-0.15046428571428572;-0.59068;-0.432776;-0.9292928571428571
11.787999999999998;-0.7158475;-0.2145375;-0.44374;-0.64478;-0.5494399999999999;-0.6931183333333333;-0.14910571428571429;-0.5902000000000001;-0.42842399999999997;-0.9277971428571429
11.789999999999997;-0.71024;-0.21305;-0.44405333333333336;-0.64229;-0.54741;-0.6913966666666667;-0.14774714285714285;-0.58972;-0.424072;-0.9263014285714286
11.790000000000001;-0.7075983333333333;-0.2119275;-0.4443666666666667;-0.6398;-0.54538;-0.689675;-0.14638857142857142;-0.58924;-0.41972;-0.9248057142857142
11.790000000000003;-0.7049566666666667;-0.210805;-0.44468;-0.638522;-0.5442239999999999;-0.6879533333333333;-0.14503;-0.5887600000000001;-0.41567;-0.92331
11.793999999999999;-0.702315;-0.2096825;-0.44499333333333335;-0.637244;-0.543068;-0.6862316666666666;-0.14357;-0.58828;-0.41162;-0.9208999999999999
11.795999999999998;-0.6996733333333333;-0.20856;-0.4453066666666667;-0.635966;-0.541912;-0.68451;-0.14211;-0.5881208333333333;-0.40757;-0.9184899999999999
11.798;-0.6970316666666666;-0.2074375;-0.44562;-0.634688;-0.540756;-0.6841969999999999;-0.14065;-0.5879616666666667;-0.40352;-0.91608
11.799999999999999;-0.69439;-0.206315;-0.44438;-0.63341;-0.5396;-0.6838839999999999;-0.13918999999999998;-0.5878025;-0.39947;-0.91367
11.8;-0.6941983333333333;-0.2051925;-0.44314;-0.63108;-0.53917;-0.6835709999999999;-0.13773;-0.5876433333333333;-0.3974816666666667;-0.91126
11.800000000000002;-0.6940066666666667;-0.20407;-0.4419;-0.62875;-0.53874;-0.6832579999999999;-0.13568750000000002;-0.5874841666666667;-0.3954933333333333;-0.9073525
11.800000000000011;-0.693815;-0.19502999999999998;-0.44066;-0.62642;-0.5383100000000001;-0.6829449999999999;-0.133645;-0.587325;-0.393505;-0.903445
11.804;-0.6937191666666667;-0.19352333333333332;-0.43900666666666666;-0.6246725;-0.5379875000000001;-0.6821625;-0.132828;-0.58637;-0.3925108333333333;-0.9018820000000001
11.806;-0.6936233333333333;-0.19201666666666664;-0.4373533333333333;-0.622925;-0.5376650000000001;-0.68138;-0.13201100000000002;-0.5844933333333333;-0.3915166666666667;-0.9003190000000001
11.808000000000002;-0.6935275;-0.19050999999999998;-0.4357;-0.6211775;-0.5373425000000001;-0.6809716666666666;-0.131194;-0.5826166666666667;-0.3905225;-0.898756
11.809999999999997;-0.6934316666666667;-0.18900333333333333;-0.43457;-0.61943;-0.53702;-0.6805633333333333;-0.13037700000000002;-0.58074;-0.3895283333333333;-0.897193
11.809999999999999;-0.6933358333333333;-0.18749666666666664;-0.43344;-0.6180950000000001;-0.5376566666666667;-0.6801550000000001;-0.12956;-0.5788633333333333;-0.3885341666666667;-0.89563
11.81;-0.69324;-0.18599;-0.43230999999999997;-0.61676;-0.5382933333333334;-0.6797466666666667;-0.12957000000000002;-0.5769866666666666;-0.38754;-0.8940333333333333
11.813999999999998;-0.69163;-0.18319249999999998;-0.43118;-0.615425;-0.53893;-0.6793383333333334;-0.12958;-0.57511;-0.3852;-0.8924366666666667
11.816;-0.69002;-0.180395;-0.43005000000000004;-0.61409;-0.5395666666666666;-0.67893;-0.12959;-0.5724633333333333;-0.38286;-0.8908400000000001
11.818;-0.68841;-0.17759750000000002;-0.42892;-0.6127549999999999;-0.5402033333333334;-0.6776533333333333;-0.12960000000000002;-0.5698166666666666;-0.38051999999999997;-0.8892433333333334
11.819999999999999;-0.6868;-0.1748;-0.42843000000000003;-0.61142;-0.54084;-0.6763766666666667;-0.12961;-0.56717;-0.37818;-0.8876466666666667
11.82;-0.685855;-0.17406166666666667;-0.42794000000000004;-0.61102;-0.539935;-0.6751;-0.12962;-0.5645233333333334;-0.37584;-0.88605
11.820000000000002;-0.68491;-0.17332333333333333;-0.42745;-0.6106199999999999;-0.53903;-0.6738233333333333;-0.12919333333333335;-0.5618766666666667;-0.3735;-0.8836066666666667
11.824;-0.6839649999999999;-0.172585;-0.42696;-0.61022;-0.538125;-0.6725466666666667;-0.12876666666666667;-0.55923;-0.3719575;-0.8811633333333333
11.825999999999999;-0.68302;-0.17184666666666668;-0.42647;-0.60982;-0.53722;-0.67127;-0.12834;-0.55627;-0.370415;-0.87872
11.827999999999998;-0.682075;-0.17110833333333333;-0.42598;-0.60942;-0.5363150000000001;-0.6693;-0.12791333333333335;-0.55331;-0.3688725;-0.8762766666666667
11.83;-0.68113;-0.17037;-0.42496;-0.60902;-0.53541;-0.66733;-0.12748666666666666;-0.55035;-0.36733;-0.8738333333333334
11.830000000000002;-0.6798971428571429;-0.17057;-0.42394;-0.607918;-0.5327500000000001;-0.6653600000000001;-0.12706;-0.5473899999999999;-0.366766;-0.87139
11.834000000000001;-0.6786642857142857;-0.17077;-0.42292;-0.606816;-0.5300900000000001;-0.66339;-0.12577;-0.54443;-0.36620199999999997;-0.868768
11.836;-0.6774314285714286;-0.17097;-0.4219;-0.605714;-0.52743;-0.66142;-0.12448000000000001;-0.5426883333333333;-0.365638;-0.866146
11.838;-0.6761985714285714;-0.17117;-0.42088;-0.604612;-0.52477;-0.6607833333333333;-0.12319;-0.5409466666666667;-0.365074;-0.8635240000000001
11.839999999999998;-0.6749657142857143;-0.17137;-0.42008166666666663;-0.60351;-0.52211;-0.6601466666666667;-0.1219;-0.5392049999999999;-0.36451;-0.8609020000000001
11.84;-0.6737328571428571;-0.17157;-0.41928333333333334;-0.6025028571428571;-0.5201728571428571;-0.65951;-0.12061;-0.5374633333333333;-0.36405571428571426;-0.85828
11.840000000000002;-0.6725;-0.17177;-0.418485;-0.6014957142857142;-0.5182357142857142;-0.6588733333333333;-0.1186;-0.5357216666666667;-0.3636014285714286;-0.856618
11.844;-0.670712;-0.17083600000000002;-0.41768666666666665;-0.6004885714285714;-0.5162985714285714;-0.6582366666666666;-0.11659;-0.53398;-0.36314714285714284;-0.854956
11.846000000000002;-0.668924;-0.169902;-0.41688833333333336;-0.5994814285714286;-0.5143614285714285;-0.6576;-0.11458;-0.531796;-0.36269285714285715;-0.853294
11.848;-0.6671360000000001;-0.168968;-0.41609;-0.5984742857142857;-0.5124242857142857;-0.658048;-0.11257;-0.529612;-0.3622385714285714;-0.8516320000000001
11.849999999999998;-0.665348;-0.168034;-0.41461200000000004;-0.5974671428571429;-0.5104871428571428;-0.658496;-0.11056;-0.527428;-0.3617842857142857;-0.84997
11.85;-0.66356;-0.1671;-0.413134;-0.59646;-0.50855;-0.658944;-0.10976666666666668;-0.5252439999999999;-0.36133;-0.8484183333333333
11.853999999999997;-0.6604650000000001;-0.16766;-0.411656;-0.5949183333333333;-0.5080633333333333;-0.659392;-0.10897333333333334;-0.52306;-0.360595;-0.8468666666666667
11.856;-0.65737;-0.16821999999999998;-0.410178;-0.5933766666666667;-0.5075766666666667;-0.65984;-0.10818;-0.5216866666666666;-0.35986;-0.845315
11.857999999999999;-0.6542749999999999;-0.16877999999999999;-0.4087;-0.591835;-0.50709;-0.660625;-0.10738666666666667;-0.5203133333333333;-0.359125;-0.8437633333333333
11.859999999999998;-0.65118;-0.16934;-0.40683833333333336;-0.5902933333333333;-0.5066033333333333;-0.6614099999999999;-0.10659333333333335;-0.51894;-0.35839;-0.8422116666666666
11.86;-0.6479933333333333;-0.16968166666666665;-0.40497666666666665;-0.5887516666666667;-0.5061166666666667;-0.662195;-0.1058;-0.5175666666666667;-0.357655;-0.84066
11.860000000000001;-0.6448066666666666;-0.17002333333333333;-0.403115;-0.58721;-0.50563;-0.66298;-0.10523166666666667;-0.5161933333333334;-0.35692;-0.8376899999999999
11.863999999999999;-0.64162;-0.170365;-0.40125333333333335;-0.5858300000000001;-0.5045775;-0.6637649999999999;-0.10466333333333333;-0.51482;-0.35660250000000004;-0.83472
11.865999999999998;-0.6384333333333333;-0.17070666666666665;-0.39939166666666664;-0.58445;-0.503525;-0.66455;-0.104095;-0.512776;-0.356285;-0.83175
11.868;-0.6352466666666666;-0.17104833333333333;-0.39753;-0.58307;-0.5024725;-0.6645719999999999;-0.10352666666666667;-0.5107320000000001;-0.3559675;-0.82878
11.87;-0.63206;-0.17139;-0.397182;-0.58169;-0.50142;-0.664594;-0.10295833333333333;-0.508688;-0.35565;-0.82581
11.870000000000001;-0.6290485714285714;-0.17123571428571427;-0.39683399999999996;-0.580362;-0.5010979999999999;-0.664616;-0.10239;-0.5066440000000001;-0.35394000000000003;-0.82284
11.874;-0.6260371428571428;-0.17108142857142855;-0.396486;-0.579034;-0.500776;-0.6646380000000001;-0.10092999999999999;-0.5046;-0.35223;-0.818492
11.876;-0.6230257142857143;-0.17092714285714283;-0.396138;-0.5777059999999999;-0.500454;-0.66466;-0.09946999999999999;-0.5021966666666667;-0.35052;-0.814144
11.878000000000002;-0.6200142857142856;-0.17077285714285714;-0.39579;-0.576378;-0.500132;-0.6634733333333334;-0.09801;-0.49979333333333337;-0.34881;-0.8097960000000001
11.879999999999997;-0.6170028571428571;-0.17061857142857142;-0.3959583333333333;-0.57505;-0.49981;-0.6622866666666667;-0.09655;-0.49739;-0.3471;-0.805448
11.879999999999999;-0.6139914285714285;-0.1704642857142857;-0.3961266666666666;-0.57448;-0.4979633333333333;-0.6611;-0.09509;-0.4949866666666667;-0.34539;-0.8011
11.88;-0.61098;-0.17031;-0.39629499999999995;-0.5739099999999999;-0.49611666666666665;-0.6599133333333334;-0.09376999999999999;-0.4925833333333334;-0.34368;-0.79837
11.883999999999999;-0.60782;-0.16968249999999999;-0.39646333333333333;-0.57334;-0.49427;-0.6587266666666667;-0.09244999999999999;-0.49018;-0.34034333333333333;-0.79564
11.886000000000001;-0.60466;-0.169055;-0.39663166666666666;-0.57277;-0.4924233333333333;-0.65754;-0.09112999999999999;-0.48856166666666667;-0.3370066666666667;-0.79291
11.888;-0.6014999999999999;-0.1684275;-0.3968;-0.5721999999999999;-0.49057666666666666;-0.6558633333333334;-0.08981;-0.48694333333333334;-0.33367;-0.79018
11.889999999999999;-0.59834;-0.1678;-0.397455;-0.57163;-0.48873;-0.6541866666666667;-0.08849;-0.485325;-0.3303333333333333;-0.78745
11.89;-0.59684;-0.16664666666666667;-0.39810999999999996;-0.5713166666666667;-0.4877533333333333;-0.65251;-0.08717;-0.4837066666666667;-0.32699666666666666;-0.78472
11.890000000000002;-0.59534;-0.16549333333333333;-0.398765;-0.5710033333333333;-0.4867766666666667;-0.6508333333333334;-0.08615333333333333;-0.48208833333333334;-0.32366;-0.7819566666666666
11.894;-0.5938399999999999;-0.16433999999999999;-0.39942;-0.5706899999999999;-0.4858;-0.6491566666666667;-0.08513666666666667;-0.48047;-0.31938500000000003;-0.7791933333333333
11.895999999999999;-0.59234;-0.16318666666666667;-0.40007499999999996;-0.5703766666666666;-0.48482333333333333;-0.64748;-0.08412;-0.47979333333333335;-0.31511;-0.77643
11.897999999999998;-0.59084;-0.16203333333333333;-0.40073;-0.5700633333333334;-0.4838466666666667;-0.64658;-0.08310333333333333;-0.4791166666666667;-0.310835;-0.7736666666666667
11.9;-0.58934;-0.16088;-0.4014983333333333;-0.56975;-0.48287;-0.64568;-0.08208666666666667;-0.47844;-0.30656;-0.7709033333333334
11.900000000000002;-0.5862025;-0.159165;-0.40226666666666666;-0.5683625;-0.4819175;-0.64478;-0.08107;-0.4777633333333333;-0.30359749999999996;-0.76814
11.900000000000011;-0.5830649999999999;-0.15744999999999998;-0.403035;-0.566975;-0.480965;-0.64388;-0.08221500000000001;-0.47708666666666666;-0.300635;-0.76021
11.900000000000013;-0.5821685714285714;-0.15696;-0.40361125;-0.56642;-0.48058399999999996;-0.64268;-0.08240583333333334;-0.47641;-0.29945;-0.7588883333333334
11.904000000000002;-0.5812721428571428;-0.15646999999999997;-0.4041875;-0.5658650000000001;-0.480203;-0.6414799999999999;-0.08259666666666668;-0.47235;-0.298265;-0.7575666666666667
11.905999999999997;-0.5803757142857142;-0.15597999999999998;-0.40476375;-0.56531;-0.47982199999999997;-0.64028;-0.08278750000000001;-0.47028333333333333;-0.29708;-0.7562450000000001
11.908;-0.5794792857142858;-0.15549;-0.40534;-0.564755;-0.479441;-0.63993;-0.08297833333333333;-0.46821666666666667;-0.295895;-0.7549233333333333
11.909999999999998;-0.5785828571428572;-0.155;-0.40648999999999996;-0.5642;-0.47906;-0.6395799999999999;-0.08316916666666667;-0.46615;-0.29471;-0.7536016666666666
11.91;-0.5776864285714286;-0.15450999999999998;-0.40764;-0.5631214285714286;-0.47823;-0.63923;-0.08336;-0.46408333333333335;-0.2929371428571429;-0.75228
11.910000000000002;-0.57679;-0.15402;-0.40879;-0.5620428571428572;-0.4774;-0.63888;-0.084192;-0.4620166666666667;-0.2911642857142857;-0.747838
11.914;-0.573674;-0.15312399999999998;-0.40993999999999997;-0.5609642857142857;-0.47657;-0.6385299999999999;-0.085024;-0.45995;-0.2893914285714286;-0.743396
11.916000000000002;-0.570558;-0.152228;-0.41109;-0.5598857142857143;-0.47574;-0.63818;-0.085856;-0.456488;-0.28761857142857145;-0.738954
11.918000000000001;-0.567442;-0.151332;-0.41224;-0.5588071428571428;-0.47491;-0.639536;-0.086688;-0.453026;-0.2858457142857143;-0.7345119999999999
11.919999999999998;-0.564326;-0.15043600000000001;-0.412646;-0.5577285714285715;-0.47408;-0.640892;-0.08752;-0.449564;-0.2840728571428571;-0.73007
11.92;-0.56121;-0.14954;-0.41305200000000003;-0.55665;-0.47325;-0.6422479999999999;-0.08854333333333334;-0.446102;-0.2823;-0.727205
11.923999999999998;-0.5597225;-0.1490325;-0.413458;-0.5563866666666666;-0.472165;-0.643604;-0.08956666666666667;-0.44264;-0.281115;-0.72434
11.926;-0.558235;-0.14852500000000002;-0.413864;-0.5561233333333333;-0.47108;-0.64496;-0.09059;-0.4407083333333333;-0.27993;-0.721475
11.927999999999999;-0.5567475;-0.1480175;-0.41427;-0.55586;-0.469995;-0.6453333333333333;-0.09161333333333332;-0.43877666666666665;-0.278745;-0.71861
11.929999999999998;-0.55526;-0.14751;-0.4146166666666667;-0.5555966666666666;-0.46891;-0.6457066666666667;-0.09263666666666666;-0.436845;-0.27756;-0.715745
11.93;-0.5543216666666666;-0.146205;-0.41496333333333335;-0.5553333333333332;-0.467825;-0.64608;-0.09366;-0.4349133333333333;-0.276375;-0.71288
11.930000000000001;-0.5533833333333333;-0.1449;-0.41531;-0.55507;-0.46674;-0.6464533333333333;-0.093275;-0.43298166666666665;-0.27519;-0.7108483333333333
11.934;-0.552445;-0.143595;-0.4156566666666667;-0.5545175;-0.46667;-0.6468266666666667;-0.09289;-0.43105;-0.27465249999999997;-0.7088166666666667
11.935999999999998;-0.5515066666666666;-0.14229;-0.41600333333333334;-0.553965;-0.4666;-0.6472;-0.092505;-0.429388;-0.274115;-0.706785
11.938;-0.5505683333333333;-0.140985;-0.41635;-0.5534125;-0.46653;-0.647026;-0.09212;-0.427726;-0.27357750000000003;-0.7047533333333333
11.94;-0.54963;-0.13968;-0.416522;-0.55286;-0.46646;-0.646852;-0.091735;-0.426064;-0.27304;-0.7027216666666667
11.940000000000001;-0.5478542857142856;-0.13856857142857143;-0.416694;-0.551892;-0.467074;-0.646678;-0.09135;-0.424402;-0.27250800000000003;-0.70069
11.944;-0.5460785714285714;-0.13745714285714286;-0.416866;-0.550924;-0.467688;-0.646504;-0.089628;-0.42274;-0.271976;-0.698744
11.946;-0.5443028571428571;-0.1363457142857143;-0.417038;-0.549956;-0.468302;-0.64633;-0.087906;-0.42201;-0.271444;-0.696798
11.948000000000002;-0.5425271428571429;-0.1352342857142857;-0.41721;-0.5489879999999999;-0.468916;-0.6463216666666667;-0.086184;-0.42128;-0.270912;-0.694852
11.949999999999998;-0.5407514285714285;-0.13412285714285713;-0.41625333333333336;-0.54802;-0.46953;-0.6463133333333333;-0.084462;-0.42055;-0.27038;-0.692906
11.95;-0.5389757142857143;-0.13301142857142856;-0.4152966666666667;-0.5467249999999999;-0.46842333333333336;-0.6463049999999999;-0.08274;-0.41982;-0.26902750000000003;-0.69096
11.950000000000001;-0.5372;-0.1319;-0.41434000000000004;-0.54543;-0.46731666666666666;-0.6462966666666666;-0.08215666666666666;-0.41909;-0.267675;-0.6891316666666667
11.953999999999999;-0.53593;-0.13207;-0.4133833333333333;-0.544135;-0.46621;-0.6462883333333334;-0.08157333333333333;-0.41836;-0.2663225;-0.6873033333333334
11.956000000000001;-0.53466;-0.13224;-0.41242666666666666;-0.54284;-0.46510333333333337;-0.64628;-0.08099;-0.418245;-0.26497000000000004;-0.6854750000000001
11.958;-0.53339;-0.13241;-0.41147;-0.5415449999999999;-0.46399666666666667;-0.6456283333333332;-0.08040666666666667;-0.41813;-0.2636175;-0.6836466666666666
